,coef
R-HSA-381426,0.00015855383
R-HSA-5601884,1.0127084e-07
R-HSA-6811442,0.00018008526
R-HSA-8956321,2.7588683e-07
R-HSA-5576886,6.845018e-07
R-HSA-379724,3.4868407e-07
R-HSA-2022090,2.8429723e-08
R-HSA-73780,1.08001444e-07
R-HSA-162906,0.00046004177
R-HSA-5657655,1.052187e-06
R-HSA-5213460,1.3189492e-08
R-HSA-429958,1.3090002e-08
R-HSA-156842,8.545425e-08
R-HSA-69618,5.3235776e-09
R-HSA-8963898,4.7120495e-05
R-HSA-6806667,1.2827518e-05
R-HSA-388844,2.7556964e-06
R-HSA-5632927,1.1961499e-06
R-HSA-8934903,0.0
R-HSA-456926,2.2277754e-05
R-HSA-3304351,1.202026e-06
R-HSA-112303,6.006281e-07
R-HSA-8956320,5.7559908e-11
R-HSA-163125,3.7577156e-06
R-HSA-426486,0.0
R-HSA-5576894,4.89567e-06
R-HSA-2534343,0.0
R-HSA-3299685,4.3935904e-07
R-HSA-3000157,6.642408e-07
R-HSA-75896,9.661976e-09
R-HSA-169911,1.4863562e-07
R-HSA-425397,2.4210894e-05
R-HSA-6798163,1.9549056e-08
R-HSA-388841,0.000282944
R-HSA-6783310,1.12352e-05
R-HSA-388396,3.1662974e-05
R-HSA-373755,0.00025385796
R-HSA-5619102,2.0284826e-06
R-HSA-1433617,7.2288756e-05
R-HSA-432047,0.0
R-HSA-5576892,3.16639e-05
R-HSA-186797,1.7680104e-06
R-HSA-446107,0.0
R-HSA-210744,4.4954845e-07
R-HSA-1442490,6.1785965e-10
R-HSA-75205,3.473134e-08
R-HSA-5660489,0.0
R-HSA-426496,3.793636e-08
R-HSA-2161517,4.560267e-09
R-HSA-449147,3.2265907e-05
R-HSA-1445148,7.8160224e-07
R-HSA-1855183,5.0108946e-07
R-HSA-3000484,3.741442e-09
R-HSA-114508,3.6958295e-07
R-HSA-380972,8.3717526e-07
R-HSA-8964572,1.4311562e-09
R-HSA-5173105,6.9310254e-06
R-HSA-1222556,3.7130775e-08
R-HSA-5683826,7.552283e-06
R-HSA-2172127,5.4411023e-05
R-HSA-450408,6.7009246e-08
R-HSA-1855192,0.0
R-HSA-5339562,4.0012324e-06
R-HSA-75892,6.6089797e-07
R-HSA-9033500,9.905721e-05
R-HSA-199992,9.0732145e-05
R-HSA-8955332,2.3089376e-06
R-HSA-76009,0.0
R-HSA-73943,4.3805346e-09
R-HSA-163316,0.0
R-HSA-1980143,7.8095094e-05
R-HSA-1268020,1.3411807e-06
R-HSA-375165,6.206845e-05
R-HSA-5687128,1.0150362e-09
R-HSA-140837,2.6607137e-07
R-HSA-163282,0.0
R-HSA-211945,9.346472e-09
R-HSA-1296061,0.0
R-HSA-6788656,6.1565195e-05
R-HSA-913531,1.199934e-05
R-HSA-391160,9.534758e-09
R-HSA-1855191,4.929134e-07
R-HSA-8849932,4.5511774e-07
R-HSA-936837,1.7874187e-07
R-HSA-210745,2.822654e-09
R-HSA-8849175,0.0
R-HSA-983189,5.0244e-06
R-HSA-975957,1.1992984e-07
R-HSA-70326,1.4392516e-05
R-HSA-8981373,4.31492e-09
R-HSA-3214847,9.6386735e-05
R-HSA-1855167,8.249457e-10
R-HSA-73777,9.761672e-06
R-HSA-422356,2.0783824e-05
R-HSA-72202,5.0907e-05
R-HSA-73779,3.393041e-08
R-HSA-163680,5.5215933e-06
R-HSA-5578775,2.5327365e-06
R-HSA-189200,2.5156794e-06
R-HSA-168643,1.93476e-06
R-HSA-8868773,6.552977e-05
R-HSA-77595,7.6871615e-08
R-HSA-72086,4.4109115e-07
R-HSA-9012852,8.4734825e-07
R-HSA-5609975,0.0
R-HSA-168898,1.956113e-05
R-HSA-5610787,0.0001314111
R-HSA-1632852,6.3148815e-07
R-HSA-210991,2.8010068e-09
R-HSA-8848021,2.4182884e-05
R-HSA-5663084,9.6667225e-09
R-HSA-1296065,1.5696902e-08
R-HSA-112314,8.611617e-08
R-HSA-2474795,5.138746e-06
R-HSA-110314,8.990838e-06
R-HSA-390522,3.0515398e-06
R-HSA-5358606,1.6562528e-06
R-HSA-1433557,7.6406343e-07
R-HSA-2132295,6.1892015e-06
R-HSA-74182,1.4233349e-05
R-HSA-422085,9.1736063e-10
R-HSA-6781827,0.009575633
R-HSA-3781860,4.4653e-09
R-HSA-1502540,0.0
R-HSA-381033,0.0
R-HSA-209952,3.6742872e-08
R-HSA-9007101,3.4232784e-05
R-HSA-5579029,1.500033e-08
R-HSA-3371497,4.621335e-06
R-HSA-425393,1.7975979e-06
R-HSA-6798695,8.686513e-06
R-HSA-8852405,0.0
R-HSA-191859,4.110152e-12
R-HSA-68952,0.00011666803
R-HSA-5620924,8.852834e-05
R-HSA-1237044,1.1272107e-08
R-HSA-216083,3.7301028e-08
R-HSA-428157,5.6774476e-05
R-HSA-392518,2.2652775e-07
R-HSA-1855215,0.0
R-HSA-5423646,3.975145e-08
R-HSA-73863,2.3784043e-12
R-HSA-418360,1.5301946e-06
R-HSA-5693538,7.225648e-06
R-HSA-68886,2.9793522e-05
R-HSA-8981607,0.0
R-HSA-73933,0.0005620459
R-HSA-5619084,1.2285831e-07
R-HSA-3000497,0.0020358753
R-HSA-1300644,0.0
R-HSA-1489509,1.9899413e-09
R-HSA-5632968,3.4871553e-07
R-HSA-189085,4.7739404e-06
R-HSA-1566977,0.0
R-HSA-354192,3.1328287e-05
R-HSA-9013694,1.7819175e-05
R-HSA-1170546,1.172415e-05
R-HSA-1855170,0.0
R-HSA-983705,0.00029363277
R-HSA-453274,0.0015529972
R-HSA-3214841,7.439005e-05
R-HSA-69481,7.4057466e-06
R-HSA-2892245,0.0
R-HSA-77588,1.3620065e-07
R-HSA-8939211,4.0163577e-06
R-HSA-168928,5.302582e-06
R-HSA-5387390,5.1123156e-06
R-HSA-5696399,0.0008093038
R-HSA-982772,7.804809e-09
R-HSA-112308,2.3264978e-07
R-HSA-1650814,0.0001377668
R-HSA-163841,1.00495825e-08
R-HSA-72172,4.1151688e-07
R-HSA-389661,1.3055764e-08
R-HSA-917977,3.352239e-08
R-HSA-8951664,1.3134011e-05
R-HSA-2454202,1.7315227e-06
R-HSA-8963678,4.04399e-11
R-HSA-3000170,3.86522e-06
R-HSA-5578768,1.8118138e-08
R-HSA-2408522,8.5043075e-06
R-HSA-5661231,0.0
R-HSA-5357769,2.2864335e-06
R-HSA-1483257,3.957454e-05
R-HSA-392517,5.640398e-08
R-HSA-5687613,1.1864063e-08
R-HSA-8979227,0.00062736945
R-HSA-8978868,2.1098047e-05
R-HSA-163200,4.303515e-06
R-HSA-8982491,4.032027e-05
R-HSA-6784531,2.5277696e-08
R-HSA-1475029,0.0
R-HSA-6782315,0.0
