,coef
R-HSA-8849472,2.4844176e-06
R-HSA-5619113,0.0
R-HSA-189483,1.742095e-05
R-HSA-446343,0.0
R-HSA-5357956,1.38069955e-08
R-HSA-5210891,7.1597306e-10
R-HSA-196780,1.9982781e-11
R-HSA-5619078,0.0
R-HSA-1234174,1.1466584e-08
R-HSA-5603037,4.6367504e-07
R-HSA-5619048,0.0
R-HSA-4793952,0.0
R-HSA-5696400,1.6005602e-07
R-HSA-6793080,6.38286e-06
R-HSA-5619098,0.0
R-HSA-8849471,2.218365e-05
R-HSA-74751,7.721964e-09
R-HSA-8948216,0.00013776725
R-HSA-373076,1.8208755e-06
R-HSA-204005,6.5464206e-05
R-HSA-2730905,6.2090884e-09
R-HSA-433692,0.0
R-HSA-6787450,0.0
R-HSA-5603041,5.7285877e-12
R-HSA-112308,2.3264975e-07
R-HSA-5578999,0.0
R-HSA-5659735,0.0
R-HSA-5619087,0.0
R-HSA-112122,4.37943e-09
R-HSA-456926,2.2277753e-05
R-HSA-156584,1.4012004e-13
R-HSA-156581,1.3817353e-07
R-HSA-5579004,0.0
R-HSA-73614,2.7420518e-07
R-HSA-203615,1.9087688e-10
R-HSA-6798163,1.9546064e-08
R-HSA-194306,0.0
R-HSA-1606322,5.2396196e-08
R-HSA-77108,1.4233348e-05
R-HSA-380615,0.0
R-HSA-429593,2.4730962e-05
R-HSA-427975,7.492874e-11
R-HSA-2408517,8.4702634e-07
R-HSA-418890,0.0
R-HSA-5619097,0.0
R-HSA-8856825,0.0013191649
R-HSA-75102,0.0
R-HSA-6791465,0.0
R-HSA-2978092,0.0
R-HSA-428559,1.7826039e-06
R-HSA-5624138,2.1455916e-08
R-HSA-983170,4.392601e-06
R-HSA-75157,1.7758132e-06
R-HSA-3108232,1.52502835e-05
R-HSA-5661270,3.2154276e-06
R-HSA-5619066,0.0
R-HSA-8964038,2.5983231e-09
R-HSA-451326,3.4831145e-11
R-HSA-381340,7.903319e-05
R-HSA-3215018,2.1454039e-08
R-HSA-189200,2.515679e-06
R-HSA-392517,5.6375654e-08
R-HSA-73863,9.807532e-13
R-HSA-196843,2.4675716e-11
R-HSA-5621480,1.9434432e-12
R-HSA-427652,0.0
R-HSA-6799990,3.1692677e-09
R-HSA-210455,2.59659e-09
R-HSA-5578998,0.0
R-HSA-5693565,1.019816e-08
R-HSA-3296469,9.5079815e-07
R-HSA-6783984,1.3028181e-08
R-HSA-5602498,1.2413299e-13
R-HSA-1170546,1.1724149e-05
R-HSA-5619068,0.0
R-HSA-5632968,3.4871778e-07
R-HSA-5632987,2.4469883e-11
R-HSA-5655302,3.088573e-06
R-HSA-204998,0.002664311
R-HSA-1296059,1.5725934e-08
R-HSA-421837,9.073131e-05
R-HSA-416476,0.00019436446
R-HSA-2151201,7.786539e-13
R-HSA-166016,2.2968305e-07
R-HSA-383280,7.0469996e-06
R-HSA-3322077,4.0229283e-05
R-HSA-1855192,0.0
R-HSA-201688,0.00034472946
R-HSA-4724289,0.0
R-HSA-9006115,0.0008506833
R-HSA-381183,0.0
R-HSA-1989781,1.25122615e-05
R-HSA-69236,0.0046235276
R-HSA-2408508,7.372865e-06
R-HSA-5357786,7.382331e-08
R-HSA-3000497,0.0020358753
R-HSA-1660661,5.579206e-05
R-HSA-8963901,1.917539e-05
R-HSA-933542,1.2643982e-08
R-HSA-1663150,7.834696e-09
R-HSA-5663213,3.4482944e-06
R-HSA-209931,0.0
R-HSA-4839735,1.1982901e-10
