,coef
R-HSA-110362,1.036006e-06
R-HSA-5651801,1.141497e-05
R-HSA-73930,0.0
R-HSA-111461,2.2566837e-06
R-HSA-264870,1.8149004e-07
R-HSA-351906,2.3130526e-06
R-HSA-352238,1.0340978e-10
R-HSA-111469,1.7183762e-06
R-HSA-111885,1.8346911e-05
R-HSA-111933,1.9818045e-09
R-HSA-112399,1.2826435e-09
R-HSA-110056,0.0
R-HSA-112411,0.0
R-HSA-113510,3.942691e-08
R-HSA-111446,4.000759e-07
R-HSA-111447,1.0171716e-06
R-HSA-111448,1.9619533e-09
R-HSA-139910,8.0305207e-10
R-HSA-139915,1.2375327e-08
R-HSA-1169091,7.177476e-08
R-HSA-1169092,6.619647e-09
R-HSA-2025928,0.0002918031
R-HSA-1169408,1.2127964e-05
R-HSA-1222387,0.0
R-HSA-1222449,0.0
R-HSA-1222538,0.0
R-HSA-1222541,0.0
R-HSA-1234158,4.63377e-09
R-HSA-1234162,5.1216746e-13
R-HSA-1234176,1.6099186e-08
R-HSA-1236973,3.3306662e-07
R-HSA-1236974,0.00071566796
R-HSA-1236977,1.4723797e-06
R-HSA-1236978,1.6487903e-07
R-HSA-1296041,1.5726004e-08
R-HSA-141333,0.0
R-HSA-141334,0.0
R-HSA-211227,1.4439681e-08
R-HSA-3371378,3.9678238e-08
R-HSA-69416,1.2736276e-08
R-HSA-141430,3.5597136e-10
R-HSA-141444,5.0736237e-09
R-HSA-1461957,6.956065e-06
R-HSA-1462054,8.655797e-07
R-HSA-1482788,8.9744617e-07
R-HSA-1482798,2.5178533e-06
R-HSA-1482801,2.8481672e-06
R-HSA-1482839,5.445089e-06
R-HSA-1482883,5.9758457e-12
R-HSA-1482922,1.2000588e-06
R-HSA-1482925,5.3622788e-08
R-HSA-1483076,0.0
R-HSA-1483101,0.0
R-HSA-1483115,2.3962843e-12
R-HSA-1483148,4.476672e-09
R-HSA-1483152,0.0
R-HSA-1483166,5.3106167e-05
R-HSA-1483171,0.0
R-HSA-1483191,1.2871938e-08
R-HSA-1483196,0.0
R-HSA-1483213,2.0039015e-07
R-HSA-1483226,1.8811767e-07
R-HSA-1483248,5.2652484e-07
R-HSA-1660499,9.663613e-05
R-HSA-1660502,0.0
R-HSA-1660508,0.0
R-HSA-1660510,0.0
R-HSA-1660514,1.0038694e-08
R-HSA-1660516,1.9675927e-06
R-HSA-1660517,1.6943118e-10
R-HSA-1660524,0.0
R-HSA-1660537,0.0
R-HSA-6814848,1.4226073e-07
R-HSA-8847453,5.649993e-12
R-HSA-1362277,2.5704463e-09
R-HSA-1362300,2.374842e-10
R-HSA-159424,0.0
R-HSA-173599,5.6244744e-07
R-HSA-174403,6.369843e-11
R-HSA-159227,3.9248884e-05
R-HSA-159230,1.34155504e-08
R-HSA-159231,2.5268075e-06
R-HSA-159740,4.0486888e-11
R-HSA-159763,7.285931e-12
R-HSA-159782,7.203772e-12
R-HSA-1606341,0.0
R-HSA-1810476,5.2396437e-08
R-HSA-1614517,0.0
R-HSA-162594,1.2295384e-08
R-HSA-162599,0.00025859728
R-HSA-164952,0.00028682157
R-HSA-176033,3.790421e-05
R-HSA-176034,0.0
R-HSA-177243,0.00017608832
R-HSA-180534,1.8855166e-05
R-HSA-180585,0.00025540436
R-HSA-180689,1.0777343e-10
R-HSA-2022854,1.2517055e-06
R-HSA-2022857,7.740491e-08
R-HSA-1971475,2.6636617e-05
R-HSA-2022928,7.967678e-05
R-HSA-2024096,6.3305554e-16
R-HSA-2426168,2.4273748e-11
R-HSA-166020,3.8623523e-12
R-HSA-166166,2.296841e-07
R-HSA-445989,1.6700989e-08
R-HSA-450294,5.778046e-08
R-HSA-167826,0.0
R-HSA-167827,0.0
R-HSA-166786,4.4181444e-08
R-HSA-173736,0.0
R-HSA-975155,1.8539868e-07
R-HSA-168927,6.6166433e-07
R-HSA-9013957,2.1126973e-05
R-HSA-9013973,3.0012652e-06
R-HSA-9014325,1.6614666e-06
R-HSA-168276,0.00021151725
R-HSA-168277,0.0
R-HSA-168268,0.0
R-HSA-168270,0.0
R-HSA-168271,5.981637e-07
R-HSA-168273,1.7188897e-05
R-HSA-168274,0.0010747726
R-HSA-168275,0.0
R-HSA-5250955,4.6618875e-10
R-HSA-5250958,1.31636915e-11
R-HSA-5250968,0.0
R-HSA-5250971,5.33051e-10
R-HSA-5250981,7.0888923e-16
R-HSA-5250982,6.135994e-16
R-HSA-5250989,5.352256e-09
R-HSA-5250992,0.0
R-HSA-174084,7.937582e-07
R-HSA-174178,4.949213e-07
R-HSA-176407,3.368733e-06
R-HSA-176814,5.4657503e-06
R-HSA-174417,1.2390328e-07
R-HSA-2022870,2.6059538e-06
R-HSA-2022923,1.3108675e-10
R-HSA-2024101,4.2287922e-07
R-HSA-171319,0.0
R-HSA-629602,1.0332474e-09
R-HSA-3249367,0.0
R-HSA-3270619,0.0
R-HSA-1839124,3.088562e-06
R-HSA-1839126,0.00038239273
R-HSA-187015,0.0
R-HSA-167021,0.0
R-HSA-177504,2.6810623e-11
R-HSA-187687,3.593998e-08
R-HSA-198203,2.1164482e-08
R-HSA-198725,9.693459e-10
R-HSA-198745,8.891602e-09
R-HSA-198765,0.0
