,,coef
RIN2,gene_expression,0.00013572928
RGP1,gene_expression,0.00010584342
SESN1,gene_expression,4.1875364e-06
TOMM40L,gene_expression,0.0
TRMT2B,gene_expression,0.0
ENKD1,gene_expression,0.0
FAM89B,gene_expression,0.0
PLD3,gene_expression,1.9874087e-06
TXLNG,gene_expression,0.0
MANBA,gene_expression,5.787429e-06
LRSAM1,gene_expression,1.3485699e-07
IRX3,gene_expression,0.0
TBL1XR1,gene_expression,5.297404e-05
ESRRA,gene_expression,2.9280152e-06
EHD4,gene_expression,0.0
CSTF2T,gene_expression,4.6781774e-06
MTX3,gene_expression,0.0
CS,gene_expression,2.249417e-05
STAG1,gene_expression,8.689361e-07
DCAF16,gene_expression,8.334373e-08
UBE2G2,gene_expression,1.8223213e-06
IQCK,gene_expression,0.0
YIPF1,gene_expression,0.0
CAMTA2,gene_expression,0.0
DDX55,gene_expression,0.0
TXNDC11,gene_expression,0.0
CENPBD1,gene_expression,0.0
MYNN,gene_expression,0.0
LPCAT3,gene_expression,7.8617046e-07
KRTAP5-11,gene_expression,0.0
LSMEM1,gene_expression,0.0
ZNF433,gene_expression,0.0
IFT20,gene_expression,1.0739543e-08
SLC25A40,gene_expression,0.0
SLC35E1,gene_expression,0.0
MXI1,gene_expression,0.0
MUL1,gene_expression,0.00012066058
ZBTB7B,gene_expression,0.0
ATAD5,gene_expression,0.0
CR2,gene_expression,0.00031701475
CREB3,gene_expression,1.8018511e-06
TRAF7,gene_expression,1.1706788e-07
NFXL1,gene_expression,0.0
MRPS25,gene_expression,3.7138583e-05
NDUFA12,gene_expression,1.3195915e-06
CRTC3,gene_expression,0.0
TMEM59,gene_expression,0.0
TRA2B,gene_expression,9.259712e-07
SAP30L,gene_expression,9.167526e-09
SNRNP48,gene_expression,2.994335e-07
SLC30A7,gene_expression,2.6181144e-06
DTNBP1,gene_expression,3.953314e-08
DLG1,gene_expression,2.5715457e-07
AGA,gene_expression,8.624069e-08
ARFGAP2,gene_expression,6.140894e-06
DCANP1,gene_expression,0.0
TIPRL,gene_expression,0.0
HTR3D,gene_expression,0.0
ANKRD34C,gene_expression,0.0
IPO8,gene_expression,0.00020584949
SUZ12,gene_expression,1.4004054e-05
DPP3,gene_expression,0.0
ZNF512B,gene_expression,0.0
SFXN1,gene_expression,0.0
TM2D2,gene_expression,0.0
GOLPH3L,gene_expression,0.0
DDX39A,gene_expression,7.3141136e-06
FBXL19,gene_expression,4.5391621e-07
ATAT1,gene_expression,0.0
ELF1,gene_expression,9.8805735e-08
FBRS,gene_expression,0.0
LPAR5,gene_expression,3.720147e-07
STX16,gene_expression,1.9188516e-05
SRP14,gene_expression,3.4024873e-05
STOML2,gene_expression,1.0811004e-07
MMACHC,gene_expression,6.41051e-05
ARHGAP6,gene_expression,7.2385165e-09
SEC31B,gene_expression,0.0
RNASEH2B,gene_expression,0.0
UCK1,gene_expression,3.9122415e-06
NDUFC1,gene_expression,1.9336103e-06
LY6G5C,gene_expression,0.0
TEX10,gene_expression,1.1226864e-05
ZNF613,gene_expression,0.0
RTKN,gene_expression,9.864776e-08
FMNL2,gene_expression,6.9119754e-09
CAAP1,gene_expression,0.0
DUSP13,gene_expression,0.0
ZBTB33,gene_expression,0.0
SRC,gene_expression,0.00047346973
DENND2D,gene_expression,1.5159694e-05
SAMD12,gene_expression,0.0
CCDC96,gene_expression,0.0
SLC7A6,gene_expression,4.725377e-07
ANG,gene_expression,0.0
ZCCHC7,gene_expression,0.0
ZNF32,gene_expression,0.0
ALKBH6,gene_expression,0.0
ABCF3,gene_expression,0.0
EEF1B2,gene_expression,0.0
SRA1,gene_expression,0.0
CDCP1,gene_expression,0.0
TMEM87B,gene_expression,0.0
POGZ,gene_expression,0.0
GPR68,gene_expression,0.0
ARG1,gene_expression,2.4605844e-05
FAM76B,gene_expression,0.0
HSFX1,gene_expression,0.0
FBXO4,gene_expression,0.00013453758
RPS8,gene_expression,0.0010220452
SCAF4,gene_expression,0.0
TTC9C,gene_expression,0.0
IBSP,gene_expression,2.3049023e-07
ERGIC2,gene_expression,0.0
IMP3,gene_expression,0.000101521786
HIST1H2BE,gene_expression,0.0
MANEA,gene_expression,2.610143e-06
HMCES,gene_expression,0.0
EIF4EBP2,gene_expression,0.0
YPEL5,gene_expression,1.7804174e-05
NEURL2,gene_expression,1.6609715e-07
FZD7,gene_expression,7.261028e-06
ZW10,gene_expression,4.444427e-06
RNH1,gene_expression,0.0
CASP8,gene_expression,6.265288e-05
TMEM141,gene_expression,0.0
NXF1,gene_expression,3.4562006e-05
ARL1,gene_expression,3.9368268e-07
CEP131,gene_expression,2.8536213e-06
CAPZA2,gene_expression,0.010028189
MANSC1,gene_expression,0.0
NFATC4,gene_expression,0.0
VCX2,gene_expression,0.0
ZNF746,gene_expression,0.0
ANKAR,gene_expression,0.0
LYPD3,gene_expression,0.0
CNTNAP2,gene_expression,0.0
CCDC85C,gene_expression,0.0
MRPL37,gene_expression,7.4620084e-06
PSMD7,gene_expression,0.0010040423
HNRNPAB,gene_expression,0.0
YRDC,gene_expression,0.0
NUDT7,gene_expression,0.0
IPO9,gene_expression,0.0
RNF4,gene_expression,5.630913e-05
METTL15,gene_expression,0.0
PTPRC,gene_expression,3.069272e-06
SIAH3,gene_expression,0.0
KDM4B,gene_expression,3.331006e-06
PPP1R7,gene_expression,0.0
XBP1,gene_expression,8.8235563e-10
LRR1,gene_expression,7.8433e-07
GSKIP,gene_expression,0.0
STAG3,gene_expression,1.5530186e-05
CEP41,gene_expression,2.6474768e-06
PEX11B,gene_expression,0.0
BVES,gene_expression,0.0
NEK8,gene_expression,0.0
ZNF600,gene_expression,0.0
PPP2R2C,gene_expression,0.0
AP1AR,gene_expression,0.0
FADS3,gene_expression,0.0
FAM131A,gene_expression,0.0
TMEM168,gene_expression,0.0
CREBBP,gene_expression,0.0013228827
CD320,gene_expression,0.00049644074
SSR2,gene_expression,1.4381683e-07
ATP6V0B,gene_expression,3.2710236e-08
PTPN4,gene_expression,1.3051082e-06
PI4K2B,gene_expression,0.00038543146
ZNF514,gene_expression,0.0
CAV1,gene_expression,2.6914231e-05
GRPEL1,gene_expression,1.4327775e-05
SLC35C1,gene_expression,4.2381944e-07
METTL21A,gene_expression,1.0535191e-07
PAGR1,gene_expression,6.0984335e-06
GNG11,gene_expression,8.814284e-05
UXS1,gene_expression,0.0
PVR,gene_expression,6.344321e-06
RFC4,gene_expression,0.0005669566
MED29,gene_expression,1.4663062e-09
CFAP45,gene_expression,0.0
CCDC127,gene_expression,0.0
COX15,gene_expression,0.00015861964
PPM1B,gene_expression,5.7426885e-05
CYB5RL,gene_expression,0.00021849702
CDKN1A,gene_expression,3.4145642e-06
ZNF684,gene_expression,0.0
RAB22A,gene_expression,3.3904664e-05
SLC24A3,gene_expression,2.395076e-07
SRXN1,gene_expression,0.0
KCNE5,gene_expression,1.1220264e-05
TFRC,gene_expression,2.870246e-06
KLC3,gene_expression,3.8623788e-05
CD2BP2,gene_expression,7.801679e-06
PSMC2,gene_expression,0.0012731085
LETM1,gene_expression,0.0
ACOT13,gene_expression,0.0
ZNF439,gene_expression,0.0
LXN,gene_expression,0.0
GPKOW,gene_expression,2.3033087e-06
PANK4,gene_expression,1.0945415e-08
ZNF552,gene_expression,0.0
PPIL3,gene_expression,8.255408e-08
NRIP3,gene_expression,0.0
REXO1,gene_expression,0.0
SGK1,gene_expression,1.2729892e-06
CXCL3,gene_expression,9.175266e-07
ZNF212,gene_expression,0.0
B9D2,gene_expression,4.17759e-09
FAM13A,gene_expression,1.7991203e-08
MTMR10,gene_expression,0.000228229
MZT1,gene_expression,3.7614728e-07
TEX2,gene_expression,0.0
CLIC4,gene_expression,0.0
APOBEC3G,gene_expression,1.7837333e-07
HSDL1,gene_expression,0.0
RAB35,gene_expression,0.00022691637
SLC39A1,gene_expression,2.1321218e-07
PCYOX1L,gene_expression,4.569734e-07
TOR2A,gene_expression,0.0
MON1A,gene_expression,5.7732166e-05
ACVR1B,gene_expression,7.53975e-07
CLIC2,gene_expression,0.0
SERPINB6,gene_expression,2.7840992e-05
AOC3,gene_expression,0.0
DOCK3,gene_expression,6.724752e-09
LCP2,gene_expression,2.3359596e-06
CARM1,gene_expression,2.1623466e-06
TIAM2,gene_expression,6.685497e-05
