,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,2.7881445e-06,2.0,2.7881445e-06,-0.09655126,0.09725615
ABC transporters in lipid homeostasis,1.9688083e-05,2.0,1.9688083e-05,-0.08537961,0.10530819
ADP signalling through P2Y purinoceptor 1,6.644037e-05,2.0,6.644037e-05,-0.054474153,0.12758353
ADP signalling through P2Y purinoceptor 12,0.0007351802,2.0,0.0007351802,0.3875943,0.44620773
AKT phosphorylates targets in the cytosol,8.40614e-07,2.0,8.40614e-07,-0.09783867,0.096328236
AKT phosphorylates targets in the nucleus,1.9402174e-05,2.0,1.9402174e-05,-0.085568614,0.10517197
AKT-mediated inactivation of FOXO1A,2.8644447e-09,2.0,2.8644447e-09,-0.098392464,0.09592908
ALKBH2 mediated reversal of alkylation damage,9.85033e-13,2.0,9.85033e-13,-0.09839436,0.095927715
ALKBH3 mediated reversal of alkylation damage,2.4447926e-09,2.0,2.4447926e-09,-0.09839274,0.095928885
AMER1 mutants destabilize the destruction complex,4.2390225e-06,3.0,4.2390225e-06,-0.09559217,-0.46035954
AMPK inhibits chREBP transcriptional activation activity,2.596382e-06,2.0,2.596382e-06,-0.096678026,0.09716477
APC/C-mediated degradation of cell cycle proteins,4.6916444e-05,5.0,4.6916444e-05,-0.06738038,-1.5566394
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,5.864636e-07,2.0,5.864636e-07,-0.09800668,0.09620713
ARL13B-mediated ciliary trafficking of INPP5E,3.1825994e-07,2.0,3.1825994e-07,-0.098183975,0.09607935
ATF4 activates genes,9.1890415e-06,2.0,9.1890415e-06,-0.09231997,0.10030588
ATF6 (ATF6-alpha) activates chaperone genes,8.976404e-08,2.0,8.976404e-08,-0.09833502,0.09597049
ATP sensitive Potassium channels,3.1043554e-09,2.0,3.1043554e-09,-0.09839231,0.09592918
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.0003318869,2.0,0.0003318869,0.12099847,0.25405678
"AXIN mutants destabilize the destruction complex, activating WNT signaling",6.9128944e-08,3.0,6.9128944e-08,-0.098348655,-0.4623463
Abacavir metabolism,1.54028e-10,2.0,1.54028e-10,-0.09839425,0.09592779
Abacavir transmembrane transport,0.0,2.0,0.0,-0.09839436,0.095927715
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,1.1094651e-06,2.0,1.1094651e-06,-0.09766095,0.096456334
Acetylation,0.0,2.0,0.0,-0.09839436,0.095927715
Acetylcholine Neurotransmitter Release Cycle,2.9317783e-07,2.0,2.9317783e-07,-0.09820055,0.0960674
Acetylcholine binding and downstream events,7.611936e-07,2.0,7.611936e-07,-0.097891174,0.096290395
Acetylcholine regulates insulin secretion,9.263328e-07,2.0,9.263328e-07,-0.09778201,0.096369065
Acrosome Reaction,0.0,2.0,0.0,-0.09839436,0.095927715
Activated NOTCH1 Transmits Signal to the Nucleus,1.1328361e-05,2.0,1.1328361e-05,-0.09090578,0.10132518
Activation and oligomerization of BAK protein,2.0781725e-07,2.0,2.0781725e-07,-0.09825698,0.096026726
Activation of ATR in response to replication stress,1.0635555e-09,2.0,1.0635555e-09,-0.09839366,0.09592822
Activation of BH3-only proteins,4.7696362e-06,6.0,4.7696362e-06,-0.095241405,-2.1350274
Activation of C3 and C5,0.0,2.0,0.0,-0.09839436,0.095927715
Activation of Matrix Metalloproteinases,1.3070293e-10,2.0,1.3070293e-10,-0.098394275,0.09592778
Activation of NMDA receptor and postsynaptic events,3.7423026e-05,3.0,3.7423026e-05,-0.07365598,-0.44454885
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,5.14664e-08,2.0,5.14664e-08,-0.09836034,0.09595224
Activation of RAC1,3.5631473e-08,2.0,3.5631473e-08,-0.0983708,0.0959447
Activation of SMO,3.2307562e-05,2.0,3.2307562e-05,-0.07703754,0.1113208
Activation of anterior HOX genes in hindbrain development during early embryogenesis,0.00012906594,2.0,0.00012906594,-0.013075708,0.15742178
Activation of kainate receptors upon glutamate binding,1.1836364e-05,3.0,1.1836364e-05,-0.090569966,-0.45673972
Activation of the pre-replicative complex,4.0063946e-07,2.0,4.0063946e-07,-0.09812952,0.09611861
"Activation, myristolyation of BID and translocation to mitochondria",1.5173399e-06,2.0,1.5173399e-06,-0.09739132,0.09665066
"Activation, translocation and oligomerization of BAX",8.22104e-08,2.0,8.22104e-08,-0.09834002,0.095966876
Adherens junctions interactions,9.380591e-08,2.0,9.380591e-08,-0.09833235,0.09597241
Adrenaline signalling through Alpha-2 adrenergic receptor,5.265594e-09,2.0,5.265594e-09,-0.09839088,0.095930226
"Adrenaline,noradrenaline inhibits insulin secretion",1.1685252e-07,2.0,1.1685252e-07,-0.09831712,0.095983386
Advanced glycosylation endproduct receptor signaling,9.991235e-07,2.0,9.991235e-07,-0.09773389,0.09640375
Aflatoxin activation and detoxification,1.732194e-06,2.0,1.732194e-06,-0.0972493,0.09675302
Agmatine biosynthesis,0.0,2.0,0.0,-0.09839436,0.095927715
Amine Oxidase reactions,0.0,3.0,0.0,-0.09839436,-0.46237922
Amino Acid conjugation,2.7984694e-11,2.0,2.7984694e-11,-0.09839434,0.09592773
Amino acid transport across the plasma membrane,3.1744847e-05,2.0,3.1744847e-05,-0.07740953,0.11105269
Amplification of signal from the kinetochores,1.7896763e-08,2.0,1.7896763e-08,-0.098382525,0.09593624
Amyloid fiber formation,2.7054593e-05,2.0,2.7054593e-05,-0.080510005,0.108818
Anchoring fibril formation,0.0,2.0,0.0,-0.09839436,0.095927715
Anchoring of the basal body to the plasma membrane,7.693114e-07,2.0,7.693114e-07,-0.0978858,0.09629427
Antagonism of Activin by Follistatin,1.0675607e-09,2.0,1.0675607e-09,-0.09839366,0.09592822
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",2.9243415e-08,2.0,2.9243415e-08,-0.09837502,0.095941655
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.00014464762,2.0,0.00014464762,-0.0027754854,0.16484575
Antigen processing-Cross presentation,4.325599e-06,5.0,4.325599e-06,-0.095534936,-1.5769322
Antigen processing: Ubiquitination & Proteasome degradation,1.6485337e-06,2.0,1.6485337e-06,-0.097304605,0.09671316
Antiviral mechanism by IFN-stimulated genes,0.00032376155,2.0,0.00032376155,0.11562723,0.2501854
Apoptosis induced DNA fragmentation,2.9844833e-07,2.0,2.9844833e-07,-0.09819707,0.09606992
Apoptotic cleavage of cellular proteins,3.6087195e-06,4.0,3.6087195e-06,-0.09600883,-1.0189668
Apoptotic factor-mediated response,9.1815485e-07,3.0,9.1815485e-07,-0.09778742,-0.46194175
Arachidonate production from DAG,3.069681e-08,2.0,3.069681e-08,-0.09837407,0.09594233
Arachidonic acid metabolism,0.0002639842,9.0,2.9331577e-05,-0.07900481,-3.6864443
