,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Membrane Trafficking,0.0012054584,9.0,0.0012054584,0.10539961,-1.425186
Digestion,8.827291e-06,3.0,8.827291e-06,-0.1925457,0.16442767
mRNA Capping,0.0004954407,2.0,0.0004954407,-0.071385406,0.56687474
Nonsense-Mediated Decay (NMD),0.0011571115,3.0,0.0011571115,0.09336186,0.39458835
Disorders of transmembrane transporters,5.2055733e-05,3.0,5.2055733e-05,-0.18178238,0.17309234
Cilium Assembly,2.2209151e-05,4.0,2.2209151e-05,-0.1892138,-0.13780092
Factors involved in megakaryocyte development and platelet production,0.0011890396,2.0,0.0011890396,0.10131153,0.7058988
Cytosolic iron-sulfur cluster assembly,7.858334e-08,2.0,7.858334e-08,-0.19472401,0.46758494
Nephrin family interactions,1.9643607e-05,2.0,1.9643607e-05,-0.18985258,0.4715065
Mitochondrial protein import,0.000124858,2.0,0.000124858,-0.1636556,0.49259558
Signaling by WNT,0.0003222246,5.0,0.0003222246,-0.11451392,-0.382577
Neurodegenerative Diseases,1.3744022e-07,2.0,1.3744022e-07,-0.19470936,0.46759674
Reversible hydration of carbon dioxide,1.2005873e-08,2.0,1.2005873e-08,-0.1947406,0.4675716
Innate Immune System,0.0024257398,14.0,0.0024257398,0.4092335,-2.7051485
Mismatch Repair,9.017704e-06,3.0,9.017704e-06,-0.19249828,0.16446584
Collagen formation,1.2164235e-05,3.0,1.2164235e-05,-0.19171484,0.16509654
Mitochondrial biogenesis,4.3874093e-06,4.0,4.3874093e-06,-0.19365117,-0.14137308
DNA Damage Reversal,1.0788569e-07,3.0,1.0788569e-07,-0.19471672,0.16267996
Chromosome Maintenance,0.00016456273,3.0,0.00016456273,-0.15376964,0.19564308
Degradation of the extracellular matrix,2.2121847e-06,3.0,2.2121847e-06,-0.19419277,0.16310175
Apoptosis,4.4011398e-05,5.0,4.4011398e-05,-0.18378532,-0.43834177
Fertilization,1.0684548e-05,6.0,1.0684548e-05,-0.19208327,-0.7499326
Diseases of Immune System,1.4918644e-05,2.0,1.4918644e-05,-0.19102904,0.47055942
Aquaporin-mediated transport,2.7247013e-05,4.0,2.7247013e-05,-0.18795943,-0.13679114
RNA Polymerase II Transcription,0.00095782406,9.0,0.00095782406,0.04374193,-1.4748216
Death Receptor Signalling,8.116069e-05,5.0,8.116069e-05,-0.17453565,-0.4308956
Mitochondrial calcium ion transport,2.7600989e-05,2.0,2.7600989e-05,-0.1878713,0.47310147
RORA activates gene expression,0.0014003683,2.0,0.0014003683,0.15392958,0.74825734
Signaling by Hedgehog,0.0011914704,4.0,0.0011914704,0.10191678,0.096564375
Potassium Channels,0.00020200157,6.0,0.00020200157,-0.14444785,-0.7115852
Abacavir transport and metabolism,0.0,3.0,0.0,-0.19474357,0.16265835
Diseases of Mismatch Repair (MMR),3.953221e-07,6.0,3.953221e-07,-0.19464514,-0.7519949
Unfolded Protein Response (UPR),0.00011164175,5.0,0.00011164175,-0.16694626,-0.424786
Platelet homeostasis,5.205121e-05,5.0,5.205121e-05,-0.18178351,-0.43673027
Epigenetic regulation of gene expression,0.0027471397,6.0,0.0027471397,0.48925784,-0.2014408
Processing of Capped Intronless Pre-mRNA,2.45831e-06,4.0,2.45831e-06,-0.1941315,-0.14175975
Response to metal ions,0.00016139226,3.0,0.00016139226,-0.15455905,0.1950076
Smooth Muscle Contraction,0.00021929809,2.0,0.00021929809,-0.14014125,0.51152503
Signaling by NOTCH,0.00053397997,6.0,0.00053397997,-0.061789636,-0.64504385
