,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,2.788144e-06,2.0,2.788144e-06,-0.095396265,0.33525938
A tetrasaccharide linker sequence is required for GAG synthesis,9.2006585e-06,8.0,9.2006585e-06,-0.0906014,0.06656699
ABC transporters in lipid homeostasis,1.9688076e-05,9.0,1.9688076e-05,-0.08275959,0.027100677
ADP signalling through P2Y purinoceptor 1,6.644037e-05,14.0,6.644037e-05,-0.04780124,-0.17343928
ADP signalling through P2Y purinoceptor 12,0.0007351802,13.0,0.0007351802,0.45223925,0.24937207
AKT phosphorylates targets in the cytosol,8.40614e-07,13.0,8.40614e-07,-0.096852496,-0.16507751
AKT phosphorylates targets in the nucleus,1.9402176e-05,8.0,1.9402176e-05,-0.08297336,0.07232457
AKT-mediated inactivation of FOXO1A,2.865302e-09,4.0,2.865302e-09,-0.09747892,0.24291688
ALKBH2 mediated reversal of alkylation damage,9.899004e-13,2.0,9.899004e-13,-0.09748106,0.3336858
ALKBH3 mediated reversal of alkylation damage,2.4448037e-09,3.0,2.4448037e-09,-0.09747923,0.28830191
AMPK inhibits chREBP transcriptional activation activity,2.596382e-06,6.0,2.596382e-06,-0.09553965,0.15361014
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.09748106,0.37907103
APC truncation mutants have impaired AXIN binding,2.611348e-06,10.0,2.611348e-06,-0.09552847,-0.027922401
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,2.678236e-05,42.0,2.678236e-05,-0.07745494,-1.4666085
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,5.864677e-07,6.0,5.864677e-07,-0.09704253,0.15247577
APOBEC3G mediated resistance to HIV-1 infection,5.5301236e-08,4.0,5.5301236e-08,-0.097439714,0.24294646
ARL13B-mediated ciliary trafficking of INPP5E,3.1825977e-07,3.0,3.1825977e-07,-0.09724308,0.28848013
ATF4 activates genes,9.189058e-06,2.0,9.189058e-06,-0.09061008,0.33887193
ATF6 (ATF6-alpha) activates chaperone genes,8.976405e-08,6.0,8.976405e-08,-0.097413935,0.15219544
ATP sensitive Potassium channels,3.1061467e-09,2.0,3.1061467e-09,-0.09747874,0.3336875
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.0003318869,32.0,0.0003318869,0.15068254,-0.8405599
AURKA Activation by TPX2,4.967375e-06,48.0,4.967375e-06,-0.09376678,-1.751232
AXIN missense mutants destabilize the destruction complex,6.9480365e-08,10.0,6.9480365e-08,-0.097429104,-0.029356986
Abacavir metabolism,1.5396719e-10,3.0,1.5396719e-10,-0.09748094,0.2883006
Abacavir transmembrane transport,0.0,1.0,0.0,-0.09748106,0.37907103
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,4.022806e-07,2.0,4.022806e-07,-0.097180255,0.33391282
