,,root
RIN2,gene_expression,-0.047163878
RGP1,gene_expression,-0.055928446
SESN1,gene_expression,-0.01430069
TOMM40L,gene_expression,-0.0709982
TRMT2B,gene_expression,-0.08236843
ENKD1,gene_expression,0.0439773
FAM89B,gene_expression,-0.10244186
PLD3,gene_expression,0.021034906
TXLNG,gene_expression,0.08729006
MANBA,gene_expression,0.017020574
LRSAM1,gene_expression,-0.0063910023
IRX3,gene_expression,-0.06821212
TBL1XR1,gene_expression,0.097088285
ESRRA,gene_expression,-0.018547771
EHD4,gene_expression,-0.07885317
CSTF2T,gene_expression,-0.07430917
MTX3,gene_expression,0.12689905
CS,gene_expression,0.038521048
STAG1,gene_expression,0.0054242415
DCAF16,gene_expression,0.036537305
UBE2G2,gene_expression,0.033691723
IQCK,gene_expression,-0.0823091
YIPF1,gene_expression,0.030464286
CAMTA2,gene_expression,0.010895268
DDX55,gene_expression,0.08844087
TXNDC11,gene_expression,0.02694294
CENPBD1,gene_expression,0.027294166
MYNN,gene_expression,-0.06801263
LPCAT3,gene_expression,0.015622014
KRTAP5-11,gene_expression,-0.0060470263
LSMEM1,gene_expression,0.06687879
ZNF433,gene_expression,-0.017658168
IFT20,gene_expression,0.07355975
SLC25A40,gene_expression,0.05588365
SLC35E1,gene_expression,0.045365673
MXI1,gene_expression,0.0020865097
MUL1,gene_expression,-0.04485335
ZBTB7B,gene_expression,0.09518666
ATAD5,gene_expression,0.028307253
CR2,gene_expression,-0.075651176
CREB3,gene_expression,0.0066272747
TRAF7,gene_expression,-0.0026935558
NFXL1,gene_expression,0.09396417
MRPS25,gene_expression,0.03133772
NDUFA12,gene_expression,0.068511754
CRTC3,gene_expression,-0.026043465
TMEM59,gene_expression,0.09682389
TRA2B,gene_expression,0.08556354
SAP30L,gene_expression,-9.0667716e-05
SNRNP48,gene_expression,-0.005860303
SLC30A7,gene_expression,-0.04747498
DTNBP1,gene_expression,-0.06290128
DLG1,gene_expression,0.01112084
AGA,gene_expression,0.013476916
ARFGAP2,gene_expression,0.09666755
DCANP1,gene_expression,0.0066222576
TIPRL,gene_expression,-0.10114364
HTR3D,gene_expression,-0.06417409
ANKRD34C,gene_expression,-0.100716814
IPO8,gene_expression,0.09512467
SUZ12,gene_expression,0.0033380762
DPP3,gene_expression,0.08518976
ZNF512B,gene_expression,0.01199882
SFXN1,gene_expression,0.08276757
TM2D2,gene_expression,0.044870034
GOLPH3L,gene_expression,0.12399558
DDX39A,gene_expression,0.089909256
FBXL19,gene_expression,0.007913721
ATAT1,gene_expression,-0.08934392
ELF1,gene_expression,-0.0020408405
FBRS,gene_expression,0.045121543
LPAR5,gene_expression,0.014806461
STX16,gene_expression,-0.07643465
SRP14,gene_expression,-0.103845134
STOML2,gene_expression,-0.0025281513
MMACHC,gene_expression,-0.0870909
ARHGAP6,gene_expression,0.07519782
SEC31B,gene_expression,0.09395989
RNASEH2B,gene_expression,0.070413105
UCK1,gene_expression,0.07359355
NDUFC1,gene_expression,-0.08360176
LY6G5C,gene_expression,0.017941236
TEX10,gene_expression,0.0986355
ZNF613,gene_expression,-0.07981284
RTKN,gene_expression,-0.14251441
FMNL2,gene_expression,0.0029917425
CAAP1,gene_expression,-0.024726702
DUSP13,gene_expression,0.009714976
ZBTB33,gene_expression,0.006809002
SRC,gene_expression,0.086165875
DENND2D,gene_expression,0.085667625
SAMD12,gene_expression,-0.050879836
CCDC96,gene_expression,-0.054108083
SLC7A6,gene_expression,0.10058009
ANG,gene_expression,-0.006662825
ZCCHC7,gene_expression,0.02410987
ZNF32,gene_expression,-0.008848843
ALKBH6,gene_expression,0.046546463
ABCF3,gene_expression,-0.018081525
EEF1B2,gene_expression,0.06765277
SRA1,gene_expression,-0.034165185
CDCP1,gene_expression,-0.04478269
TMEM87B,gene_expression,0.025527842
POGZ,gene_expression,-0.07906631
GPR68,gene_expression,-0.010737683
ARG1,gene_expression,0.08007796
FAM76B,gene_expression,0.0996286
HSFX1,gene_expression,-0.0026866982
FBXO4,gene_expression,-0.06492729
RPS8,gene_expression,0.09539325
SCAF4,gene_expression,-0.09012175
TTC9C,gene_expression,-0.046910226
IBSP,gene_expression,-0.13906057
ERGIC2,gene_expression,-0.063502885
IMP3,gene_expression,0.050920974
HIST1H2BE,gene_expression,-0.073319495
MANEA,gene_expression,0.036787417
HMCES,gene_expression,-0.070904255
EIF4EBP2,gene_expression,-0.002872306
YPEL5,gene_expression,-0.037872538
NEURL2,gene_expression,0.038707286
FZD7,gene_expression,-0.10196389
ZW10,gene_expression,-0.07171846
RNH1,gene_expression,-0.05209772
CASP8,gene_expression,-0.066917345
TMEM141,gene_expression,-0.06642352
NXF1,gene_expression,0.093264826
ARL1,gene_expression,-0.109942935
CEP131,gene_expression,0.021345738
CAPZA2,gene_expression,0.099616244
MANSC1,gene_expression,-0.048051912
NFATC4,gene_expression,-0.011564269
VCX2,gene_expression,-0.09388343
ZNF746,gene_expression,0.06962006
ANKAR,gene_expression,-0.074239105
LYPD3,gene_expression,-0.098179996
CNTNAP2,gene_expression,0.10394162
CCDC85C,gene_expression,0.07577997
MRPL37,gene_expression,0.08390036
PSMD7,gene_expression,0.013325915
HNRNPAB,gene_expression,-0.02987618
YRDC,gene_expression,-0.059645403
NUDT7,gene_expression,-0.01003739
IPO9,gene_expression,0.06580889
RNF4,gene_expression,-0.060413204
METTL15,gene_expression,-0.0126674
PTPRC,gene_expression,0.012167358
SIAH3,gene_expression,0.035324275
KDM4B,gene_expression,0.010326295
PPP1R7,gene_expression,-0.0029164727
XBP1,gene_expression,0.011107613
LRR1,gene_expression,-0.00711348
GSKIP,gene_expression,0.006054495
STAG3,gene_expression,-0.07507934
CEP41,gene_expression,0.018228117
PEX11B,gene_expression,-0.086457536
BVES,gene_expression,0.066722296
NEK8,gene_expression,0.10663399
ZNF600,gene_expression,-0.006735491
PPP2R2C,gene_expression,0.08483417
AP1AR,gene_expression,0.007397314
FADS3,gene_expression,-0.059779495
FAM131A,gene_expression,0.023869382
TMEM168,gene_expression,0.066090465
CREBBP,gene_expression,-0.117065415
CD320,gene_expression,0.08814025
SSR2,gene_expression,-0.05870735
ATP6V0B,gene_expression,0.00325298
PTPN4,gene_expression,-0.10111545
PI4K2B,gene_expression,-0.026187249
ZNF514,gene_expression,0.006765863
CAV1,gene_expression,0.07617601
GRPEL1,gene_expression,0.04389573
SLC35C1,gene_expression,-0.07240773
METTL21A,gene_expression,0.1429649
PAGR1,gene_expression,0.008809705
GNG11,gene_expression,-0.06283455
UXS1,gene_expression,-0.036674313
PVR,gene_expression,0.046899706
RFC4,gene_expression,-0.07146507
MED29,gene_expression,-0.0032411194
CFAP45,gene_expression,0.0098111555
CCDC127,gene_expression,0.08149532
COX15,gene_expression,-0.036572635
PPM1B,gene_expression,-0.039621085
CYB5RL,gene_expression,-0.06778345
CDKN1A,gene_expression,0.004376446
ZNF684,gene_expression,0.066192925
RAB22A,gene_expression,0.08562455
SLC24A3,gene_expression,-0.04206287
SRXN1,gene_expression,-0.07158838
KCNE5,gene_expression,0.08199139
TFRC,gene_expression,0.023612862
KLC3,gene_expression,0.029303852
CD2BP2,gene_expression,0.083066195
PSMC2,gene_expression,0.070675984
LETM1,gene_expression,0.097494386
ACOT13,gene_expression,0.038951468
ZNF439,gene_expression,0.030167274
LXN,gene_expression,-0.04670267
GPKOW,gene_expression,0.027830487
PANK4,gene_expression,-0.0063547087
ZNF552,gene_expression,-0.04246108
PPIL3,gene_expression,-0.0070407563
NRIP3,gene_expression,0.04794847
REXO1,gene_expression,-0.006721702
SGK1,gene_expression,0.011596479
CXCL3,gene_expression,0.06726946
ZNF212,gene_expression,0.0026941008
B9D2,gene_expression,-0.012945673
FAM13A,gene_expression,-0.036762066
MTMR10,gene_expression,0.074971035
MZT1,gene_expression,-0.023196315
TEX2,gene_expression,-0.053637765
CLIC4,gene_expression,-0.0034093834
APOBEC3G,gene_expression,-0.17211528
HSDL1,gene_expression,-0.07671081
RAB35,gene_expression,0.057901483
SLC39A1,gene_expression,-0.027748806
PCYOX1L,gene_expression,0.020882512
TOR2A,gene_expression,0.062826306
MON1A,gene_expression,-0.05208071
ACVR1B,gene_expression,0.07152975
CLIC2,gene_expression,-0.09600372
SERPINB6,gene_expression,0.09172776
AOC3,gene_expression,-0.044807486
DOCK3,gene_expression,0.095136315
LCP2,gene_expression,-0.07546366
CARM1,gene_expression,0.08516189
TIAM2,gene_expression,0.054067854
COX8A,gene_expression,0.062710986
SFT2D2,gene_expression,-0.03266516
RRP1B,gene_expression,-0.006104706
LTBP1,gene_expression,0.09775205
TBC1D14,gene_expression,-0.03655493
SEC24D,gene_expression,-0.001949541
SH2D5,gene_expression,0.0046378775
PSMD12,gene_expression,0.08718999
DNAJC25,gene_expression,-0.042491477
ACLY,gene_expression,-0.06992444
TCF4,gene_expression,0.09064907
GTF2H1,gene_expression,-0.017088678
NT5DC1,gene_expression,-0.07956866
PLSCR3,gene_expression,0.0012872082
NPAS3,gene_expression,-0.095798686
CIDEB,gene_expression,0.056487348
TSPAN2,gene_expression,0.08892425
TMEM183A,gene_expression,0.017465474
TMEM237,gene_expression,0.06039318
PSMC4,gene_expression,0.039400764
RBBP7,gene_expression,-0.07259683
PIGM,gene_expression,-0.049275562
PDCD4,gene_expression,-0.13115808
TBCCD1,gene_expression,-0.007895963
APOBEC3H,gene_expression,-0.043121494
GYS1,gene_expression,0.023624307
RNF182,gene_expression,0.09359771
TMEM230,gene_expression,-0.01916824
NUBPL,gene_expression,0.05110048
LILRA1,gene_expression,-0.03964058
EHD1,gene_expression,-0.049663037
SHMT1,gene_expression,0.02395483
SHKBP1,gene_expression,-0.15639816
VRK1,gene_expression,-0.09950453
TIGD7,gene_expression,0.09800354
NEUROG3,gene_expression,0.0035366518
DPH5,gene_expression,0.018848162
THNSL1,gene_expression,-0.055455245
MYO19,gene_expression,-0.08838378
CLASRP,gene_expression,-0.07274532
LDHAL6A,gene_expression,-0.060965315
SNAP23,gene_expression,-0.072181106
GSDMA,gene_expression,0.11104349
EIF4G2,gene_expression,0.058278043
H3F3A,gene_expression,0.09390719
ARMC7,gene_expression,-0.080425784
MED7,gene_expression,-0.0037343206
LPCAT2,gene_expression,-0.037641298
SLC35C2,gene_expression,0.09264835
RTN3,gene_expression,-0.012057972
RORA,gene_expression,0.09423906
TPD52,gene_expression,-0.0038996588
EIF5,gene_expression,0.0057394695
DHRS7,gene_expression,0.014648184
CCNH,gene_expression,-0.04496168
ATP2B1,gene_expression,-0.034263853
FBXW5,gene_expression,-0.013058433
SF3A3,gene_expression,-0.008070989
FAT4,gene_expression,0.013769545
RBAK,gene_expression,-0.102066636
