,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,2.5087775e-07,2.0,2.5087775e-07,-0.25585857,0.051832892
RIPK1-mediated regulated necrosis,2.0467965e-05,2.0,2.0467965e-05,-0.22894728,0.071102254
Lysosomal oligosaccharide catabolism,3.4727311e-06,2.0,3.4727311e-06,-0.2515699,0.05490372
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,0.00010041832,6.0,0.00010041832,-0.12252417,-0.52724516
Intestinal lipid absorption,0.0,2.0,0.0,-0.2561925,0.05159378
mTORC1-mediated signalling,1.5653972e-05,2.0,1.5653972e-05,-0.23535526,0.06651393
Transcriptional activation of mitochondrial biogenesis,4.242333e-06,2.0,4.242333e-06,-0.25054547,0.055637244
Physiological factors,0.0,2.0,0.0,-0.2561925,0.05159378
Sperm Motility And Taxes,3.717216e-08,2.0,3.717216e-08,-0.25614303,0.051629204
RNA Pol II CTD phosphorylation and interaction with CE,3.223742e-07,2.0,3.223742e-07,-0.25576338,0.051901028
Defective Mismatch Repair Associated With PMS2,8.2237595e-09,2.0,8.2237595e-09,-0.25618157,0.051601615
Phase 2 - plateau phase,5.8482712e-08,2.0,5.8482712e-08,-0.25611466,0.051649522
Scavenging by Class A Receptors,1.702751e-07,2.0,1.702751e-07,-0.25596586,0.05175607
Neurotransmitter release cycle,1.0922002e-05,7.0,1.0922002e-05,-0.24165407,-0.78118354
Diseases associated with N-glycosylation of proteins,0.0,17.0,0.0,-0.2561925,-2.4779682
mRNA decay by 5' to 3' exoribonuclease,2.2935996e-07,2.0,2.2935996e-07,-0.2558872,0.051812384
Processing of Intronless Pre-mRNAs,3.4038858e-05,2.0,3.4038858e-05,-0.21088287,0.08403697
Cristae formation,6.486715e-08,2.0,6.486715e-08,-0.25610614,0.0516556
Interaction With The Zona Pellucida,3.6775947e-07,2.0,3.6775947e-07,-0.25570297,0.051944304
Ca2+ activated K+ channels,7.832523e-07,2.0,7.832523e-07,-0.2551499,0.05234032
Laminin interactions,2.5576687e-09,2.0,2.5576687e-09,-0.25618908,0.051596213
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,1.8201066e-06,2.0,1.8201066e-06,-0.25376973,0.05332857
Diseases associated with O-glycosylation of proteins,5.8513655e-07,10.0,5.8513655e-07,-0.25541362,-1.2969482
RNA Polymerase III Abortive And Retractive Initiation,4.6350053e-08,2.0,4.6350053e-08,-0.2561308,0.051637955
Glycogen metabolism,0.0001251904,3.0,0.0001251904,-0.08954968,0.002278033
Amine-derived hormones,3.949647e-07,4.0,3.949647e-07,-0.25566676,-0.2853047
WNT ligand biogenesis and trafficking,2.4725767e-07,2.0,2.4725767e-07,-0.25586337,0.051829435
Signaling by ERBB2,0.00013522492,9.0,0.00013522492,-0.07619258,-0.99998266
ABC transporter disorders,2.1319731e-06,16.0,2.1319731e-06,-0.2533546,-2.3072987
"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",1.1028761e-09,2.0,1.1028761e-09,-0.25619102,0.051594827
TRAIL  signaling,1.9712359e-05,2.0,1.9712359e-05,-0.22995308,0.07038206
