,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,4.3326875e-08,2.0,4.3326875e-08,-0.1882489,0.033143815
ABC transporters in lipid homeostasis,3.779327e-05,2.0,3.779327e-05,-0.10629238,0.09145254
ADP signalling through P2Y purinoceptor 1,5.0245494e-06,2.0,5.0245494e-06,-0.17743447,0.040837836
ADP signalling through P2Y purinoceptor 12,4.6464927e-05,2.0,4.6464927e-05,-0.08746589,0.10484681
AKT phosphorylates targets in the cytosol,3.0899286e-05,2.0,3.0899286e-05,-0.12125947,0.08080406
AKT phosphorylates targets in the nucleus,0.00027694798,2.0,0.00027694798,0.41292134,0.4608519
AKT-mediated inactivation of FOXO1A,1.1686558e-06,2.0,1.1686558e-06,-0.18580577,0.034882005
ALKBH2 mediated reversal of alkylation damage,2.6609237e-06,2.0,2.6609237e-06,-0.182566,0.037186965
ALKBH3 mediated reversal of alkylation damage,4.6766024e-07,2.0,4.6766024e-07,-0.18732765,0.033799246
AMER1 mutants destabilize the destruction complex,8.843122e-06,3.0,8.843122e-06,-0.16914423,-0.5214077
AMPK inhibits chREBP transcriptional activation activity,1.3550015e-05,2.0,1.3550015e-05,-0.15892538,0.0540063
APC/C-mediated degradation of cell cycle proteins,2.6385069e-06,5.0,2.6385069e-06,-0.18261467,-1.6672789
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,4.203594e-08,2.0,4.203594e-08,-0.1882517,0.03314181
ARL13B-mediated ciliary trafficking of INPP5E,2.6162711e-11,2.0,2.6162711e-11,-0.1883429,0.033076935
ATF4 activates genes,1.6329895e-07,2.0,1.6329895e-07,-0.18798843,0.03332913
ATF6 (ATF6-alpha) activates chaperone genes,8.8327866e-08,2.0,8.8327866e-08,-0.1881512,0.03321333
ATP sensitive Potassium channels,2.3740974e-08,2.0,2.3740974e-08,-0.18829142,0.03311356
AUF1 (hnRNP D0) binds and destabilizes mRNA,2.6586197e-06,2.0,2.6586197e-06,-0.18257101,0.037183404
"AXIN mutants destabilize the destruction complex, activating WNT signaling",9.534929e-08,3.0,9.534929e-08,-0.18813595,-0.53491956
Abacavir metabolism,3.360432e-05,2.0,3.360432e-05,-0.11538675,0.08498227
Abacavir transmembrane transport,0.0,2.0,0.0,-0.18834296,0.03307689
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,3.3893108e-12,2.0,3.3893108e-12,-0.18834296,0.03307689
Acetylation,0.0,2.0,0.0,-0.18834296,0.03307689
Acetylcholine Neurotransmitter Release Cycle,6.857538e-09,2.0,6.857538e-09,-0.18832809,0.03308748
Acetylcholine binding and downstream events,6.962434e-10,2.0,6.962434e-10,-0.18834145,0.03307797
Acetylcholine regulates insulin secretion,2.6259584e-06,2.0,2.6259584e-06,-0.18264191,0.037132952
Acrosome Reaction,0.0,2.0,0.0,-0.18834296,0.03307689
Activated NOTCH1 Transmits Signal to the Nucleus,0.0004888489,2.0,0.0004888489,0.87296605,0.7881549
Activation and oligomerization of BAK protein,1.2551014e-07,2.0,1.2551014e-07,-0.18807048,0.03327075
Activation of ATR in response to replication stress,1.3255853e-06,2.0,1.3255853e-06,-0.18546507,0.03512439
Activation of BH3-only proteins,7.366739e-07,6.0,7.366739e-07,-0.18674362,-2.2383602
Activation of C3 and C5,0.0,2.0,0.0,-0.18834296,0.03307689
Activation of Matrix Metalloproteinases,3.704271e-08,2.0,3.704271e-08,-0.18826255,0.033134103
Activation of NMDA receptor and postsynaptic events,1.3500683e-05,3.0,1.3500683e-05,-0.15903248,-0.5142136
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,2.508789e-07,2.0,2.508789e-07,-0.18779829,0.033464402
Activation of RAC1,2.8557888e-06,2.0,2.8557888e-06,-0.18214294,0.03748796
Activation of SMO,7.245584e-11,2.0,7.245584e-11,-0.18834281,0.033077
Activation of anterior HOX genes in hindbrain development during early embryogenesis,0.00023298092,2.0,0.00023298092,0.3174672,0.39294022
Activation of kainate receptors upon glutamate binding,4.7309775e-05,3.0,4.7309775e-05,-0.0856317,-0.46199197
Activation of the pre-replicative complex,2.6614773e-06,2.0,2.6614773e-06,-0.1825648,0.037187822
"Activation, myristolyation of BID and translocation to mitochondria",5.094285e-06,2.0,5.094285e-06,-0.1772831,0.04094554
"Activation, translocation and oligomerization of BAX",1.4481392e-07,2.0,1.4481392e-07,-0.18802857,0.033300575
Adherens junctions interactions,6.2545085e-05,2.0,6.2545085e-05,-0.052555274,0.12968428
Adrenaline signalling through Alpha-2 adrenergic receptor,1.4413644e-08,2.0,1.4413644e-08,-0.18831167,0.03309916
"Adrenaline,noradrenaline inhibits insulin secretion",7.5011094e-06,2.0,7.5011094e-06,-0.17205778,0.044663146
Advanced glycosylation endproduct receptor signaling,3.8342503e-05,2.0,3.8342503e-05,-0.105099976,0.09230089
Aflatoxin activation and detoxification,4.66394e-05,2.0,4.66394e-05,-0.0870871,0.105116315
Agmatine biosynthesis,0.0,2.0,0.0,-0.18834296,0.03307689
Amine Oxidase reactions,0.0,3.0,0.0,-0.18834296,-0.5350669
Amino Acid conjugation,1.1220787e-12,2.0,1.1220787e-12,-0.18834296,0.03307689
Amino acid transport across the plasma membrane,0.00103398,2.0,0.00103398,2.0564659,1.6301669
Amplification of signal from the kinetochores,4.063101e-06,2.0,4.063101e-06,-0.17952183,0.03935277
