,,root
SLC1A4,gene_expression,-0.07394408
ZNF514,gene_expression,-0.0355597
NMI,gene_expression,-0.033081602
PPFIA1,gene_expression,-0.06337455
RPL17,gene_expression,-0.0015502659
COQ10B,gene_expression,-0.0795599
RNF7,gene_expression,-0.06627119
DARS2,gene_expression,0.046599954
DPH6,gene_expression,0.050799035
ANKRD23,gene_expression,0.1338339
ZPR1,gene_expression,-0.098064624
CUTC,gene_expression,0.05443628
MRTO4,gene_expression,-0.02442105
PECR,gene_expression,0.035217103
ANAPC10,gene_expression,-0.06401596
MED26,gene_expression,0.016635077
CXCR4,gene_expression,0.056838047
SMPDL3A,gene_expression,0.031467654
CBL,gene_expression,-0.06834022
SEZ6,gene_expression,-0.01997251
MINK1,gene_expression,0.031114012
TERF1,gene_expression,0.098371424
SLC9B1,gene_expression,-0.009938709
PLCB2,gene_expression,-0.061516687
ACADS,gene_expression,-0.043357804
SDCBP,gene_expression,-0.014353167
ASGR1,gene_expression,-0.023770295
SLC5A3,gene_expression,-0.06933204
COL5A1,gene_expression,-0.024972705
PRKAR1A,gene_expression,-0.07038824
TSEN15,gene_expression,0.025440007
MRPS14,gene_expression,-0.03236591
PPIL3,gene_expression,0.065157354
ATAT1,gene_expression,0.0089923665
RPAP2,gene_expression,0.020117445
UQCRHL,gene_expression,0.055287015
DERL2,gene_expression,0.064844884
ADK,gene_expression,-0.046061214
RPS27L,gene_expression,0.008914307
CCDC126,gene_expression,0.07809442
SLC9A3R1,gene_expression,0.016116098
AKAP11,gene_expression,0.040449124
FAAH2,gene_expression,0.06270838
MORF4L2,gene_expression,-0.0015168324
MYCBP2,gene_expression,-0.0703423
GATB,gene_expression,0.052524004
CDK10,gene_expression,4.421992e-05
TAPBPL,gene_expression,0.0635877
TRIT1,gene_expression,0.050243158
ZNF100,gene_expression,-0.015250648
SLC30A9,gene_expression,-0.01097666
CAP1,gene_expression,-0.055569597
MEGF9,gene_expression,0.0072162496
COX16,gene_expression,0.109970815
SENP6,gene_expression,-0.10252505
VAPB,gene_expression,0.018657707
SGCB,gene_expression,0.042829454
MDM1,gene_expression,-0.0051062526
MRPL1,gene_expression,0.103201374
FAM120B,gene_expression,0.004178206
FAM83F,gene_expression,-0.010752458
SULT1A1,gene_expression,-0.0036797207
UPK3B,gene_expression,0.012838108
IRF9,gene_expression,0.03384366
PTPRU,gene_expression,-0.01571727
CTH,gene_expression,-0.061365325
TP63,gene_expression,0.035599995
TNFRSF13C,gene_expression,-0.05241915
TMEM186,gene_expression,-0.012709713
GLCE,gene_expression,0.01182586
GLI3,gene_expression,-0.02679385
ATN1,gene_expression,-0.051263526
POLD2,gene_expression,0.027607314
RAB37,gene_expression,-0.06273931
TRAF5,gene_expression,0.053484358
WDR24,gene_expression,-0.058780167
WDR46,gene_expression,0.015620659
DNAH6,gene_expression,-0.0057765823
SEC31B,gene_expression,-0.011912315
LMAN1,gene_expression,0.046398766
GLCCI1,gene_expression,0.016861161
EXOSC3,gene_expression,0.014322009
MIA3,gene_expression,-0.079816274
MTRF1,gene_expression,-0.0632174
PALD1,gene_expression,0.03571716
PHF20L1,gene_expression,-0.020870483
YWHAE,gene_expression,-0.0589859
NR1H3,gene_expression,-0.005888545
MYPOP,gene_expression,0.021593334
LAMP1,gene_expression,0.03167444
ZNF585A,gene_expression,0.06694285
PLD3,gene_expression,0.044922903
TMEM202,gene_expression,0.037791215
FBXL13,gene_expression,0.045630462
SMCHD1,gene_expression,0.096361645
TMEM99,gene_expression,0.06546074
ANP32A,gene_expression,-0.0057365713
MKNK1,gene_expression,-0.0725575
TTLL4,gene_expression,-0.04576843
EREG,gene_expression,-0.005963605
ARPC1A,gene_expression,0.07114711
LRRC8A,gene_expression,0.035416793
PIGG,gene_expression,0.09118852
HMGN4,gene_expression,-0.12557665
URB1,gene_expression,0.009615141
CAPZA1,gene_expression,0.044280358
KRCC1,gene_expression,0.041881934
CNN2,gene_expression,-0.012554699
ELK3,gene_expression,0.031536777
DNAH12,gene_expression,0.058186043
HYAL4,gene_expression,-0.06351637
ZSWIM3,gene_expression,0.123676986
ZNF207,gene_expression,0.021252181
ZNF354B,gene_expression,-0.012361305
CEBPE,gene_expression,0.12822346
PRKAR2A,gene_expression,0.00020891934
FLCN,gene_expression,0.03681701
DCAF7,gene_expression,-0.04019781
LAMTOR5,gene_expression,-0.004897021
KDM6B,gene_expression,-0.077500984
TRIM26,gene_expression,0.16737837
INTU,gene_expression,-0.0046685874
RASSF4,gene_expression,0.04815084
TCEA3,gene_expression,-0.05527307
PDCD7,gene_expression,0.033709526
DUSP8,gene_expression,-0.024483103
OGT,gene_expression,0.02613481
KLHDC10,gene_expression,0.027630895
SKIL,gene_expression,0.02739085
CASQ2,gene_expression,-0.06708687
KDELR2,gene_expression,0.03691631
PDHX,gene_expression,-0.007242309
BCL2L12,gene_expression,0.029256126
DENND5B,gene_expression,0.010568951
RP1,gene_expression,-0.035912562
ISCU,gene_expression,-0.06264627
DHRS11,gene_expression,-0.021946065
KAT2A,gene_expression,-0.045832083
SAMD3,gene_expression,-0.13308014
TIAM2,gene_expression,-0.007440251
MAVS,gene_expression,0.020432474
PLEKHB2,gene_expression,0.067005455
ACOX1,gene_expression,0.0034977114
RMI2,gene_expression,0.02866273
SUZ12,gene_expression,-0.014405299
ZNF227,gene_expression,-0.045630954
LEPROT,gene_expression,-0.03006532
C1RL,gene_expression,0.014887047
MORC2,gene_expression,0.041788027
RBM43,gene_expression,-0.008112043
ITK,gene_expression,-0.027241351
AP4E1,gene_expression,-0.040436167
GSTCD,gene_expression,-0.050702333
STK11IP,gene_expression,-0.060138393
BCR,gene_expression,-0.11109516
MAP3K4,gene_expression,-0.055962283
SPDL1,gene_expression,-0.008780113
ZBTB45,gene_expression,0.035801787
YPEL5,gene_expression,0.045096707
ALPK3,gene_expression,0.036706753
CHKB,gene_expression,0.014428533
DUSP16,gene_expression,-0.06765204
EXOC8,gene_expression,-0.041646957
HOXA6,gene_expression,0.0319621
CACNA2D2,gene_expression,-0.003449625
WDSUB1,gene_expression,0.079253174
SETD3,gene_expression,0.036156755
CMTM7,gene_expression,-0.0023702402
E2F7,gene_expression,0.044448517
ARF1,gene_expression,-0.042774618
SERINC2,gene_expression,0.02613944
ZNF552,gene_expression,-0.062378753
PAAF1,gene_expression,0.15192883
ST7,gene_expression,-0.012361456
ABCG1,gene_expression,-0.034797423
SLC19A2,gene_expression,0.025231162
MCM3,gene_expression,-0.07924772
ZNF77,gene_expression,-0.011635315
TWF2,gene_expression,0.014755672
MMAA,gene_expression,-0.06493553
CLIP1,gene_expression,0.011568031
CLK4,gene_expression,-0.06625029
ANO10,gene_expression,-0.113082096
CTNNA1,gene_expression,-0.07065692
SPIB,gene_expression,-0.07738583
DPEP3,gene_expression,-0.01641936
MAP3K7CL,gene_expression,0.03249111
LYL1,gene_expression,0.024723696
GOLGA6L1,gene_expression,-0.16614774
LMO2,gene_expression,0.063457124
BVES,gene_expression,0.033967808
QSER1,gene_expression,0.02844427
PHOSPHO2,gene_expression,0.024756238
COPS3,gene_expression,-0.036310583
SAAL1,gene_expression,-0.07513833
CTSK,gene_expression,-0.06119908
DTWD1,gene_expression,0.03544308
SIAH3,gene_expression,-0.05371678
ARMC6,gene_expression,-0.009028724
ITPKB,gene_expression,-0.004939937
EPS8,gene_expression,0.06475666
FBXL3,gene_expression,-0.037150536
ARIH2,gene_expression,0.05877061
PTPRN2,gene_expression,-0.0015059685
UBE3A,gene_expression,0.006799768
AGO4,gene_expression,-0.0035827977
SPATS2,gene_expression,-0.030397136
CLDN20,gene_expression,-0.0875869
ZNF91,gene_expression,0.030955875
AKAP10,gene_expression,-0.097483814
CRADD,gene_expression,-0.015300881
COPS8,gene_expression,0.024654035
MIEF1,gene_expression,-0.053393878
ENTPD6,gene_expression,-0.1275769
CARD6,gene_expression,-0.05112071
MRPL35,gene_expression,-0.022875132
HCN2,gene_expression,-0.036799643
KCTD8,gene_expression,0.08266926
SPEN,gene_expression,-0.002925616
IST1,gene_expression,0.055345464
PDGFA,gene_expression,0.01038781
EHMT1,gene_expression,0.04501895
TADA2A,gene_expression,0.014398549
RSRC1,gene_expression,-0.13489145
UGCG,gene_expression,-0.05710129
ATE1,gene_expression,-0.019980622
PHAX,gene_expression,-0.014916391
ARFGAP1,gene_expression,-0.016179185
FSD1,gene_expression,0.03848817
TOMM40L,gene_expression,0.0017585665
MRPL2,gene_expression,0.006704288
ZNF687,gene_expression,-0.0033387411
ZMYM5,gene_expression,0.009557277
RNF113A,gene_expression,0.04605811
DGKE,gene_expression,0.05008962
ADO,gene_expression,-0.03243178
ARHGAP10,gene_expression,0.026441734
FIGNL1,gene_expression,-0.00990862
CNPY4,gene_expression,0.062106226
MTMR9,gene_expression,-0.018951647
TSEN54,gene_expression,-0.034954727
DSTYK,gene_expression,-0.040713098
RNF146,gene_expression,-0.014677036
PATE3,gene_expression,-0.042354684
ARHGAP24,gene_expression,-0.060608502
IDH3G,gene_expression,0.033052422
MTCH1,gene_expression,-0.00045478198
GALNT6,gene_expression,0.029773893
RING1,gene_expression,-0.040886004
DXO,gene_expression,0.10938834
BRIX1,gene_expression,0.0014828688
TRIP11,gene_expression,-0.13733307
FAAH,gene_expression,0.068759784
SF3B6,gene_expression,0.04260467
IMP3,gene_expression,-6.224044e-05
CA5B,gene_expression,-0.06855187
IFT74,gene_expression,-0.0922497
DCK,gene_expression,0.034895945
TTC33,gene_expression,-0.028167427
TRAF3,gene_expression,0.023530336
GNG7,gene_expression,0.030305458
SPRY2,gene_expression,-0.07543464
PLAGL2,gene_expression,-0.01574893
MCMDC2,gene_expression,0.0804702
PINK1,gene_expression,0.06485322
YIPF3,gene_expression,0.03909139
NUDCD2,gene_expression,-0.06804806
PHTF1,gene_expression,-0.028078489
GAB3,gene_expression,-0.022543352
SMARCD1,gene_expression,0.040407266
CDC34,gene_expression,-0.06290127
FAM98B,gene_expression,0.026101604
CETN3,gene_expression,0.022947168
CFAP70,gene_expression,-0.07938752
LIPC,gene_expression,0.055540472
CHERP,gene_expression,-0.06873746
IQCC,gene_expression,-0.008581521
SDHA,gene_expression,0.04430957
ANGPT1,gene_expression,-0.09018709
PRCC,gene_expression,-0.016949935
SGSH,gene_expression,-0.01826176
PPP2R2C,gene_expression,-0.017845027
ZNF7,gene_expression,-0.00525489
NAT8B,gene_expression,-0.110688105
RABAC1,gene_expression,0.048717786
PPFIBP1,gene_expression,-0.02056661
EIF3B,gene_expression,-0.05813779
FAM180B,gene_expression,0.0018725368
DUSP11,gene_expression,0.004719342
RPP25L,gene_expression,0.017663414
SIRT4,gene_expression,0.015825113
MRPL43,gene_expression,-0.012978961
DHX30,gene_expression,-0.01068872
DYNC1LI2,gene_expression,0.0030091056
FOXO3,gene_expression,0.032949727
USP32,gene_expression,-0.005641073
XXYLT1,gene_expression,0.056351356
PIK3R2,gene_expression,0.14626269
HSD17B7,gene_expression,0.028515035
RPS20,gene_expression,0.04996896
HSP90B1,gene_expression,-0.015071279
MBOAT2,gene_expression,-0.000684421
ANKRD10,gene_expression,0.048245683
ARNTL,gene_expression,0.07491533
ZC3H10,gene_expression,-0.015932903
CDCA7L,gene_expression,-0.013543761
WDR25,gene_expression,-0.062263973
GJC1,gene_expression,0.028573046
FOXD2,gene_expression,0.011605019
TMEM101,gene_expression,0.01324412
APPL1,gene_expression,-0.0040097665
WLS,gene_expression,-0.013845904
HSPA6,gene_expression,-0.018967882
TDRD9,gene_expression,0.046807718
MTURN,gene_expression,-0.026106153
CSK,gene_expression,-0.03990381
NPY5R,gene_expression,-0.06364765
AAMP,gene_expression,-0.0008229779
LIN54,gene_expression,-0.046134308
VAMP3,gene_expression,-0.06358864
RPS6KA4,gene_expression,0.07108585
UBE2Z,gene_expression,0.07849309
SFSWAP,gene_expression,-0.0025215156
BBIP1,gene_expression,0.0459588
UTY,gene_expression,0.014149386
EHD3,gene_expression,-0.016297657
NRIP1,gene_expression,-0.056574408
LCK,gene_expression,0.015675431
CDK4,gene_expression,0.002256241
PDPR,gene_expression,-0.027655609
MED14,gene_expression,0.1612839
HSPD1,gene_expression,-0.02353141
PIP5K1A,gene_expression,-0.0043343627
UBE2G2,gene_expression,0.01031486
ING2,gene_expression,0.066215895
ARL5B,gene_expression,0.053655174
WDR33,gene_expression,0.0025688298
AHSA1,gene_expression,-0.014256914
LRRC6,gene_expression,0.0062608956
FAM120A,gene_expression,0.026111875
SWAP70,gene_expression,0.043772325
DYRK3,gene_expression,0.06952527
ETV6,gene_expression,-0.0012381242
RHPN2,gene_expression,-0.053269334
ABHD14A,gene_expression,0.048085865
OTUD7B,gene_expression,-0.035850085
HSP90AA1,gene_expression,0.051787633
KCNH2,gene_expression,-0.010744653
FANCI,gene_expression,-0.12550046
NEU1,gene_expression,-0.03884407
NUP205,gene_expression,0.115694806
ZNF776,gene_expression,0.008212341
ELK4,gene_expression,0.083338104
FBLN1,gene_expression,0.06626741
CALB2,gene_expression,0.112925276
NSMAF,gene_expression,0.07117422
CROCC,gene_expression,-0.056898136
TMEM14C,gene_expression,-0.057807446
CDH20,gene_expression,0.06498899
SKA2,gene_expression,-0.029082704
JMY,gene_expression,-0.023721231
SSBP3,gene_expression,0.06551708
ZNF74,gene_expression,-0.034256082
AIF1L,gene_expression,-0.05911999
IL6ST,gene_expression,-0.07321074
TTC17,gene_expression,0.0672872
PTK6,gene_expression,0.02659016
GATC,gene_expression,0.0015490509
MED30,gene_expression,-0.073403746
PON2,gene_expression,-0.029272126
ALDH1A2,gene_expression,-0.06936313
ZFP36L1,gene_expression,0.031485643
TCP1,gene_expression,0.024002893
PLEKHG5,gene_expression,-0.014615911
SDHAF2,gene_expression,0.006469411
SLC50A1,gene_expression,-0.019931892
FLNA,gene_expression,0.06445337
DTWD2,gene_expression,0.02740083
DAPK2,gene_expression,0.035523128
SPECC1L,gene_expression,0.018653588
ZNF799,gene_expression,-0.00015762197
HIP1R,gene_expression,0.03749424
B3GAT3,gene_expression,-0.0103388205
MGME1,gene_expression,-0.11260913
SDHC,gene_expression,0.047079388
PPM1M,gene_expression,-0.0030694383
ZNF784,gene_expression,0.009240985
CDKL3,gene_expression,-0.08165825
TIFA,gene_expression,0.048296697
PLA2G12A,gene_expression,0.018894076
MRPS18C,gene_expression,0.049573887
ELP3,gene_expression,0.0012010272
CDC42BPB,gene_expression,-0.05853427
TADA3,gene_expression,-0.033282313
RIOK3,gene_expression,-0.07103838
TMOD1,gene_expression,0.023687193
L3MBTL3,gene_expression,-0.010625137
ABL1,gene_expression,0.0426416
RASA2,gene_expression,-0.068296365
VPS4A,gene_expression,0.005272649
AGAP4,gene_expression,0.046411
SCRIB,gene_expression,-0.03844069
MUC4,gene_expression,-0.05305511
EXOC3,gene_expression,0.047173586
COPRS,gene_expression,0.005276879
CSTF3,gene_expression,-0.021756466
ZNF134,gene_expression,-0.0019162401
IP6K1,gene_expression,-0.07900365
KDM4C,gene_expression,-0.024845501
RHOT1,gene_expression,0.043433603
NTSR1,gene_expression,-0.050339352
NFE2L1,gene_expression,0.025275698
TNPO2,gene_expression,0.04329218
NCL,gene_expression,-0.0004890312
EPB41,gene_expression,0.015645748
FAM53C,gene_expression,-0.034280602
FANCE,gene_expression,0.068629086
EEF1E1,gene_expression,-0.016342217
BLNK,gene_expression,-0.03496517
GDAP1,gene_expression,-0.043332182
HTATIP2,gene_expression,-0.06821428
CNOT8,gene_expression,-0.08839609
BSDC1,gene_expression,0.042605184
IFRD2,gene_expression,0.018870655
DHX34,gene_expression,0.0041213795
TMEM168,gene_expression,-0.038142353
FARP1,gene_expression,-0.07407125
NUDT5,gene_expression,-0.07450849
RCOR3,gene_expression,-0.011809622
ARPC3,gene_expression,0.0081747435
ENTPD1,gene_expression,0.019940596
SMCP,gene_expression,0.06000734
ERCC5,gene_expression,-0.101377524
TRIM52,gene_expression,0.055192437
GEMIN2,gene_expression,-0.0052741263
ATRX,gene_expression,-0.023660777
CFAP58,gene_expression,-0.016010987
MRM1,gene_expression,0.013753984
EBPL,gene_expression,0.105881065
RNMT,gene_expression,0.04486062
RTF1,gene_expression,0.14073496
UST,gene_expression,0.037144102
ZXDB,gene_expression,0.0012745485
PALB2,gene_expression,0.05717853
SND1,gene_expression,0.0031025396
TNNT3,gene_expression,0.07514197
OR5M8,gene_expression,0.013587064
KMT2A,gene_expression,-0.03173369
GLS,gene_expression,0.012094157
TMEM207,gene_expression,0.029427687
