,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Metabolism of nucleotides,0.00016664388,5.0,0.00016664388,-0.24942273,-0.460448
Transcription from mitochondrial promoters,7.3701895e-06,3.0,7.3701895e-06,-0.3754158,0.016136887
O2/CO2 exchange in erythrocytes,8.458618e-06,3.0,8.458618e-06,-0.3745548,0.016786631
RNA Polymerase I Transcription,0.0028010109,4.0,0.0028010109,1.8344868,1.3980032
Surfactant metabolism,8.577454e-06,2.0,8.577454e-06,-0.3744608,0.30269027
Elastic fibre formation,1.9062737e-06,2.0,1.9062737e-06,-0.37973803,0.2987078
Abacavir transport and metabolism,3.360615e-05,3.0,3.360615e-05,-0.3546619,0.031798773
Axon guidance,1.6459837e-05,9.0,1.6459837e-05,-0.36822546,-1.693433
Diseases of metabolism,1.1211992e-05,7.0,1.1211992e-05,-0.37237677,-1.1249005
Base Excision Repair,0.00030913978,3.0,0.00030913978,-0.13670169,0.19628204
Regulated Necrosis,2.0468e-05,2.0,2.0468e-05,-0.36505482,0.30978847
Deadenylation-dependent mRNA decay,5.9311686e-05,4.0,5.9311686e-05,-0.3343276,-0.23868868
Transmission across Chemical Synapses,3.4873214e-05,6.0,3.4873214e-05,-0.3536596,-0.8249429
Iron uptake and transport,1.3059214e-06,2.0,1.3059214e-06,-0.38021293,0.2983494
ECM proteoglycans,3.851224e-06,2.0,3.851224e-06,-0.3781995,0.29986885
Signaling by Non-Receptor Tyrosine Kinases,1.6875454e-05,2.0,1.6875454e-05,-0.36789668,0.30764386
Potassium Channels,9.309748e-06,6.0,9.309748e-06,-0.37388152,-0.84020334
Diseases of Mismatch Repair (MMR),1.499729e-08,6.0,1.499729e-08,-0.3812341,-0.84575194
Transmission across Electrical Synapses ,2.1094085e-05,2.0,2.1094085e-05,-0.36455956,0.31016222
Keratinization,2.9519664e-05,2.0,2.9519664e-05,-0.3578945,0.31519198
Unfolded Protein Response (UPR),6.288245e-06,5.0,6.288245e-06,-0.3762717,-0.55617434
"Plasma lipoprotein assembly, remodeling, and clearance",0.00026331603,4.0,0.00026331603,-0.17295046,-0.11690568
Degradation of the extracellular matrix,5.834892e-06,3.0,5.834892e-06,-0.3766303,0.015220364
Macroautophagy,0.0001794257,2.0,0.0001794257,-0.23931171,0.4046803
DNA Damage Bypass,5.8613456e-05,3.0,5.8613456e-05,-0.33487993,0.046727203
Protein-protein interactions at synapses,0.0007480407,4.0,0.0007480407,0.21048982,0.17245683
Mitochondrial iron-sulfur cluster biogenesis,4.635485e-07,2.0,4.635485e-07,-0.38087928,0.29784656
Epigenetic regulation of gene expression,0.0032344128,6.0,0.0032344128,2.1773283,1.0850626
mRNA Editing,2.7314468e-06,3.0,2.7314468e-06,-0.37908527,0.013367727
Platelet Adhesion to exposed collagen,9.205426e-06,2.0,9.205426e-06,-0.37396404,0.30306512
Metabolism of non-coding RNA,2.7960634e-06,2.0,2.7960634e-06,-0.37903416,0.29923898
Metabolism of nitric oxide,7.049537e-08,2.0,7.049537e-08,-0.3811902,0.29761192
Striated Muscle Contraction,3.223562e-07,2.0,3.223562e-07,-0.38099098,0.29776227
NR1D1 (REV-ERBA) represses gene expression,1.8558164e-06,2.0,1.8558164e-06,-0.37977794,0.29867768
Binding and Uptake of Ligands by Scavenger Receptors,2.756446e-05,6.0,2.756446e-05,-0.35944116,-0.82930595
Apoptosis,1.3146913e-05,5.0,1.3146913e-05,-0.37084612,-0.55208
Integrin signaling,0.002519949,2.0,0.002519949,1.6121536,1.8018852
Metabolism of amino acids and derivatives,4.300599e-05,12.0,4.300599e-05,-0.34722617,-2.535084
Signaling by Rho GTPases,0.00012432685,3.0,0.00012432685,-0.28289753,0.08595563
Diseases of Immune System,9.661848e-06,2.0,9.661848e-06,-0.373603,0.3033376
Protein repair,5.990836e-08,2.0,5.990836e-08,-0.38119859,0.2976056
Translation,6.4499254e-05,7.0,6.4499254e-05,-0.330224,-1.09309
Digestion,5.0763794e-07,3.0,5.0763794e-07,-0.3808444,0.012040195
Amyloid fiber formation,6.020963e-05,2.0,6.020963e-05,-0.3336173,0.33351272
Integration of energy metabolism,6.469571e-05,8.0,6.469571e-05,-0.3300686,-1.3788053
Inositol phosphate metabolism,1.8817052e-05,13.0,1.8817052e-05,-0.36636078,-2.8353565
