,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
SLC1A4,0.0014459483,1.0,0.0014459483,8.040127,6.3310246
ZNF514,0.0,0.0,0.0,-0.17342518,0.16499789
NMI,0.0,0.0,0.0,-0.17342518,0.16499789
PPFIA1,0.0001175493,6.0,0.0001175493,0.49430084,-0.32791618
RPL17,1.0180676e-06,12.0,1.0180676e-06,-0.16764216,-1.8462238
COQ10B,0.0,0.0,0.0,-0.17342518,0.16499789
RNF7,0.00028628763,2.0,0.00028628763,1.4528005,1.0831387
DARS2,1.6659342e-06,1.0,1.6659342e-06,-0.16396204,0.004322092
DPH6,2.2526931e-08,1.0,2.2526931e-08,-0.17329723,-0.002876881
ANKRD23,0.0,0.0,0.0,-0.17342518,0.16499789
ZPR1,0.0,0.0,0.0,-0.17342518,0.16499789
CUTC,4.7828876e-06,1.0,4.7828876e-06,-0.14625652,0.01797596
MRTO4,0.0,0.0,0.0,-0.17342518,0.16499789
PECR,4.6237e-06,1.0,4.6237e-06,-0.14716077,0.017278632
ANAPC10,0.0002100041,9.0,0.0002100041,1.0194802,-0.4268368
MED26,1.3442295e-09,1.0,1.3442295e-09,-0.17341757,-0.0029696818
CXCR4,6.124045e-05,2.0,6.124045e-05,0.17444451,0.097315766
SMPDL3A,0.0,0.0,0.0,-0.17342518,0.16499789
CBL,4.7280126e-05,15.0,4.7280126e-05,0.09514443,-2.1474924
SEZ6,0.0,0.0,0.0,-0.17342518,0.16499789
MINK1,7.467368e-06,1.0,7.467368e-06,-0.13100761,0.029735371
TERF1,1.6636026e-06,2.0,1.6636026e-06,-0.16397528,-0.16366158
SLC9B1,0.0,0.0,0.0,-0.17342518,0.16499789
PLCB2,3.066218e-05,7.0,3.066218e-05,0.0007479955,-0.8765001
ACADS,7.1735385e-06,1.0,7.1735385e-06,-0.13267669,0.028448246
SDCBP,6.1054896e-05,3.0,6.1054896e-05,0.17339051,-0.07147051
ASGR1,0.0,0.0,0.0,-0.17342518,0.16499789
SLC5A3,3.5447687e-05,1.0,3.5447687e-05,0.027931545,0.15230362
COL5A1,8.791956e-08,1.0,8.791956e-08,-0.17292577,-0.0025904228
PRKAR1A,6.9340764e-05,5.0,6.9340764e-05,0.22045748,-0.37112105
TSEN15,6.6325287e-09,1.0,6.6325287e-09,-0.17338751,-0.0029465067
MRPS14,7.711824e-08,3.0,7.711824e-08,-0.17298713,-0.3385847
PPIL3,1.3842244e-07,1.0,1.3842244e-07,-0.1726389,-0.0023691966
ATAT1,0.0,0.0,0.0,-0.17342518,0.16499789
RPAP2,2.4773044e-07,1.0,2.4773044e-07,-0.17201799,-0.0018903645
UQCRHL,0.0,0.0,0.0,-0.17342518,0.16499789
DERL2,5.648601e-07,3.0,5.648601e-07,-0.17021656,-0.3364481
ADK,2.3468685e-05,1.0,2.3468685e-05,-0.040113874,0.0998294
