,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,0.0008979499,2.0,0.0008979499,-0.27017978,-0.014544752
ABC transporters in lipid homeostasis,0.09726809,2.0,0.09726809,1.4183806,1.1455597
ADP signalling through P2Y purinoceptor 1,0.0076679406,2.0,0.0076679406,-0.15155861,0.066952445
ADP signalling through P2Y purinoceptor 12,0.004131522,2.0,0.004131522,-0.21352236,0.02438102
AKT phosphorylates targets in the cytosol,0.0063186954,2.0,0.0063186954,-0.17519955,0.05071023
AKT phosphorylates targets in the nucleus,0.00092569547,2.0,0.00092569547,-0.2696936,-0.014210739
AKT-mediated inactivation of FOXO1A,3.0210136e-05,2.0,3.0210136e-05,-0.28538397,-0.024990605
ALKBH2 mediated reversal of alkylation damage,4.3677916e-05,2.0,4.3677916e-05,-0.285148,-0.024828492
ALKBH3 mediated reversal of alkylation damage,0.00045034735,2.0,0.00045034735,-0.2780225,-0.019933004
AMER1 mutants destabilize the destruction complex,0.004922522,3.0,0.004922522,-0.19966276,-0.5737657
AMPK inhibits chREBP transcriptional activation activity,0.0010506245,2.0,0.0010506245,-0.26750463,-0.012706854
APC/C-mediated degradation of cell cycle proteins,0.07318,5.0,0.07318,0.99631834,-0.9674192
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,0.0038590962,2.0,0.0038590962,-0.2182957,0.021101546
ARL13B-mediated ciliary trafficking of INPP5E,0.009738979,2.0,0.009738979,-0.11527067,0.09188362
ATF4 activates genes,0.014079001,2.0,0.014079001,-0.039226487,0.14412884
ATF6 (ATF6-alpha) activates chaperone genes,0.05506986,2.0,0.05506986,0.6789994,0.6375772
ATP sensitive Potassium channels,7.600374e-05,2.0,7.600374e-05,-0.2845816,-0.024439342
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.0077378014,2.0,0.0077378014,-0.15033452,0.06779343
"AXIN mutants destabilize the destruction complex, activating WNT signaling",0.0034554587,3.0,0.0034554587,-0.22536808,-0.5914262
Abacavir metabolism,0.00021451262,2.0,0.00021451262,-0.28215468,-0.022771955
Abacavir transmembrane transport,9.717466e-05,2.0,9.717466e-05,-0.28421065,-0.024184503
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,7.3759344e-05,2.0,7.3759344e-05,-0.2846209,-0.02446637
Acetylation,0.0,2.0,0.0,-0.2859133,-0.025354281
Acetylcholine Neurotransmitter Release Cycle,0.00035895195,2.0,0.00035895195,-0.27962387,-0.021033203
Acetylcholine binding and downstream events,0.033104453,2.0,0.033104453,0.29413012,0.37315738
Acetylcholine regulates insulin secretion,0.0006622904,2.0,0.0006622904,-0.27430892,-0.017381635
Acrosome Reaction,0.0,2.0,0.0,-0.2859133,-0.025354281
Activated NOTCH1 Transmits Signal to the Nucleus,0.0032663317,2.0,0.0032663317,-0.22868189,0.013965851
Activation and oligomerization of BAK protein,0.00025703467,2.0,0.00025703467,-0.28140965,-0.022260115
Activation of ATR in response to replication stress,0.009408333,2.0,0.009408333,-0.12106411,0.08790331
Activation of BH3-only proteins,0.0037473736,6.0,0.0037473736,-0.22025326,-2.4109182
Activation of C3 and C5,0.0,2.0,0.0,-0.2859133,-0.025354281
Activation of Matrix Metalloproteinases,0.0017650252,2.0,0.0017650252,-0.2549872,-0.0041068858
Activation of NMDA receptor and postsynaptic events,0.0323095,3.0,0.0323095,0.28020123,-0.24408105
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,0.002813746,2.0,0.002813746,-0.23661192,0.008517618
Activation of RAC1,0.003208126,2.0,0.003208126,-0.22970174,0.013265163
Activation of SMO,0.031960968,2.0,0.031960968,0.27409443,0.3593921
