,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,0.0008979505,2.0,0.0008979505,-0.25646544,0.2432951
A tetrasaccharide linker sequence is required for GAG synthesis,0.026867364,14.0,0.026867364,0.15593149,0.070456065
ABC transporters in lipid homeostasis,0.09726809,11.0,0.09726809,1.2739022,1.0718758
ADP signalling through P2Y purinoceptor 1,0.00766794,19.0,0.00766794,-0.1489573,-0.37565726
ADP signalling through P2Y purinoceptor 12,0.004131522,17.0,0.004131522,-0.20511597,-0.33698344
AKT phosphorylates targets in the cytosol,0.006318696,14.0,0.006318696,-0.17038344,-0.18561296
AKT phosphorylates targets in the nucleus,0.0009256954,9.0,0.0009256954,-0.25602484,-0.045960315
AKT-mediated inactivation of FOXO1A,3.0210136e-05,5.0,3.0210136e-05,-0.27024522,0.10836693
ALKBH2 mediated reversal of alkylation damage,4.367864e-05,2.0,4.367864e-05,-0.27003133,0.23264956
ALKBH3 mediated reversal of alkylation damage,0.00045034732,4.0,0.00045034732,-0.2635734,0.1549741
AMPK inhibits chREBP transcriptional activation activity,0.0010506248,7.0,0.0010506248,-0.25404093,0.0383397
APC truncation mutants are not K63 polyubiquitinated,0.031658374,2.0,0.031658374,0.23201323,0.62661886
APC truncation mutants have impaired AXIN binding,0.17357737,11.0,0.17357737,2.4857013,2.0228105
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.038062178,45.0,0.038062178,0.3337063,-1.0725585
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,0.0038590957,6.0,0.0038590957,-0.20944214,0.11470931
APOBEC3G mediated resistance to HIV-1 infection,0.00021985808,4.0,0.00021985808,-0.2672336,0.15210183
ARL13B-mediated ciliary trafficking of INPP5E,0.009738979,3.0,0.009738979,-0.11606899,0.3120968
ATF4 activates genes,0.014079001,4.0,0.014079001,-0.047149006,0.32480875
ATF6 (ATF6-alpha) activates chaperone genes,0.05506986,6.0,0.05506986,0.60379,0.7528768
ATP sensitive Potassium channels,7.600374e-05,3.0,7.600374e-05,-0.26951802,0.19168079
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.007737801,34.0,0.007737801,-0.1478479,-0.9953608
AURKA Activation by TPX2,0.00031170077,50.0,0.00031170077,-0.2657751,-1.7498474
AXIN missense mutants destabilize the destruction complex,0.0029682491,11.0,0.0029682491,-0.22358887,-0.10325004
Abacavir metabolism,0.00021451242,3.0,0.00021451242,-0.2673185,0.19340684
Abacavir transmembrane transport,9.717472e-05,2.0,9.717472e-05,-0.26918182,0.2333162
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,0.0015504451,2.0,0.0015504451,-0.24610373,0.25142625
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,7.375958e-05,2.0,7.375958e-05,-0.26955366,0.23302439
Acetylation,0.0,1.0,0.0,-0.27072495,0.27347687
Acetylcholine Neurotransmitter Release Cycle,0.00035895192,11.0,0.00035895192,-0.26502478,-0.13576603
