,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
RNA Polymerase III Transcription,0.039171144,5.0,0.039171144,-0.1557029,-0.45947352
M/G1 Transition,0.00036374517,2.0,0.00036374517,-0.3648443,0.36542052
Metabolism of vitamins and cofactors,0.39948872,4.0,0.39948872,1.7861257,1.6051848
DNA Damage Reversal,0.0018592725,3.0,0.0018592725,-0.35678458,0.035601452
Mitochondrial iron-sulfur cluster biogenesis,0.0081723565,2.0,0.0081723565,-0.322762,0.40286162
Transcriptional regulation of pluripotent stem cells,0.011694137,3.0,0.011694137,-0.30378237,0.08275816
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,0.0009605374,2.0,0.0009605374,-0.36162806,0.36828205
rRNA processing,0.002018614,3.0,0.002018614,-0.35592583,0.036365498
Regulation of beta-cell development,0.0011124369,5.0,0.0011124369,-0.36080942,-0.64195925
Cilium Assembly,0.050624933,4.0,0.050624933,-0.093975976,-0.06756443
Cytokine Signaling in Immune system,0.10123009,6.0,0.10123009,0.17874606,-0.4989001
Mismatch Repair,0.00057612266,3.0,0.00057612266,-0.36369973,0.029448958
RNA Polymerase I Transcription,0.0040043104,4.0,0.0040043104,-0.3452245,-0.2911033
Adaptive Immune System,0.0572514,9.0,0.0572514,-0.058264524,-1.7207408
RNA Polymerase II Transcription,0.026056882,9.0,0.026056882,-0.22637847,-1.870314
Signal regulatory protein family interactions,6.6976963e-07,2.0,6.6976963e-07,-0.36680096,0.36367965
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",0.007198756,2.0,0.007198756,-0.32800895,0.39819336
Cytosolic iron-sulfur cluster assembly,7.8586556e-05,2.0,7.8586556e-05,-0.36638105,0.36405325
Axon guidance,0.13839677,9.0,0.13839677,0.37904522,-1.331661
Transmission across Electrical Synapses ,0.0039523174,2.0,0.0039523174,-0.3455047,0.3826272
"Plasma lipoprotein assembly, remodeling, and clearance",0.029434092,4.0,0.029434092,-0.20817795,-0.1691713
Peroxisomal protein import,0.40712017,2.0,0.40712017,1.8272531,2.315756
Intestinal absorption,4.7967795e-05,3.0,4.7967795e-05,-0.36654606,0.026916545
Transcriptional regulation of white adipocyte differentiation,0.004064812,2.0,0.004064812,-0.34489843,0.38316658
Integrin signaling,0.002128502,2.0,0.002128502,-0.35533363,0.37388226
Biological oxidations,0.0005742318,4.0,0.0005742318,-0.36370993,-0.30755
Macroautophagy,0.010983611,2.0,0.010983611,-0.30761155,0.4163412
Meiosis,0.017959168,4.0,0.017959168,-0.27001876,-0.22419184
Amyloid fiber formation,0.0002575863,2.0,0.0002575863,-0.36541638,0.36491153
Smooth Muscle Contraction,0.016511746,2.0,0.016511746,-0.27781925,0.44284776
Diseases of glycosylation,0.0037954643,5.0,0.0037954643,-0.34634998,-0.62909454
Post-translational protein modification,0.88393575,13.0,0.88393575,4.3969145,0.89512646
Innate Immune System,0.042030923,14.0,0.042030923,-0.14029095,-3.4786704
Binding and Uptake of Ligands by Scavenger Receptors,0.0057046935,6.0,0.0057046935,-0.33606076,-0.95692986
Myogenesis,0.00037471467,2.0,0.00037471467,-0.36478516,0.36547312
Abacavir transport and metabolism,0.00031169085,3.0,0.00031169085,-0.36512482,0.02818104
Neurodegenerative Diseases,0.015893562,2.0,0.015893562,-0.28115076,0.43988365
Metabolism of nucleotides,0.014841814,5.0,0.014841814,-0.28681886,-0.57612896
Apoptosis,0.010391345,5.0,0.010391345,-0.31080338,-0.59746826
Death Receptor Signalling,0.042251125,5.0,0.042251125,-0.13910422,-0.44470546
LGI-ADAM interactions,9.590911e-06,2.0,9.590911e-06,-0.3667529,0.3637224
Pyrophosphate hydrolysis,0.00029615033,2.0,0.00029615033,-0.36520854,0.36509645
RORA activates gene expression,0.05838808,2.0,0.05838808,-0.052138716,0.6436385
Protein-protein interactions at synapses,0.008934091,4.0,0.008934091,-0.31865683,-0.2674657
Signaling by Hedgehog,0.13136795,4.0,0.13136795,0.34116542,0.31958613
Surfactant metabolism,0.030095205,2.0,0.030095205,-0.20461509,0.5079784
Non-integrin membrane-ECM interactions,0.015315828,2.0,0.015315828,-0.2842643,0.43711352
Pink/Parkin Mediated Mitophagy,0.00047367375,2.0,0.00047367375,-0.36425185,0.3659476
Nonsense-Mediated Decay (NMD),0.0061243977,3.0,0.0061243977,-0.3337989,0.056052104
Iron uptake and transport,0.007085253,2.0,0.007085253,-0.32862064,0.39764914
Regulation of mRNA stability by proteins that bind AU-rich elements,0.01566443,6.0,0.01566443,-0.28238562,-0.9091745
Aquaporin-mediated transport,0.0003527315,4.0,0.0003527315,-0.36490363,-0.30861205
ABC-family proteins mediated transport,0.09505621,3.0,0.09505621,0.1454737,0.48246673
Digestion,0.0035503036,3.0,0.0035503036,-0.3476712,0.04370973
Nucleotide Excision Repair,0.062226463,3.0,0.062226463,-0.031452853,0.325053
Cardiac conduction,0.0009283901,8.0,0.0009283901,-0.3618013,-1.6538112
