,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
RNH1,0.0,0.0,0.0,-0.22076853,0.118640244
RNF167,0.0,0.0,0.0,-0.22076853,0.118640244
SEC61B,0.004675839,3.0,0.004675839,-0.04002534,-0.31497243
ZSCAN5A,0.0,0.0,0.0,-0.22076853,0.118640244
FAM83F,0.0,0.0,0.0,-0.22076853,0.118640244
CPLX1,0.0044956193,5.0,0.0044956193,-0.04699168,-0.70628786
CLSTN1,0.0,0.0,0.0,-0.22076853,0.118640244
MTR,0.022496594,4.0,0.022496594,0.6488307,0.04471288
RMND5A,0.0,0.0,0.0,-0.22076853,0.118640244
HGH1,0.0,0.0,0.0,-0.22076853,0.118640244
HNRNPH2,0.004718444,1.0,0.004718444,-0.038378466,0.07207617
GDAP2,0.0,0.0,0.0,-0.22076853,0.118640244
PPP2R3C,0.0,0.0,0.0,-0.22076853,0.118640244
SLC52A3,0.009119924,1.0,0.009119924,0.13175946,0.20854816
LZTS1,0.0,0.0,0.0,-0.22076853,0.118640244
SH2D5,0.0,0.0,0.0,-0.22076853,0.118640244
TMEM214,0.0,0.0,0.0,-0.22076853,0.118640244
SPANXN3,0.0,0.0,0.0,-0.22076853,0.118640244
DLG5,0.0,0.0,0.0,-0.22076853,0.118640244
RANBP1,0.00031956393,2.0,0.00031956393,-0.20841588,-0.25717896
SYVN1,0.0042563975,3.0,0.0042563975,-0.056238733,-0.32797763
CNTROB,0.0,0.0,0.0,-0.22076853,0.118640244
PIN1,0.009175933,3.0,0.009175933,0.13392447,-0.17544284
OPRM1,9.5736905e-05,3.0,9.5736905e-05,-0.21706785,-0.45698273
CEBPA,0.00026584248,1.0,0.00026584248,-0.21049246,-0.06598088
OAF,0.0,0.0,0.0,-0.22076853,0.118640244
WRNIP1,0.0,0.0,0.0,-0.22076853,0.118640244
MAN2B2,0.0018052295,1.0,0.0018052295,-0.15098791,-0.01825075
WFDC5,0.0,0.0,0.0,-0.22076853,0.118640244
RNF125,5.516819e-05,1.0,5.516819e-05,-0.218636,-0.07251302
ZNF408,0.0,0.0,0.0,-0.22076853,0.118640244
FDCSP,0.0,0.0,0.0,-0.22076853,0.118640244
OCIAD1,0.0,0.0,0.0,-0.22076853,0.118640244
RNASEH1,0.0,0.0,0.0,-0.22076853,0.118640244
DENND1C,0.0011959667,1.0,0.0011959667,-0.17453878,-0.037141502
TRIM33,0.0003170678,1.0,0.0003170678,-0.20851235,-0.06439258
OR5T1,8.504768e-06,1.0,8.504768e-06,-0.22043978,-0.07395987
MFHAS1,0.0,0.0,0.0,-0.22076853,0.118640244
ADO,0.0,0.0,0.0,-0.22076853,0.118640244
HIPK4,0.0,0.0,0.0,-0.22076853,0.118640244
IPO9,0.0,0.0,0.0,-0.22076853,0.118640244
LZIC,0.0,0.0,0.0,-0.22076853,0.118640244
RNF10,0.0,0.0,0.0,-0.22076853,0.118640244
SCAP,0.0,0.0,0.0,-0.22076853,0.118640244
AXDND1,0.0,0.0,0.0,-0.22076853,0.118640244
NAT8,8.589998e-08,1.0,8.589998e-08,-0.2207652,-0.07422091
NETO1,0.0,0.0,0.0,-0.22076853,0.118640244
FAM189A2,0.0,0.0,0.0,-0.22076853,0.118640244
N4BP2L1,0.0,0.0,0.0,-0.22076853,0.118640244
RGL1,0.00058968127,1.0,0.00058968127,-0.19797456,-0.05593995
PSMC5,0.035990775,46.0,0.00078240817,-0.19052476,-7.6371665
TOMM20,0.00046661551,3.0,0.00046661551,-0.20273164,-0.4454833
APIP,0.0030972487,1.0,0.0030972487,-0.10104529,0.021809507
FAM199X,0.0,0.0,0.0,-0.22076853,0.118640244
SFRP2,0.00070439925,1.0,0.00070439925,-0.19354017,-0.052383006
CLEC16A,0.0,0.0,0.0,-0.22076853,0.118640244
STOML1,0.0,0.0,0.0,-0.22076853,0.118640244
COPS6,0.016976826,4.0,0.016976826,0.4354657,-0.12643269
PLBD1,0.09027113,4.0,0.09027113,3.2686355,2.1461253
TP53I3,0.00069809984,1.0,0.00069809984,-0.19378369,-0.052578326
OR1L8,7.929222e-06,1.0,7.929222e-06,-0.22046202,-0.07397771
TMCO3,0.0,0.0,0.0,-0.22076853,0.118640244
SLC3A2,0.003982279,3.0,0.003982279,-0.0668347,-0.3364769
TTLL12,0.2706582,1.0,0.2706582,10.241445,8.317785
LSR,0.0006820375,2.0,0.0006820375,-0.19440457,-0.24594016
SCML2,0.0,0.0,0.0,-0.22076853,0.118640244
FANCA,0.0049598026,1.0,0.0049598026,-0.029048814,0.07955972
RAB3IL1,0.0004911724,1.0,0.0004911724,-0.20178239,-0.0589943
SCAMP1,0.00016921807,1.0,0.00016921807,-0.21422745,-0.068976805
MCC,0.0,0.0,0.0,-0.22076853,0.118640244
