,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
DNA Damage Reversal,1.4065251e-06,3.0,1.4065251e-06,-0.28326288,0.09955049
mTOR signalling,4.1022863e-06,4.0,4.1022863e-06,-0.2796685,-0.22940348
Metabolism of non-coding RNA,0.00024643447,2.0,0.00024643447,0.043442335,0.71811664
RNA Polymerase III Transcription,0.00021111291,5.0,0.00021111291,-0.003653263,-0.31949428
Keratinization,6.3031584e-05,2.0,6.3031584e-05,-0.2010958,0.5037015
Abacavir transport and metabolism,5.942381e-08,3.0,5.942381e-08,-0.28505903,0.09797559
Digestion,3.13508e-06,3.0,3.13508e-06,-0.28095815,0.10157132
Unfolded Protein Response (UPR),4.1274475e-07,5.0,4.1274475e-07,-0.28458792,-0.5658224
Cell surface interactions at the vascular wall,0.00016670779,4.0,0.00016670779,-0.06286033,-0.039302453
MAPK family signaling cascades,0.0001400975,3.0,0.0001400975,-0.098340854,0.2616932
Cell junction organization,4.959841e-05,4.0,4.959841e-05,-0.21900678,-0.17621425
Regulated Necrosis,0.00017346046,2.0,0.00017346046,-0.053856734,0.6328032
Platelet homeostasis,1.7270324e-05,5.0,1.7270324e-05,-0.26211107,-0.5461144
Transmission across Electrical Synapses ,2.825176e-10,2.0,2.825176e-10,-0.2851379,0.43001205
Aquaporin-mediated transport,3.3908304e-07,4.0,3.3908304e-07,-0.28468615,-0.23380303
NR1D1 (REV-ERBA) represses gene expression,9.7705104e-08,2.0,9.7705104e-08,-0.28500798,0.43012595
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",7.365185e-08,2.0,7.365185e-08,-0.28504005,0.43009782
tRNA processing,1.5226299e-06,5.0,1.5226299e-06,-0.2831081,-0.56452495
Formation of Fibrin Clot (Clotting Cascade),6.5198324e-06,4.0,6.5198324e-06,-0.27644512,-0.22657716
Mitochondrial iron-sulfur cluster biogenesis,5.1054027e-08,2.0,5.1054027e-08,-0.2850702,0.43007138
RNA Polymerase II Transcription,0.00022865963,9.0,0.00022865963,0.019742448,-1.6274028
Mitochondrial protein import,5.987555e-08,2.0,5.987555e-08,-0.2850584,0.43008173
Signaling by Hippo,5.937266e-07,2.0,5.937266e-07,-0.2843466,0.43070585
DNA Damage Bypass,0.0006727941,3.0,0.0006727941,0.6119241,0.8844654
Nucleotide Excision Repair,0.00011459623,3.0,0.00011459623,-0.13234268,0.23187983
Cytokine Signaling in Immune system,0.00047734054,6.0,0.00047734054,0.3513183,-0.34035483
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),9.564908e-06,2.0,9.564908e-06,-0.272385,0.441194
Cilium Assembly,4.4175733e-05,4.0,4.4175733e-05,-0.22623706,-0.18255389
Laminin interactions,1.9302078e-07,2.0,1.9302078e-07,-0.2848809,0.43023738
Deadenylation-dependent mRNA decay,2.8671751e-05,4.0,2.8671751e-05,-0.2469091,-0.20067947
Peroxisomal protein import,4.888281e-07,2.0,4.888281e-07,-0.28448647,0.4305832
Pink/Parkin Mediated Mitophagy,4.2798596e-09,2.0,4.2798596e-09,-0.28513256,0.43001673
Integrin cell surface interactions,1.295371e-06,2.0,1.295371e-06,-0.2834111,0.43152612
Receptor Mediated Mitophagy,1.2952216e-07,2.0,1.2952216e-07,-0.28496554,0.43016315
Biological oxidations,7.4148695e-05,4.0,7.4148695e-05,-0.18627293,-0.14751267
Metabolism of nitric oxide,2.1937183e-06,2.0,2.1937183e-06,-0.2822133,0.43257636
Ion channel transport,0.0012497564,3.0,0.0012497564,1.3812102,1.5589882
Amyloid fiber formation,1.9529602e-10,2.0,1.9529602e-10,-0.285138,0.43001193
Processing of Capped Intron-Containing Pre-mRNA,0.0010634093,4.0,0.0010634093,1.1327463,1.0090253
Nonsense-Mediated Decay (NMD),0.00021386922,3.0,0.00021386922,2.1827958e-05,0.34793925
Signaling by WNT,1.4543091e-05,5.0,1.4543091e-05,-0.2657474,-0.54930276
rRNA processing,3.5081616e-06,3.0,3.5081616e-06,-0.2804607,0.1020075
Regulation of mRNA stability by proteins that bind AU-rich elements,2.0292816e-06,6.0,2.0292816e-06,-0.28243256,-0.8960382
Reversible hydration of carbon dioxide,3.129688e-07,2.0,3.129688e-07,-0.28472096,0.4303776
Diseases of signal transduction,0.0017608246,10.0,0.0017608246,2.062637,-0.16826423
Metabolism of carbohydrates,0.00089071144,10.0,0.00089071144,0.9024817,-1.1855079
Fanconi Anemia Pathway,3.8992657e-06,2.0,3.8992657e-06,-0.2799392,0.43457034
Regulation of beta-cell development,3.6848158e-07,5.0,3.6848158e-07,-0.28464696,-0.5658742
Signaling by NODAL,2.270816e-06,2.0,2.270816e-06,-0.2821105,0.4326665
