,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,8.644907e-06,2.0,8.644907e-06,-0.1354046,0.069947466
ABC transporters in lipid homeostasis,2.9123326e-05,2.0,2.9123326e-05,-0.05902362,0.12399628
ADP signalling through P2Y purinoceptor 1,1.3994903e-05,2.0,1.3994903e-05,-0.11545003,0.084067754
ADP signalling through P2Y purinoceptor 12,5.9126673e-05,2.0,5.9126673e-05,0.0528837,0.20318428
AKT phosphorylates targets in the cytosol,8.360332e-05,2.0,8.360332e-05,0.14417739,0.26778564
AKT phosphorylates targets in the nucleus,2.1152093e-06,2.0,2.1152093e-06,-0.15975925,0.0527136
AKT-mediated inactivation of FOXO1A,2.2248173e-07,2.0,2.2248173e-07,-0.1668188,0.04771811
ALKBH2 mediated reversal of alkylation damage,2.1215813e-08,2.0,2.1215813e-08,-0.16756949,0.04718692
ALKBH3 mediated reversal of alkylation damage,8.8152143e-07,2.0,8.8152143e-07,-0.16436069,0.049457528
AMER1 mutants destabilize the destruction complex,6.437503e-05,3.0,6.437503e-05,0.072459176,-0.32791996
AMPK inhibits chREBP transcriptional activation activity,6.4777646e-07,2.0,6.4777646e-07,-0.16523252,0.048840594
APC/C-mediated degradation of cell cycle proteins,3.1109776e-05,5.0,3.1109776e-05,-0.051614508,-1.5056297
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,3.4043424e-07,2.0,3.4043424e-07,-0.16637886,0.048029434
ARL13B-mediated ciliary trafficking of INPP5E,5.114768e-07,2.0,5.114768e-07,-0.16574089,0.04848087
ATF4 activates genes,1.1343366e-07,2.0,1.1343366e-07,-0.16722554,0.047430295
ATF6 (ATF6-alpha) activates chaperone genes,1.7682316e-09,2.0,1.7682316e-09,-0.16764203,0.047135584
ATP sensitive Potassium channels,1.3577803e-09,2.0,1.3577803e-09,-0.16764356,0.047134496
AUF1 (hnRNP D0) binds and destabilizes mRNA,1.0003736e-06,2.0,1.0003736e-06,-0.16391739,0.049771212
"AXIN mutants destabilize the destruction complex, activating WNT signaling",2.8688773e-05,3.0,2.8688773e-05,-0.06064443,-0.4221069
Abacavir metabolism,5.9465755e-08,2.0,5.9465755e-08,-0.16742682,0.047287866
Abacavir transmembrane transport,0.0,2.0,0.0,-0.16764861,0.047130924
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,3.8015835e-07,2.0,3.8015835e-07,-0.1662307,0.048134275
Acetylation,0.0,2.0,0.0,-0.16764861,0.047130924
Acetylcholine Neurotransmitter Release Cycle,6.330832e-09,2.0,6.330832e-09,-0.16762501,0.047147628
Acetylcholine binding and downstream events,1.3151184e-07,2.0,1.3151184e-07,-0.1671581,0.047478024
Acetylcholine regulates insulin secretion,1.6837797e-07,2.0,1.6837797e-07,-0.1670206,0.04757531
Acrosome Reaction,0.0,2.0,0.0,-0.16764861,0.047130924
Activated NOTCH1 Transmits Signal to the Nucleus,5.080669e-05,2.0,5.080669e-05,0.021851601,0.1812253
Activation and oligomerization of BAK protein,4.8197544e-06,2.0,4.8197544e-06,-0.14967176,0.059851725
Activation of ATR in response to replication stress,8.612448e-06,2.0,8.612448e-06,-0.13552566,0.0698618
Activation of BH3-only proteins,1.7200273e-08,6.0,1.7200273e-08,-0.16758446,-2.1326485
Activation of C3 and C5,0.0,2.0,0.0,-0.16764861,0.047130924
Activation of Matrix Metalloproteinases,9.7824014e-08,2.0,9.7824014e-08,-0.16728374,0.04738911
Activation of NMDA receptor and postsynaptic events,1.8396332e-08,3.0,1.8396332e-08,-0.16758,-0.4977768
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,1.2539658e-05,2.0,1.2539658e-05,-0.12087785,0.08022691
