,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,8.644905e-06,2.0,8.644905e-06,-0.11583565,0.32054406
A tetrasaccharide linker sequence is required for GAG synthesis,2.9351984e-06,8.0,2.9351984e-06,-0.14002381,0.02857372
ABC transporters in lipid homeostasis,2.9123326e-05,9.0,2.9123326e-05,-0.029082462,0.06705817
ADP signalling through P2Y purinoceptor 1,1.3994899e-05,14.0,1.3994899e-05,-0.09317136,-0.20954975
ADP signalling through P2Y purinoceptor 12,5.9126694e-05,13.0,5.9126694e-05,0.09802148,-0.019024773
AKT phosphorylates targets in the cytosol,8.360332e-05,13.0,8.360332e-05,0.20171236,0.059570067
AKT phosphorylates targets in the nucleus,2.1152084e-06,8.0,2.1152084e-06,-0.14349756,0.025940727
AKT-mediated inactivation of FOXO1A,2.224817e-07,4.0,2.224817e-07,-0.15151577,0.20228736
ALKBH2 mediated reversal of alkylation damage,2.1216195e-08,2.0,2.1216195e-08,-0.15236838,0.29285327
ALKBH3 mediated reversal of alkylation damage,8.815439e-07,3.0,8.815439e-07,-0.14872375,0.2500097
AMPK inhibits chREBP transcriptional activation activity,6.477762e-07,6.0,6.477762e-07,-0.14971408,0.11244088
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.15245827,0.33839118
APC truncation mutants have impaired AXIN binding,3.6692858e-05,10.0,3.6692858e-05,0.0029845124,0.04575799
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,4.288898e-05,42.0,4.288898e-05,0.02923328,-1.39374
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,3.4046218e-07,6.0,3.4046218e-07,-0.15101595,0.1114541
APOBEC3G mediated resistance to HIV-1 infection,8.253233e-06,4.0,8.253233e-06,-0.1174949,0.22807425
ARL13B-mediated ciliary trafficking of INPP5E,5.114768e-07,3.0,5.114768e-07,-0.15029147,0.24882142
ATF4 activates genes,1.13433615e-07,2.0,1.13433615e-07,-0.15197772,0.29314935
ATF6 (ATF6-alpha) activates chaperone genes,1.7682356e-09,6.0,1.7682356e-09,-0.15245077,0.11036654
ATP sensitive Potassium channels,1.3593102e-09,2.0,1.3593102e-09,-0.1524525,0.2927895
AUF1 (hnRNP D0) binds and destabilizes mRNA,1.0003745e-06,32.0,1.0003745e-06,-0.14822035,-1.0721844
AURKA Activation by TPX2,1.1123832e-06,48.0,1.1123832e-06,-0.14774583,-1.8015217
