,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Signaling by TGF-beta Receptor Complex in Cancer,3.534705e-05,5.0,3.534705e-05,-0.128182,-0.3685684
Insulin effects increased synthesis of Xylulose-5-Phosphate,6.446012e-08,2.0,6.446012e-08,-0.20323716,0.09095674
tRNA Aminoacylation,2.0228069e-07,3.0,2.0228069e-07,-0.20294398,-0.08021039
Costimulation by the CD28 family,1.4394573e-07,4.0,1.4394573e-07,-0.20306806,-0.25168115
Signal regulatory protein family interactions,2.540287e-06,2.0,2.540287e-06,-0.19797045,0.094789244
Signaling by Retinoic Acid,8.3224563e-07,2.0,8.3224563e-07,-0.20160387,0.09214526
Rho GTPase cycle,0.002297932,2.0,0.002297932,4.6849194,3.6479778
Electric Transmission Across Gap Junctions,3.0221256e-10,2.0,3.0221256e-10,-0.20337363,0.09085744
HSP90 chaperone cycle for steroid hormone receptors (SHR),5.476435e-07,2.0,5.476435e-07,-0.2022093,0.091704704
Transport of glycerol from adipocytes to the liver by Aquaporins,0.0,2.0,0.0,-0.20337428,0.09085696
ABC transporter disorders,6.141919e-05,16.0,6.141919e-05,-0.072719835,-2.2133946
Post-translational modification: synthesis of GPI-anchored proteins,2.1536575e-08,4.0,2.1536575e-08,-0.20332848,-0.25187063
Meiotic recombination,3.7633256e-06,2.0,3.7633256e-06,-0.1953687,0.09668247
Prostacyclin signalling through prostacyclin receptor,1.7384167e-05,2.0,1.7384167e-05,-0.16639367,0.11776707
Netrin-1 signaling,4.5178476e-05,5.0,4.5178476e-05,-0.10726801,-0.3533497
Rab regulation of trafficking,1.4786512e-05,3.0,1.4786512e-05,-0.17191955,-0.057634484
L1CAM interactions,0.00021452662,7.0,0.00021452662,0.25297913,-0.4339654
Phase 0 - rapid depolarisation,1.8587525e-07,2.0,1.8587525e-07,-0.20297886,0.09114469
tRNA processing in the nucleus,1.6191066e-06,2.0,1.6191066e-06,-0.19993003,0.093363285
IPs transport between cytosol and ER lumen,0.0,2.0,0.0,-0.20337428,0.09085696
Nonhomologous End-Joining (NHEJ),1.503665e-05,2.0,1.503665e-05,-0.17138746,0.1141332
Plasma lipoprotein assembly,1.8548932e-05,4.0,1.8548932e-05,-0.16391592,-0.22319084
RNA Polymerase III Transcription Initiation,0.00011996933,4.0,0.00011996933,0.05183141,-0.0661955
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",7.532192e-08,2.0,7.532192e-08,-0.20321405,0.09097356
ATF6 (ATF6-alpha) activates chaperones,1.7096871e-09,2.0,1.7096871e-09,-0.20337065,0.09085961
MGMT-mediated DNA damage reversal,5.388204e-07,2.0,5.388204e-07,-0.20222807,0.09169104
Antimicrobial peptides,4.121249e-06,4.0,4.121249e-06,-0.19460733,-0.24552442
EPH-Ephrin signaling,0.0003762354,5.0,0.0003762354,0.59697545,0.15911523
Peptide hormone biosynthesis,0.0,2.0,0.0,-0.20337428,0.09085696
Mitotic Spindle Checkpoint,6.106838e-06,3.0,6.106838e-06,-0.19038346,-0.071070336
Platelet Aggregation (Plug Formation),6.8229773e-09,2.0,6.8229773e-09,-0.20335977,0.09086752
Signaling by FGFR in disease,0.00013038807,5.0,0.00013038807,0.073994756,-0.22144811
Transcriptional regulation by small RNAs,2.1836508e-06,2.0,2.1836508e-06,-0.19872908,0.09423719
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),4.800798e-05,2.0,4.800798e-05,-0.101248935,0.1651717
Regulation of gene expression in early pancreatic precursor cells,0.0,2.0,0.0,-0.20337428,0.09085696
Amine-derived hormones,1.7408418e-07,4.0,1.7408418e-07,-0.20300396,-0.2516345
Pyruvate metabolism and Citric Acid (TCA) cycle,7.829682e-06,4.0,7.829682e-06,-0.18671854,-0.23978391
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,9.38169e-06,2.0,9.38169e-06,-0.183417,0.10537951
Platelet calcium homeostasis,2.4610154e-08,3.0,2.4610154e-08,-0.20332193,-0.08048542
O-linked glycosylation,6.301273e-11,3.0,6.301273e-11,-0.20337415,-0.08052341
Scavenging by Class A Receptors,1.7968642e-08,2.0,1.7968642e-08,-0.20333606,0.09088478
mRNA decay by 5' to 3' exoribonuclease,1.8187035e-06,2.0,1.8187035e-06,-0.19950543,0.09367225
Protein methylation,6.1272176e-10,2.0,6.1272176e-10,-0.20337299,0.0908579
Intestinal lipid absorption,0.0,2.0,0.0,-0.20337428,0.09085696
Response to elevated platelet cytosolic Ca2+,0.00059608096,3.0,0.00059608096,1.0646435,0.84218967
GPCR ligand binding,0.00032426504,4.0,0.00032426504,0.48642108,0.25004736
Synaptic adhesion-like molecules,5.0517377e-09,2.0,5.0517377e-09,-0.20336354,0.09086478
TCF dependent signaling in response to WNT,0.00019013662,10.0,0.00019013662,0.20109533,-0.98586166
Lipid particle organization,6.481898e-08,2.0,6.481898e-08,-0.20323639,0.0909573
Phenylketonuria,0.0,2.0,0.0,-0.20337428,0.09085696
MicroRNA (miRNA) biogenesis,2.1860305e-06,2.0,2.1860305e-06,-0.19872403,0.09424087
DAP12 interactions,5.5742335e-06,2.0,5.5742335e-06,-0.19151644,0.09948569
Protein ubiquitination,1.3537317e-08,3.0,1.3537317e-08,-0.20334548,-0.08050255
Erythrocytes take up carbon dioxide and release oxygen,1.2974864e-05,2.0,1.2974864e-05,-0.1757734,0.11094162
Regulation of mitotic cell cycle,3.1109772e-05,2.0,3.1109772e-05,-0.13719577,0.13901384
RMTs methylate histone arginines,1.741988e-08,2.0,1.741988e-08,-0.20333722,0.090883926
Signaling by NOTCH3,1.8795397e-05,3.0,1.8795397e-05,-0.16339162,-0.05142886
Abacavir transmembrane transport,0.0,2.0,0.0,-0.20337428,0.09085696
Formation of the cornified envelope,6.3031395e-05,2.0,6.3031395e-05,-0.06929026,0.18842743
Phase 1 - inactivation of fast Na+ channels,2.4763335e-06,2.0,2.4763335e-06,-0.19810648,0.09469024
Choline catabolism,7.3857956e-07,2.0,7.3857956e-07,-0.20180313,0.09200027
ABC transporters in lipid homeostasis,2.9123325e-05,2.0,2.9123325e-05,-0.14142147,0.13593888
Insulin processing,1.8496937e-06,2.0,1.8496937e-06,-0.19943951,0.09372023
IPs transport between ER lumen and nucleus,0.0,2.0,0.0,-0.20337428,0.09085696
Smooth Muscle Contraction,3.3497217e-06,2.0,3.3497217e-06,-0.19624856,0.096042216
Signaling by MST1,0.0,2.0,0.0,-0.20337428,0.09085696
Stimuli-sensing channels,2.5094062e-07,2.0,2.5094062e-07,-0.20284046,0.09124541
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,3.808867e-07,2.0,3.808867e-07,-0.20256403,0.09144656
Extrinsic Pathway of Fibrin Clot Formation,4.9717993e-08,2.0,4.9717993e-08,-0.20326853,0.09093393
S Phase,0.00036217878,4.0,0.00036217878,0.56707335,0.3087365
HDACs deacetylate histones,1.7029546e-05,2.0,1.7029546e-05,-0.16714805,0.11721812
Toll-Like Receptors Cascades,0.00027398087,10.0,0.00027398087,0.3794537,-0.8560737
Beta-catenin independent WNT signaling,0.00028065857,3.0,0.00028065857,0.39365888,0.35392645
Growth hormone receptor signaling,7.783116e-08,2.0,7.783116e-08,-0.20320871,0.090977445
Rap1 signalling,3.8677285e-06,2.0,3.8677285e-06,-0.19514662,0.096844085
Interaction With Cumulus Cells,0.0,2.0,0.0,-0.20337428,0.09085696
