,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,1.6046454e-06,2.0,1.6046454e-06,-0.074651375,0.34984922
A tetrasaccharide linker sequence is required for GAG synthesis,0.0010259374,8.0,0.0010259374,0.5235266,0.52287114
ABC transporters in lipid homeostasis,0.00022685189,9.0,0.00022685189,0.05688591,0.12838835
ADP signalling through P2Y purinoceptor 1,7.377107e-08,14.0,7.377107e-08,-0.07554535,-0.19901504
ADP signalling through P2Y purinoceptor 12,3.5942044e-08,13.0,3.5942044e-08,-0.07556744,-0.15334854
AKT phosphorylates targets in the cytosol,1.7864927e-06,13.0,1.7864927e-06,-0.074545175,-0.15258442
AKT phosphorylates targets in the nucleus,6.548458e-08,8.0,6.548458e-08,-0.07555019,0.07507938
AKT-mediated inactivation of FOXO1A,2.0529074e-08,4.0,2.0529074e-08,-0.07557644,0.25779173
ALKBH2 mediated reversal of alkylation damage,0.0,2.0,0.0,-0.075588435,0.3491488
ALKBH3 mediated reversal of alkylation damage,2.1206948e-07,3.0,2.1206948e-07,-0.07546459,0.30355835
AMPK inhibits chREBP transcriptional activation activity,8.038889e-08,6.0,8.038889e-08,-0.07554149,0.16645189
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.075588435,0.39483184
APC truncation mutants have impaired AXIN binding,3.588172e-08,10.0,3.588172e-08,-0.07556748,-0.016299551
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,7.7165146e-07,42.0,7.7165146e-07,-0.07513782,-1.4778345
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,1.5619049e-05,6.0,1.5619049e-05,-0.0664674,0.17323449
APOBEC3G mediated resistance to HIV-1 infection,2.0539657e-07,4.0,2.0539657e-07,-0.07546849,0.25787243
ARL13B-mediated ciliary trafficking of INPP5E,4.538544e-05,3.0,4.538544e-05,-0.049084764,0.3232765
ATF4 activates genes,8.304592e-07,2.0,8.304592e-07,-0.07510347,0.3495113
ATF6 (ATF6-alpha) activates chaperone genes,3.477096e-05,6.0,3.477096e-05,-0.05528329,0.18159427
ATP sensitive Potassium channels,1.0131745e-06,2.0,1.0131745e-06,-0.07499677,0.34959105
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.00036881084,32.0,0.00036881084,0.13978545,-0.86035573
AURKA Activation by TPX2,9.1365297e-07,48.0,9.1365297e-07,-0.075054884,-1.7518704
AXIN missense mutants destabilize the destruction complex,6.835245e-08,10.0,6.835245e-08,-0.075548515,-0.01628538
Abacavir metabolism,2.053238e-05,3.0,2.053238e-05,-0.06359817,0.31242815
Abacavir transmembrane transport,0.0,1.0,0.0,-0.075588435,0.39483184
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,4.868091e-09,2.0,4.868091e-09,-0.07558559,0.34915096
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,4.6281805e-11,2.0,4.6281805e-11,-0.075588405,0.3491488
Acetylation,0.0,1.0,0.0,-0.075588435,0.39483184
Acetylcholine Neurotransmitter Release Cycle,3.9615347e-06,6.0,3.9615347e-06,-0.073275015,0.16814598
Acetylcholine regulates insulin secretion,2.6777053e-07,6.0,2.6777053e-07,-0.07543206,0.16653368
Acrosome Reaction,0.0,1.0,0.0,-0.075588435,0.39483184
Activated NOTCH1 Transmits Signal to the Nucleus,2.1439243e-08,20.0,2.1439243e-08,-0.07557592,-0.4731359
Activated NTRK2 signals through CDK5,2.6121365e-09,5.0,2.6121365e-09,-0.0755869,0.21210094
Activated NTRK2 signals through FRS2 and FRS3,3.6669224e-08,7.0,3.6669224e-08,-0.075567015,0.120749794
Activated NTRK2 signals through FYN,5.786863e-09,5.0,5.786863e-09,-0.07558505,0.21210232
Activated NTRK2 signals through PI3K,2.2419005e-08,4.0,2.2419005e-08,-0.07557534,0.2577926
Activated NTRK2 signals through PLCG1,1.5120876e-09,2.0,1.5120876e-09,-0.07558755,0.34914947
Activated NTRK2 signals through RAS,6.4697653e-10,5.0,6.4697653e-10,-0.075588055,0.21210007
Activated NTRK3 signals through PI3K,1.6521726e-07,5.0,1.6521726e-07,-0.07549195,0.21217191
Activated NTRK3 signals through PLCG1,2.7393583e-09,2.0,2.7393583e-09,-0.07558683,0.34915
Activated NTRK3 signals through RAS,8.886792e-09,5.0,8.886792e-09,-0.07558324,0.21210368
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,9.696297e-06,11.0,9.696297e-06,-0.0699261,-0.0577658
Activation and oligomerization of BAK protein,3.7129233e-08,3.0,3.7129233e-08,-0.07556675,0.303482
Activation of AMPA receptors,0.0,1.0,0.0,-0.075588435,0.39483184
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,2.7495873e-06,43.0,2.7495873e-06,-0.07398276,-1.522654
Activation of ATR in response to replication stress,3.720979e-06,22.0,3.720979e-06,-0.073415495,-0.562887
Activation of BAD and translocation to mitochondria ,1.0249731e-06,10.0,1.0249731e-06,-0.07498988,-0.015867814
Activation of BIM and translocation to mitochondria ,1.731679e-06,3.0,1.731679e-06,-0.07457719,0.30422166
Activation of BMF and translocation to mitochondria,1.0942196e-06,4.0,1.0942196e-06,-0.07494944,0.2582604
Activation of C3 and C5,0.0,1.0,0.0,-0.075588435,0.39483184
Activation of DNA fragmentation factor,1.4463996e-06,8.0,1.4463996e-06,-0.07474378,0.07568215
Activation of G protein gated Potassium channels,9.2973045e-07,10.0,9.2973045e-07,-0.075045496,-0.015909387
Activation of Matrix Metalloproteinases,4.469758e-08,6.0,4.469758e-08,-0.07556233,0.1664363
Activation of NF-kappaB in B cells,0.0006348457,46.0,0.0006348457,0.29514143,-1.3837941
Activation of NOXA and translocation to mitochondria,7.4049503e-06,4.0,7.4049503e-06,-0.07126417,0.26101503
Activation of Nicotinic Acetylcholine Receptors,1.5371375e-05,4.0,1.5371375e-05,-0.066612035,0.26449236
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,3.780493e-07,6.0,3.780493e-07,-0.07536767,0.1665818
Activation of PUMA and translocation to mitochondria,3.8181447e-06,6.0,3.8181447e-06,-0.07335876,0.16808341
Activation of RAC1,3.504248e-08,5.0,3.504248e-08,-0.07556797,0.2121151
Activation of RAS in B cells,4.105885e-05,5.0,4.105885e-05,-0.051611356,0.23002192
Activation of SMO,3.8143114e-06,4.0,3.8143114e-06,-0.073361,0.25944772
