,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Diseases associated with the TLR signaling cascade,1.8559956e-06,12.0,1.8559956e-06,-0.16002569,-1.5499353
SLBP independent Processing of Histone Pre-mRNAs,3.368873e-06,2.0,3.368873e-06,-0.15919413,0.11981157
Diseases associated with glycosylation precursor biosynthesis,0.0,16.0,0.0,-0.16104583,-2.2183213
Signaling by NOTCH4,2.2632919e-07,4.0,2.2632919e-07,-0.16092142,-0.21524413
GPVI-mediated activation cascade,1.76053e-05,2.0,1.76053e-05,-0.1513691,0.12535733
Ion transport by P-type ATPases,8.420922e-08,2.0,8.420922e-08,-0.16099955,0.118532024
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",1.3365315e-05,2.0,1.3365315e-05,-0.1536996,0.12370567
Signaling by SCF-KIT,0.00048732918,2.0,0.00048732918,0.106813855,0.3083374
Small interfering RNA (siRNA) biogenesis,2.0946952e-06,2.0,2.0946952e-06,-0.1598945,0.119315214
Diseases associated with glycosaminoglycan metabolism,1.0978292e-08,16.0,1.0978292e-08,-0.1610398,-2.218317
Diseases associated with visual transduction,2.747343e-07,3.0,2.747343e-07,-0.16089483,-0.048309505
Mitochondrial protein import,1.8120913e-06,2.0,1.8120913e-06,-0.16004983,0.119205125
Transport of Mature Transcript to Cytoplasm,4.64104e-05,3.0,4.64104e-05,-0.13553643,-0.030337455
Dissolution of Fibrin Clot,7.4199896e-08,2.0,7.4199896e-08,-0.16100506,0.11852813
Abacavir metabolism,2.0532569e-05,2.0,2.0532569e-05,-0.14976014,0.12649766
RNA polymerase II transcribes snRNA genes,8.6963766e-05,2.0,8.6963766e-05,-0.113246344,0.1523758
Influenza Infection,1.7692076e-07,3.0,1.7692076e-07,-0.16094859,-0.04834762
Regulation of Apoptosis,8.1762363e-07,3.0,8.1762363e-07,-0.16059643,-0.048098035
Laminin interactions,1.7460517e-05,2.0,1.7460517e-05,-0.15144868,0.12530094
Kinesins,2.6685464e-07,2.0,2.6685464e-07,-0.16089916,0.118603185
rRNA processing in the mitochondrion,1.3688685e-07,2.0,1.3688685e-07,-0.1609706,0.11855254
Plasma lipoprotein clearance,3.2678116e-05,6.0,3.2678116e-05,-0.14308435,-0.53643405
HDACs deacetylate histones,0.00042575444,2.0,0.00042575444,0.0729694,0.28435108
Signaling by PTK6,6.0620637e-06,10.0,6.0620637e-06,-0.15771383,-1.2144653
Lipid particle organization,9.839005e-09,2.0,9.839005e-09,-0.16104043,0.11850306
Gap junction trafficking and regulation,6.38342e-06,3.0,6.38342e-06,-0.15753719,-0.045929883
Glycogen metabolism,1.641973e-06,3.0,1.641973e-06,-0.16014332,-0.0477769
C-type lectin receptors (CLRs),7.1334507e-06,4.0,7.1334507e-06,-0.15712494,-0.2125535
Inhibition of TSC complex formation by PKB,1.7909993e-08,2.0,1.7909993e-08,-0.161036,0.1185062
Wax biosynthesis,9.818581e-08,2.0,9.818581e-08,-0.16099186,0.118537486
RET signaling,0.00010769225,2.0,0.00010769225,-0.10185296,0.16045055
Glucagon signaling in metabolic regulation,1.0291154e-06,2.0,1.0291154e-06,-0.16048019,0.11890012
