,,coef
TPRG1L,gene_expression,0.0
TADA3,gene_expression,4.57697e-08
MFSD11,gene_expression,0.0
CAPN10,gene_expression,0.0
ELOVL7,gene_expression,1.8283796e-09
VPS37D,gene_expression,8.092136e-07
GOSR1,gene_expression,1.0742157e-06
MPPED1,gene_expression,0.0
GBA2,gene_expression,4.0504047e-10
FOXJ3,gene_expression,0.0
EIF3I,gene_expression,1.3023401e-12
GABPB1,gene_expression,2.9980776e-10
ANXA3,gene_expression,0.0
CDK10,gene_expression,0.0
DDX21,gene_expression,1.8284692e-06
CD24,gene_expression,0.0
GHDC,gene_expression,0.00016903423
NUP88,gene_expression,4.5011056e-05
ZNF518A,gene_expression,0.0
HOOK3,gene_expression,0.0
FLAD1,gene_expression,8.4754853e-10
NUBP2,gene_expression,2.6946727e-06
MTMR11,gene_expression,0.0
ACSBG1,gene_expression,2.4389922e-07
TPM2,gene_expression,4.2461838e-07
WNK1,gene_expression,0.0
KDELR1,gene_expression,9.585715e-06
PTPRA,gene_expression,0.0
IFT20,gene_expression,3.2687574e-06
GALC,gene_expression,1.7885766e-06
PIFO,gene_expression,0.0
ZNF341,gene_expression,0.0
MASTL,gene_expression,3.6642798e-06
OR13C9,gene_expression,1.588745e-11
SOX21,gene_expression,0.0
IL7R,gene_expression,6.0514344e-06
IDH2,gene_expression,7.2493117e-10
NPHP3,gene_expression,0.00021209782
CXCR6,gene_expression,1.2261914e-09
ZAN,gene_expression,0.0
NECAP1,gene_expression,1.3190216e-09
MED4,gene_expression,1.1976245e-10
ME2,gene_expression,7.379173e-09
RNF20,gene_expression,0.0001943875
CCDC117,gene_expression,0.0
TMEM63B,gene_expression,0.0
CPNE8,gene_expression,0.0
FMNL1,gene_expression,3.6197534e-07
LARS2,gene_expression,1.3584108e-06
HESX1,gene_expression,0.0
PILRA,gene_expression,5.9449426e-06
ZBTB24,gene_expression,0.0
BRIX1,gene_expression,0.0
TRAPPC10,gene_expression,3.7342897e-06
NOD1,gene_expression,3.7078524e-13
TBC1D4,gene_expression,1.6252892e-06
NCOA5,gene_expression,0.0
EWSR1,gene_expression,0.0
FCER1G,gene_expression,9.381307e-05
CRLF1,gene_expression,2.3812555e-10
NFATC3,gene_expression,2.7214137e-06
PSMD2,gene_expression,0.00023785591
NSD1,gene_expression,7.3278903e-07
CARD11,gene_expression,1.5098678e-11
GPX4,gene_expression,3.3873139e-06
NUDT22,gene_expression,0.0
HYAL1,gene_expression,0.00010840353
ZNF225,gene_expression,0.0
ZNF557,gene_expression,0.0
NDRG1,gene_expression,2.7106878e-06
WDR18,gene_expression,7.441652e-12
REXO1,gene_expression,0.0
GPRC5B,gene_expression,0.0
HSPA13,gene_expression,3.9893106e-07
PRMT7,gene_expression,6.274298e-13
SMIM13,gene_expression,0.0
MKLN1,gene_expression,0.0
NOC3L,gene_expression,0.0
ABTB1,gene_expression,0.0
M6PR,gene_expression,1.9884827e-05
SDS,gene_expression,8.747126e-05
SEC61B,gene_expression,1.9196019e-05
CSRP1,gene_expression,1.5031713e-06
UBAC1,gene_expression,5.194456e-10
NOS2,gene_expression,1.12681694e-13
OR2Y1,gene_expression,2.2254946e-07
SAMD10,gene_expression,0.0
LYZL6,gene_expression,0.0
SAMD4B,gene_expression,0.0
TIAL1,gene_expression,3.056932e-10
LGALS3,gene_expression,3.5973977e-07
TARM1,gene_expression,9.349243e-05
PIK3CB,gene_expression,0.00018159905
KLHL25,gene_expression,0.000791727
SPDYE6,gene_expression,0.0
ZNF576,gene_expression,0.0
EIF2B3,gene_expression,5.4610127e-06
ZNF70,gene_expression,0.0
ANGPT1,gene_expression,2.5839288e-08
TOB2,gene_expression,0.0
SH3BGRL2,gene_expression,0.0
AVP,gene_expression,0.00054767734
HBP1,gene_expression,0.0
IFIT2,gene_expression,0.0
LRRC8B,gene_expression,1.748494e-06
ABHD6,gene_expression,2.089356e-12
FRMD4B,gene_expression,0.0
RAVER1,gene_expression,0.0
MTHFS,gene_expression,3.8185226e-06
GLI3,gene_expression,1.2562382e-05
FAM24B,gene_expression,0.0
SMAD4,gene_expression,1.6862124e-08
FAM13B,gene_expression,2.9971517e-08
CCDC88A,gene_expression,0.0
PFKL,gene_expression,1.0724315e-08
ZNF217,gene_expression,1.1090469e-06
NDUFA2,gene_expression,6.42697e-05
TATDN2,gene_expression,2.9972913e-08
FLNA,gene_expression,9.551716e-08
USP44,gene_expression,3.116227e-06
TMEM144,gene_expression,0.0
SSBP4,gene_expression,0.0
DPH2,gene_expression,1.5303724e-06
RNF146,gene_expression,4.234012e-06
CREBBP,gene_expression,1.3598576e-05
PGM3,gene_expression,0.0
LSM11,gene_expression,2.9091104e-06
MEA1,gene_expression,0.0
ALKBH4,gene_expression,0.0
ADPRM,gene_expression,1.0852769e-08
MEGF6,gene_expression,0.0
MUC1,gene_expression,9.248468e-06
RDH10,gene_expression,7.09237e-10
PPP2R2C,gene_expression,0.0
KCTD2,gene_expression,0.0
UTP14A,gene_expression,5.6842846e-06
PTK6,gene_expression,9.4276975e-06
MRPL30,gene_expression,6.731665e-06
OR4C12,gene_expression,7.610912e-09
ARHGAP1,gene_expression,1.5265152e-07
GNL2,gene_expression,0.0
TDO2,gene_expression,1.4198358e-06
DAP3,gene_expression,2.5281686e-05
SHMT1,gene_expression,2.218017e-06
NEDD4,gene_expression,4.1597035e-05
PPP2R5D,gene_expression,0.00015510482
LPAR2,gene_expression,6.593167e-08
KPNA3,gene_expression,0.00035960085
HTRA2,gene_expression,0.0
NSRP1,gene_expression,0.0
PMPCB,gene_expression,2.1233802e-06
CYB5R3,gene_expression,3.2593863e-13
MTG1,gene_expression,0.0
PNKP,gene_expression,6.612925e-07
IPO4,gene_expression,0.0
ZNF496,gene_expression,0.0
JAK1,gene_expression,0.0007044912
DUS2,gene_expression,0.0
PYROXD2,gene_expression,0.0
ZNF280B,gene_expression,0.0
LMO4,gene_expression,0.0
EIF1AX,gene_expression,8.139477e-07
SCP2,gene_expression,7.59065e-07
PKNOX1,gene_expression,1.1026353e-05
CTTN,gene_expression,3.6198662e-09
CEP85L,gene_expression,0.0
ATF5,gene_expression,0.0
VWA7,gene_expression,0.0
CD40,gene_expression,1.9254412e-06
RBBP4,gene_expression,2.5158904e-05
NFIX,gene_expression,0.0
ABHD10,gene_expression,0.0
CIAO1,gene_expression,1.2628041e-07
NPRL3,gene_expression,0.0
ISCA1,gene_expression,0.0
REV1,gene_expression,3.4226397e-07
TGDS,gene_expression,0.0
TRIM6,gene_expression,0.0
AGPAT3,gene_expression,2.6131397e-08
SAP30BP,gene_expression,6.5134486e-06
KATNAL1,gene_expression,0.0
TCTN3,gene_expression,8.885589e-08
MANBAL,gene_expression,0.0
EPB41,gene_expression,6.8506567e-10
HACL1,gene_expression,5.689678e-16
CHGA,gene_expression,0.0
GSTCD,gene_expression,0.0
IP6K1,gene_expression,2.1839244e-09
FAM122B,gene_expression,0.0
CMSS1,gene_expression,0.0
FAM98C,gene_expression,0.0
NBPF1,gene_expression,0.0
ZSWIM4,gene_expression,0.0
CCDC121,gene_expression,0.0
ZNF236,gene_expression,0.0
EED,gene_expression,0.00029975662
CCDC65,gene_expression,0.0
GMPS,gene_expression,3.801534e-09
TFE3,gene_expression,0.0
HIF1A,gene_expression,0.00017446715
NOL10,gene_expression,0.0
SMNDC1,gene_expression,0.00023204598
EIF4EBP2,gene_expression,0.0
RNF31,gene_expression,2.3071761e-17
ABCA3,gene_expression,5.2669225e-06
GSR,gene_expression,1.0158386e-06
CEP19,gene_expression,0.0
MAN1C1,gene_expression,2.0055075e-05
PLCB2,gene_expression,1.2392737e-09
HNRNPA3,gene_expression,1.2986146e-05
PRR19,gene_expression,0.0
WBP11,gene_expression,0.00024068568
ZBTB39,gene_expression,0.0
CES2,gene_expression,0.0
CNBP,gene_expression,0.0
IFI35,gene_expression,0.0
GATA2,gene_expression,4.6448932e-07
KLF4,gene_expression,0.0
SERPINI1,gene_expression,0.0
PLEK2,gene_expression,0.0
KAT2A,gene_expression,0.005103354
PPFIBP1,gene_expression,9.398187e-07
VIPAS39,gene_expression,0.0
BNIP2,gene_expression,5.474229e-07
CD248,gene_expression,0.0
RALGPS1,gene_expression,0.0
TSPYL1,gene_expression,0.0
TUBE1,gene_expression,0.0
NDUFA4,gene_expression,6.818687e-13
RGS21,gene_expression,0.0
PARL,gene_expression,1.1918256e-08
STK40,gene_expression,0.0
SYS1,gene_expression,1.2275497e-07
SWSAP1,gene_expression,0.0
VEZT,gene_expression,0.0
ZCCHC7,gene_expression,0.0
MMACHC,gene_expression,4.1963936e-05
SDHAF3,gene_expression,0.0
KLHL1,gene_expression,0.0
GTSF1,gene_expression,0.0
FHIT,gene_expression,0.0
ERC1,gene_expression,0.0
FAM126B,gene_expression,0.0
ZNF317,gene_expression,0.0
GCLM,gene_expression,1.0033706e-08
DENND2D,gene_expression,2.9656385e-05
SPINK2,gene_expression,0.0
G2E3,gene_expression,0.0
COX17,gene_expression,4.217928e-08
TMEM230,gene_expression,0.0
RAB1B,gene_expression,5.3852403e-07
NSUN7,gene_expression,0.0
MAPRE3,gene_expression,0.0
BLOC1S2,gene_expression,0.0
MFSD5,gene_expression,0.0
KIAA1324L,gene_expression,0.0
MRPS21,gene_expression,1.8716869e-06
SCLT1,gene_expression,8.626245e-07
HIGD1A,gene_expression,5.1105053e-07
ZNF776,gene_expression,0.0
ZNF780B,gene_expression,0.0
MRPL2,gene_expression,1.4126599e-06
UGT2A3,gene_expression,0.0
YARS2,gene_expression,4.9418654e-06
STARD8,gene_expression,3.1840226e-08
NCS1,gene_expression,0.0
PSMA4,gene_expression,0.000109541295
ZNF786,gene_expression,0.0
TDRD9,gene_expression,4.2746996e-07
CPEB3,gene_expression,0.0
UBALD1,gene_expression,0.0
MTMR8,gene_expression,2.1793169e-07
ALKBH5,gene_expression,0.0
THOC3,gene_expression,7.387146e-07
RAB40B,gene_expression,7.270718e-06
GOLGB1,gene_expression,5.2253174e-10
NTPCR,gene_expression,0.0
DPH5,gene_expression,4.2092915e-06
SMYD2,gene_expression,7.4451123e-06
AHR,gene_expression,1.3373788e-05
TLR6,gene_expression,3.0474237e-07
CHPF,gene_expression,3.8094266e-05
COMMD9,gene_expression,3.2203513e-06
COQ10A,gene_expression,0.0
ISOC2,gene_expression,0.0
CCNG1,gene_expression,1.5970952e-06
PTPRN2,gene_expression,3.2444448e-05
DAZAP2,gene_expression,0.0
CMBL,gene_expression,0.0
TBC1D2,gene_expression,0.0
SYT15,gene_expression,0.0
ZNF442,gene_expression,0.0
SNW1,gene_expression,0.00012603564
DDX42,gene_expression,4.1695913e-10
RNPS1,gene_expression,0.000120631725
TARBP1,gene_expression,0.0
KIAA2026,gene_expression,0.0
FANCG,gene_expression,3.4437289e-13
FAM83F,gene_expression,0.0
SLC12A2,gene_expression,5.0877482e-08
OCIAD1,gene_expression,0.0
