,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
"Plasma lipoprotein assembly, remodeling, and clearance",0.0001654678,4.0,0.0001654678,-0.13439219,-0.08949804
"Platelet activation, signaling and aggregation",5.358317e-05,8.0,5.358317e-05,-0.15789852,-1.2729182
Diseases of signal transduction,1.1714063e-06,10.0,1.1714063e-06,-0.16890992,-1.864058
Epigenetic regulation of gene expression,0.053384226,6.0,0.053384226,11.046567,7.927948
Platelet Adhesion to exposed collagen,7.2294746e-08,2.0,7.2294746e-08,-0.16914085,0.4664441
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",1.6008844e-05,2.0,1.6008844e-05,-0.16579267,0.46901938
Diseases of Immune System,1.8559886e-06,2.0,1.8559886e-06,-0.1687661,0.46673232
Ion channel transport,8.2792496e-05,3.0,8.2792496e-05,-0.1517618,0.18847664
Adaptive Immune System,0.021306427,9.0,0.021306427,4.307204,1.8701925
Signal regulatory protein family interactions,3.5656265e-07,2.0,3.5656265e-07,-0.16908112,0.46649003
Innate Immune System,0.0028450112,14.0,0.0028450112,0.4285647,-2.5698352
Collagen formation,4.1425432e-05,3.0,4.1425432e-05,-0.16045278,0.18179175
Smooth Muscle Contraction,7.791348e-07,2.0,7.791348e-07,-0.16899236,0.4665583
Cardiac conduction,0.000117249874,8.0,0.000117249874,-0.1445225,-1.2626297
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,5.7804147e-05,2.0,5.7804147e-05,-0.15701172,0.47577348
Peroxisomal protein import,2.7390266e-05,2.0,2.7390266e-05,-0.1634015,0.47085863
Protein repair,6.9300518e-06,2.0,6.9300518e-06,-0.16770008,0.4675523
Metabolism of porphyrins,6.8948707e-06,3.0,6.8948707e-06,-0.16770746,0.17621164
Mitochondrial calcium ion transport,6.839304e-06,2.0,6.839304e-06,-0.16771914,0.4675376
Cytokine Signaling in Immune system,0.0022890582,6.0,0.0022890582,0.31176212,-0.32899714
Signaling by Leptin,1.81315e-06,2.0,1.81315e-06,-0.1687751,0.4667254
Factors involved in megakaryocyte development and platelet production,2.663592e-07,2.0,2.663592e-07,-0.16910008,0.46647546
Regulation of beta-cell development,2.1238126e-08,5.0,2.1238126e-08,-0.16915157,-0.40756905
Signaling by Non-Receptor Tyrosine Kinases,6.0620578e-06,2.0,6.0620578e-06,-0.16788244,0.467412
Striated Muscle Contraction,0.00014911081,2.0,0.00014911081,-0.13782871,0.49052858
Protein folding,4.1410854e-06,3.0,4.1410854e-06,-0.16828603,0.17576662
Binding and Uptake of Ligands by Scavenger Receptors,5.0574632e-05,6.0,5.0574632e-05,-0.1585306,-0.6907346
Signaling by Nuclear Receptors,5.486589e-06,3.0,5.486589e-06,-0.16800334,0.17598405
Chromosome Maintenance,7.935702e-07,3.0,7.935702e-07,-0.16898932,0.17522566
rRNA processing,0.00016867358,3.0,0.00016867358,-0.13371867,0.20235497
"Cell Cycle, Mitotic",2.6282367e-05,6.0,2.6282367e-05,-0.16363426,-0.6946602
Surfactant metabolism,2.6169383e-07,2.0,2.6169383e-07,-0.16910106,0.46647468
Cell junction organization,1.6308752e-05,4.0,1.6308752e-05,-0.16572967,-0.11360206
Transcription from mitochondrial promoters,4.3487136e-05,3.0,4.3487136e-05,-0.16001964,0.18212491
DNA Double-Strand Break Repair,0.007496593,4.0,0.007496593,1.4058356,1.095207
Processing of Capped Intronless Pre-mRNA,4.0172845e-06,4.0,4.0172845e-06,-0.16831203,-0.11558834
Amyloid fiber formation,0.002114956,2.0,0.002114956,0.27518424,0.8082079
Transmission across Electrical Synapses ,4.4313656e-06,2.0,4.4313656e-06,-0.16822504,0.46714848
Integrin signaling,7.707235e-06,2.0,7.707235e-06,-0.1675368,0.46767786
Intestinal absorption,0.0,3.0,0.0,-0.16915604,0.17509742
Cell Cycle Checkpoints,3.792819e-05,4.0,3.792819e-05,-0.16118754,-0.11010836
Synthesis of DNA,2.0837208e-05,4.0,2.0837208e-05,-0.16477826,-0.11287025
Nephrin family interactions,3.8504545e-06,2.0,3.8504545e-06,-0.16834709,0.46705458
Reversible hydration of carbon dioxide,6.181381e-08,2.0,6.181381e-08,-0.16914305,0.46644235
Myogenesis,4.510032e-06,2.0,4.510032e-06,-0.16820851,0.46716124
Mitochondrial iron-sulfur cluster biogenesis,6.029392e-07,2.0,6.029392e-07,-0.16902937,0.46652982
Metabolism of carbohydrates,0.0019776027,10.0,0.0019776027,0.24632709,-1.544668
RNA Polymerase I Transcription,0.0015453533,4.0,0.0015453533,0.15551394,0.13349055
Signaling by Hedgehog,1.3233222e-05,4.0,1.3233222e-05,-0.16637582,-0.114099056
Inositol phosphate metabolism,7.4738095e-06,13.0,7.4738095e-06,-0.16758583,-2.7370443
Base Excision Repair,1.5773392e-05,3.0,1.5773392e-05,-0.16584213,0.1776464
Gene Silencing by RNA,0.001062,6.0,0.001062,0.053964157,-0.5272889
Platelet homeostasis,2.0857572e-06,5.0,2.0857572e-06,-0.16871783,-0.4072354
Transcriptional regulation of white adipocyte differentiation,3.430826e-07,2.0,3.430826e-07,-0.16908395,0.46648782
Unfolded Protein Response (UPR),4.3289106e-06,5.0,4.3289106e-06,-0.16824657,-0.40687293
mTOR signalling,1.4431218e-05,4.0,1.4431218e-05,-0.16612412,-0.11390545
Aquaporin-mediated transport,0.00013856427,4.0,0.00013856427,-0.14004447,-0.093845636
Macroautophagy,6.196499e-07,2.0,6.196499e-07,-0.16902585,0.46653253
Elastic fibre formation,7.089086e-05,2.0,7.089086e-05,-0.15426226,0.47788832
