,,root
TPRG1L,gene_expression,-3.3587927e-05
TADA3,gene_expression,-0.00025531923
MFSD11,gene_expression,0.015860181
CAPN10,gene_expression,0.030854618
ELOVL7,gene_expression,-0.16192728
VPS37D,gene_expression,0.041337065
GOSR1,gene_expression,0.033788938
MPPED1,gene_expression,-0.0691679
GBA2,gene_expression,-0.00026104169
FOXJ3,gene_expression,-0.0031909358
EIF3I,gene_expression,3.2813519e-09
GABPB1,gene_expression,-3.8071341e-06
ANXA3,gene_expression,-0.010115419
CDK10,gene_expression,0.073594056
DDX21,gene_expression,0.00017439052
CD24,gene_expression,0.010996658
GHDC,gene_expression,0.14509316
NUP88,gene_expression,-0.0070691463
ZNF518A,gene_expression,-0.0004237706
HOOK3,gene_expression,0.00055830466
FLAD1,gene_expression,0.0008480202
NUBP2,gene_expression,0.101273075
MTMR11,gene_expression,0.028568186
ACSBG1,gene_expression,0.031483997
TPM2,gene_expression,-0.001365827
WNK1,gene_expression,0.0052550416
KDELR1,gene_expression,-0.021394055
PTPRA,gene_expression,0.13339981
IFT20,gene_expression,-0.012903073
GALC,gene_expression,-0.056159638
PIFO,gene_expression,0.035855234
ZNF341,gene_expression,0.06748051
MASTL,gene_expression,0.043685984
OR13C9,gene_expression,-1.7298953e-05
SOX21,gene_expression,0.0013374862
IL7R,gene_expression,-0.0025865328
IDH2,gene_expression,3.116173e-05
NPHP3,gene_expression,0.106003374
CXCR6,gene_expression,0.01281096
ZAN,gene_expression,0.0012865873
NECAP1,gene_expression,-4.767668e-06
MED4,gene_expression,-0.0045825997
ME2,gene_expression,-0.0032068493
RNF20,gene_expression,0.030417861
CCDC117,gene_expression,-5.1847237e-05
TMEM63B,gene_expression,0.03404586
CPNE8,gene_expression,-0.012104204
FMNL1,gene_expression,-0.08955937
LARS2,gene_expression,0.007241431
HESX1,gene_expression,-0.0018910086
PILRA,gene_expression,-0.05296327
ZBTB24,gene_expression,0.09840964
BRIX1,gene_expression,0.13478824
TRAPPC10,gene_expression,0.0034256019
NOD1,gene_expression,-9.1295804e-10
TBC1D4,gene_expression,-0.0024440733
NCOA5,gene_expression,0.008888611
EWSR1,gene_expression,5.8677987e-08
FCER1G,gene_expression,0.0297355
CRLF1,gene_expression,2.4348165e-05
NFATC3,gene_expression,0.0059678284
PSMD2,gene_expression,-0.047198426
NSD1,gene_expression,0.06955504
CARD11,gene_expression,3.2648117e-08
GPX4,gene_expression,-0.10028805
NUDT22,gene_expression,0.049921725
HYAL1,gene_expression,-0.0429826
ZNF225,gene_expression,-8.629158e-10
ZNF557,gene_expression,1.4616351e-05
NDRG1,gene_expression,-0.0043697655
WDR18,gene_expression,6.9402226e-08
REXO1,gene_expression,-2.1225109e-05
GPRC5B,gene_expression,-0.0006830684
HSPA13,gene_expression,0.005034868
PRMT7,gene_expression,-1.2229302e-06
SMIM13,gene_expression,0.040414058
MKLN1,gene_expression,0.040935017
NOC3L,gene_expression,0.04588314
ABTB1,gene_expression,-0.022960175
M6PR,gene_expression,-0.006786218
SDS,gene_expression,0.09451964
SEC61B,gene_expression,0.009023694
CSRP1,gene_expression,-0.12756751
