,,root
ARL5B,gene_expression,-0.04874558
UBE2D2,gene_expression,0.10387055
PLCXD1,gene_expression,0.026261766
IKZF5,gene_expression,-0.071705736
PRKAB1,gene_expression,-0.04663958
CT47A1,gene_expression,0.0051775556
CETN2,gene_expression,-0.11577776
DCTN6,gene_expression,-0.09773909
DNM1L,gene_expression,0.10810025
COMMD3,gene_expression,0.015012248
TP53I3,gene_expression,-0.0013715621
CCNYL1,gene_expression,-0.092344455
STT3A,gene_expression,0.11170829
PEG3,gene_expression,-0.03623047
TYSND1,gene_expression,0.0939161
TP53BP2,gene_expression,-0.09025352
MLLT11,gene_expression,0.0530195
HADHA,gene_expression,0.081701666
OCIAD1,gene_expression,0.026482485
MPP7,gene_expression,-0.03174027
RNASEH2C,gene_expression,0.08747907
CCDC88C,gene_expression,0.058878582
GFM2,gene_expression,-0.086531945
TCHP,gene_expression,0.0068914425
TOB2,gene_expression,0.0045079626
DIABLO,gene_expression,-0.08496812
JUN,gene_expression,-0.0036678393
RNF113A,gene_expression,-0.11639933
PHLDB1,gene_expression,-0.09124948
GIT2,gene_expression,0.03292323
TOR1A,gene_expression,0.03889777
NRSN2,gene_expression,-0.046093684
YOD1,gene_expression,0.049189072
GOLGA7B,gene_expression,0.0931718
DMXL2,gene_expression,0.010331324
RAVER1,gene_expression,-0.009995717
BOLA1,gene_expression,-0.01717302
RELL2,gene_expression,0.042812668
ERG,gene_expression,-0.0021214553
NACC1,gene_expression,-0.07275783
POSTN,gene_expression,0.008232728
GNG5,gene_expression,0.030758366
TMCO1,gene_expression,0.08501926
HAX1,gene_expression,0.009642108
ANKRD54,gene_expression,0.054961994
MRPS28,gene_expression,0.02998445
SLC25A28,gene_expression,0.08316442
EZR,gene_expression,0.08106538
PSME3,gene_expression,0.0014705809
AAAS,gene_expression,-0.0033882873
WDR81,gene_expression,0.10680898
ZBTB33,gene_expression,-0.03914061
EXD2,gene_expression,0.07152636
CREBL2,gene_expression,-0.05399433
XRCC5,gene_expression,-0.27827236
ZHX1,gene_expression,0.023554858
BNIP3,gene_expression,-0.0791965
TAPBPL,gene_expression,-0.1121136
LEPR,gene_expression,-0.049484782
CYLD,gene_expression,-0.049628228
EPM2A,gene_expression,0.05834015
