,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Post-translational modification: synthesis of GPI-anchored proteins,3.2550626e-05,4.0,3.2550626e-05,-0.24770285,-0.28276378
"Synthesis of IP2, IP, and Ins in the cytosol",4.9074124e-06,2.0,4.9074124e-06,-0.2834811,0.03235926
Signaling by Retinoic Acid,3.7646e-05,2.0,3.7646e-05,-0.24110797,0.06303787
Pyruvate metabolism and Citric Acid (TCA) cycle,2.1619128e-06,4.0,2.1619128e-06,-0.28703454,-0.31124035
RORA activates gene expression,4.739044e-05,2.0,4.739044e-05,-0.22849588,0.07216918
Erythrocytes take up carbon dioxide and release oxygen,2.270822e-07,2.0,2.270822e-07,-0.28953877,0.027973427
Neurotransmitter uptake and metabolism In glial cells,1.9387565e-09,2.0,1.9387565e-09,-0.28983018,0.027762448
Extrinsic Pathway of Fibrin Clot Formation,1.3632655e-12,2.0,1.3632655e-12,-0.28983268,0.027760636
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",0.0051128953,4.0,0.0051128953,6.327718,4.4779153
G2/M Checkpoints,0.0005460931,4.0,0.0005460931,0.4169681,0.19846554
Voltage gated Potassium channels,1.0101099e-07,2.0,1.0101099e-07,-0.28970194,0.027855294
Butyrophilin (BTN) family interactions,5.0546856e-07,2.0,5.0546856e-07,-0.28917846,0.028234312
Fibronectin matrix formation,0.0,2.0,0.0,-0.28983268,0.027760636
Syndecan interactions,2.4184441e-05,2.0,2.4184441e-05,-0.2585311,0.05042334
Mitotic G1-G1/S phases,0.0064753685,4.0,0.0064753685,8.091148,5.754659
Dissolution of Fibrin Clot,1.10162624e-07,2.0,1.10162624e-07,-0.2896901,0.02786386
Metabolism of steroids,0.0033871701,6.0,0.0033871701,4.094135,2.5197496
ECM proteoglycans,4.396609e-06,2.0,4.396609e-06,-0.2841422,0.031880602
RNA Polymerase I Transcription Termination,1.0014546e-06,2.0,1.0014546e-06,-0.28853652,0.028699078
Synthesis of IPs in the ER lumen,0.0,2.0,0.0,-0.28983268,0.027760636
mTORC1-mediated signalling,1.7977194e-05,2.0,1.7977194e-05,-0.26656505,0.044606656
Intrinsic Pathway of Fibrin Clot Formation,3.8625753e-06,2.0,3.8625753e-06,-0.2848334,0.03138017
Signaling by TGF-beta Receptor Complex in Cancer,0.0002332243,5.0,0.0002332243,0.012026331,-0.26523033
Signaling by Activin,2.9994913e-09,2.0,2.9994913e-09,-0.2898288,0.027763441
Influenza Infection,0.0035224776,3.0,0.0035224776,4.269262,3.1580834
Regulation of signaling by NODAL,0.0,2.0,0.0,-0.28983268,0.027760636
Signaling by SCF-KIT,4.9065666e-06,2.0,4.9065666e-06,-0.28348216,0.032358464
Cristae formation,3.1964196e-06,2.0,3.1964196e-06,-0.2856956,0.030755932
Selenoamino acid metabolism,2.9091205e-05,8.0,2.9091205e-05,-0.25218034,-0.9680593
Melanin biosynthesis,0.0,2.0,0.0,-0.28983268,0.027760636
WNT ligand biogenesis and trafficking,1.07062983e-10,2.0,1.07062983e-10,-0.28983253,0.027760724
"Incretin synthesis, secretion, and inactivation",2.938208e-06,3.0,2.938208e-06,-0.2860298,-0.13999948
Protein repair,0.0048435214,2.0,0.0048435214,5.9790707,4.566518
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,0.0,2.0,0.0,-0.28983268,0.027760636
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),0.0001702693,2.0,0.0001702693,-0.06945547,0.18731624
Transport of inorganic cations/anions and amino acids/oligopeptides,7.058861e-08,11.0,7.058861e-08,-0.2897413,-1.5067942
Resolution of Abasic Sites (AP sites),0.0009970876,5.0,0.0009970876,1.000684,0.45056912
Generic Transcription Pathway,0.00011018882,11.0,0.00011018882,-0.1472168,-1.4036047
Basigin interactions,1.8601494e-07,2.0,1.8601494e-07,-0.2895919,0.027934955
TNF signaling,2.9496289e-06,5.0,2.9496289e-06,-0.286015,-0.48101562
Formation of the cornified envelope,0.00017127254,2.0,0.00017127254,-0.06815699,0.18825634
Prostacyclin signalling through prostacyclin receptor,1.6631903e-09,2.0,1.6631903e-09,-0.28983054,0.02776219
Presynaptic depolarization and calcium channel opening,6.0205574e-10,2.0,6.0205574e-10,-0.2898319,0.027761197
Electric Transmission Across Gap Junctions,3.2323667e-05,2.0,3.2323667e-05,-0.24799658,0.05805042
Protein ubiquitination,6.348724e-05,3.0,6.348724e-05,-0.20766202,-0.083260305
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",3.551288e-06,2.0,3.551288e-06,-0.2852363,0.031088473
"TET1,2,3 and TDG demethylate DNA",5.5476235e-06,2.0,5.5476235e-06,-0.28265247,0.032959186
Post-transcriptional silencing by small RNAs,6.8646286e-06,2.0,6.8646286e-06,-0.28094786,0.034193333
Advanced glycosylation endproduct receptor signaling,3.323954e-06,2.0,3.323954e-06,-0.28553054,0.030875424
Amyloid fiber formation,5.308165e-07,2.0,5.308165e-07,-0.28914565,0.028258046
RNA Polymerase III Abortive And Retractive Initiation,0.00010967266,2.0,0.00010967266,-0.14788486,0.13053247
Electron transport from NADPH to Ferredoxin,2.748363e-05,2.0,2.748363e-05,-0.254261,0.053514954
p75 NTR receptor-mediated signalling,1.2854596e-05,8.0,1.2854596e-05,-0.27319515,-0.98327434
Scavenging by Class F Receptors,1.7754724e-06,2.0,1.7754724e-06,-0.2875347,0.029424405
