,coef
R-HSA-163125,3.2550626e-05
R-HSA-1855183,4.9074124e-06
R-HSA-5362517,3.7646e-05
R-HSA-71406,2.1619128e-06
R-HSA-1368082,4.739044e-05
R-HSA-1237044,2.270822e-07
R-HSA-112313,1.9387565e-09
R-HSA-140834,1.3632655e-12
R-HSA-163200,0.0051128953
R-HSA-69481,0.0005460931
R-HSA-1296072,1.0101099e-07
R-HSA-8851680,5.0546856e-07
R-HSA-1566977,0.0
R-HSA-3000170,2.4184441e-05
R-HSA-453279,0.0064753685
R-HSA-75205,1.10162624e-07
R-HSA-8957322,0.0033871701
R-HSA-3000178,4.396609e-06
R-HSA-73863,1.0014546e-06
R-HSA-1855231,0.0
R-HSA-166208,1.7977194e-05
R-HSA-140837,3.8625753e-06
R-HSA-3304351,0.0002332243
R-HSA-1502540,2.9994913e-09
R-HSA-168254,0.0035224776
R-HSA-1433617,0.0
R-HSA-1433557,4.9065666e-06
R-HSA-8949613,3.1964196e-06
R-HSA-2408522,2.9091205e-05
R-HSA-5662702,0.0
R-HSA-3238698,1.07062983e-10
R-HSA-400508,2.938208e-06
R-HSA-5676934,0.0048435214
R-HSA-210746,0.0
R-HSA-975957,0.0001702693
R-HSA-425393,7.058861e-08
R-HSA-73933,0.0009970876
R-HSA-212436,0.00011018882
R-HSA-210991,1.8601494e-07
R-HSA-75893,2.9496289e-06
R-HSA-6809371,0.00017127254
R-HSA-392851,1.6631903e-09
R-HSA-112308,6.0205574e-10
R-HSA-112303,3.2323667e-05
R-HSA-8852135,6.348724e-05
R-HSA-450513,3.551288e-06
R-HSA-5221030,5.5476235e-06
R-HSA-426496,6.8646286e-06
R-HSA-879415,3.323954e-06
R-HSA-977225,5.308165e-07
R-HSA-749476,0.00010967266
R-HSA-2395516,2.748363e-05
R-HSA-193704,1.2854596e-05
R-HSA-3000484,1.7754724e-06
R-HSA-5693606,0.00059421104
R-HSA-936837,4.906598e-07
R-HSA-112314,7.217079e-07
R-HSA-166520,2.3796647e-05
R-HSA-5609975,0.0
R-HSA-74182,2.9863782e-05
R-HSA-2132295,3.9867897e-05
R-HSA-499943,1.913161e-06
R-HSA-2129379,3.3828703e-05
R-HSA-2160456,0.0
R-HSA-6811442,4.102208e-05
R-HSA-1300645,0.0
R-HSA-75158,5.1270836e-06
R-HSA-5620920,2.9570077e-05
R-HSA-2644603,0.00029861715
R-HSA-5545483,5.625323e-06
R-HSA-163316,3.5995573e-08
R-HSA-5661231,0.0
R-HSA-5661270,5.738634e-06
R-HSA-1442490,5.147588e-08
R-HSA-2559583,6.948497e-07
R-HSA-5579029,3.132676e-06
R-HSA-8868766,7.7392605e-07
R-HSA-5684996,2.813834e-07
R-HSA-6784531,3.8282255e-06
R-HSA-425366,9.743987e-08
R-HSA-8934903,0.00056645257
R-HSA-76005,3.566048e-06
R-HSA-3858494,3.31332e-05
R-HSA-2978092,4.9719333e-06
R-HSA-2022377,3.030832e-06
R-HSA-1368108,4.2524653e-07
R-HSA-8964572,1.516239e-06
R-HSA-373760,0.00012897045
R-HSA-2161517,0.0
R-HSA-446203,3.908279e-05
R-HSA-381340,6.426982e-05
R-HSA-209952,0.0
R-HSA-388841,4.9527527e-05
R-HSA-8963898,6.4891897e-06
R-HSA-1855167,6.461269e-11
R-HSA-1475029,6.7232037e-07
R-HSA-2028269,3.0030915e-07
R-HSA-8849175,7.7222735e-09
R-HSA-1643713,0.00014036983
R-HSA-674695,1.16017445e-05
R-HSA-73929,6.655834e-05
R-HSA-68886,0.0024290325
R-HSA-189451,8.024455e-06
R-HSA-1630316,0.0007361436
R-HSA-9033500,2.8762733e-07
R-HSA-3000480,9.951456e-06
R-HSA-5619084,0.00019734788
R-HSA-163680,0.00021124454
R-HSA-5213460,3.5801788e-06
R-HSA-74752,1.5081784e-05
R-HSA-163841,4.6327255e-05
R-HSA-1592389,6.1512415e-06
R-HSA-422085,6.0255592e-05
R-HSA-1834949,0.0012477486
R-HSA-8939211,8.87899e-05
R-HSA-5632927,8.903133e-09
R-HSA-191859,1.4082593e-05
R-HSA-5660489,1.6158529e-07
R-HSA-429947,0.00012286392
R-HSA-5653890,5.6265008e-06
R-HSA-162906,2.6337925e-06
R-HSA-8956320,1.2240637e-05
R-HSA-163767,5.5560562e-05
R-HSA-422356,5.8352766e-06
R-HSA-1799339,0.000590121
R-HSA-168928,4.7509333e-05
R-HSA-9018678,1.7715904e-05
R-HSA-8964043,5.069367e-06
R-HSA-5578768,1.0915255e-08
R-HSA-1227986,3.842497e-06
R-HSA-194840,1.0283478e-06
R-HSA-5578749,8.188291e-09
R-HSA-9013694,2.7252904e-07
R-HSA-210745,2.2602644e-06
R-HSA-5602358,0.0004969458
R-HSA-6794361,2.3350647e-06
R-HSA-6783310,0.0003890831
R-HSA-8979227,0.00022828461
R-HSA-1369062,4.3762016e-06
R-HSA-5617472,8.648335e-06
R-HSA-8956319,0.00015483958
R-HSA-1296346,1.3309302e-08
R-HSA-199992,0.0005591296
R-HSA-5621481,7.746642e-05
R-HSA-209776,6.401343e-07
R-HSA-390466,0.0014187316
R-HSA-8955332,2.7881532e-07
R-HSA-77595,7.8182705e-07
R-HSA-432040,5.326464e-07
R-HSA-168643,0.0015790225
R-HSA-421270,1.48461095e-05
R-HSA-189085,2.9121865e-09
R-HSA-5652084,3.5452205e-05
R-HSA-5696399,1.2193032e-05
R-HSA-6807505,2.3310871e-05
R-HSA-5576893,2.2252082e-09
R-HSA-982772,0.0005182808
R-HSA-3000471,1.1505826e-07
R-HSA-1369007,3.1144836e-07
R-HSA-8853659,6.215235e-05
R-HSA-5601884,2.7327747e-05
R-HSA-72613,4.3777338e-05
R-HSA-5334118,8.01087e-05
R-HSA-425397,6.566034e-06
R-HSA-379724,0.00056680344
R-HSA-450385,2.3170705e-05
R-HSA-2892247,2.0448708e-05
R-HSA-3214815,0.00019808483
R-HSA-69052,1.0212388e-05
R-HSA-75157,2.7659045e-05
R-HSA-201681,0.00016768108
R-HSA-456926,4.3052253e-08
R-HSA-3000157,6.8295867e-07
R-HSA-6798163,2.0181453e-06
R-HSA-3214841,1.8397499e-07
R-HSA-70895,2.1750193e-07
R-HSA-69618,8.679091e-06
R-HSA-917977,4.887836e-08
R-HSA-73980,8.69858e-05
R-HSA-1855204,0.00025213775
R-HSA-8856828,0.0004618297
R-HSA-75955,1.1287682e-05
R-HSA-8853383,1.9367478e-06
R-HSA-5632987,1.8829246e-08
R-HSA-5668541,9.249336e-06
R-HSA-3214842,9.868003e-10
R-HSA-69190,1.7898263e-05
R-HSA-5632968,8.094063e-06
R-HSA-430116,1.07288585e-07
R-HSA-5250941,0.000830198
R-HSA-418360,1.8868292e-11
R-HSA-381426,0.0056197317
R-HSA-201451,9.017592e-06
R-HSA-983189,3.0529484e-06
R-HSA-5693571,0.00021638443
R-HSA-3906995,2.2468634e-05
R-HSA-8982491,5.9134195e-06
R-HSA-170834,0.00018992354
R-HSA-392518,1.2021284e-08
R-HSA-5358606,1.2633866e-06
R-HSA-8981607,0.0
R-HSA-6803157,8.043199e-05
R-HSA-373753,6.06515e-07
R-HSA-2262749,1.0073137e-06
R-HSA-500792,0.0011549287
R-HSA-9012852,3.4249886e-05
R-HSA-177929,2.7104259e-05
R-HSA-429958,7.315863e-05
R-HSA-8873719,2.4083854e-05
R-HSA-5576892,3.0522511e-07
R-HSA-4791275,0.00025324663
R-HSA-76046,0.0002804734
R-HSA-975956,5.6791494e-05
R-HSA-77588,4.059945e-05
R-HSA-389661,4.1554503e-07
R-HSA-195258,0.00025210847
R-HSA-1296061,1.7555042e-08
R-HSA-2168880,3.989145e-05
R-HSA-199977,0.0008320887
R-HSA-5687128,7.525397e-09
