,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,2.6157922e-09,2.0,2.6157922e-09,-0.20186935,0.022852728
ABC transporters in lipid homeostasis,4.376214e-06,2.0,4.376214e-06,-0.19405344,0.028704304
ADP signalling through P2Y purinoceptor 1,1.2986258e-10,2.0,1.2986258e-10,-0.20187381,0.022849401
ADP signalling through P2Y purinoceptor 12,1.9284919e-08,2.0,1.9284919e-08,-0.20183958,0.022875024
AKT phosphorylates targets in the cytosol,3.9754186e-06,2.0,3.9754186e-06,-0.19476968,0.028168077
AKT phosphorylates targets in the nucleus,3.034511e-06,2.0,3.034511e-06,-0.19645114,0.0269092
AKT-mediated inactivation of FOXO1A,2.2602649e-06,2.0,2.2602649e-06,-0.19783479,0.025873309
ALKBH2 mediated reversal of alkylation damage,1.5201925e-08,2.0,1.5201925e-08,-0.20184687,0.02286957
ALKBH3 mediated reversal of alkylation damage,1.3985076e-06,2.0,1.3985076e-06,-0.19937481,0.024720345
AMER1 mutants destabilize the destruction complex,4.0495215e-05,3.0,4.0495215e-05,-0.12950622,-0.5548603
AMPK inhibits chREBP transcriptional activation activity,0.00021124436,2.0,0.00021124436,0.17563464,0.3054806
APC/C-mediated degradation of cell cycle proteins,0.00031168555,5.0,0.00031168555,0.35513017,-1.4558041
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,2.777917e-06,2.0,2.777917e-06,-0.1969097,0.026565896
ARL13B-mediated ciliary trafficking of INPP5E,1.2454304e-05,2.0,1.2454304e-05,-0.17961732,0.039512273
ATF4 activates genes,1.8064284e-06,2.0,1.8064284e-06,-0.19864582,0.025266113
ATF6 (ATF6-alpha) activates chaperone genes,7.238059e-05,2.0,7.238059e-05,-0.07252478,0.1196898
ATP sensitive Potassium channels,9.902802e-12,2.0,9.902802e-12,-0.20187402,0.022849243
AUF1 (hnRNP D0) binds and destabilizes mRNA,2.8331302e-05,2.0,2.8331302e-05,-0.151244,0.060754675
"AXIN mutants destabilize the destruction complex, activating WNT signaling",3.528058e-05,3.0,3.528058e-05,-0.13882513,-0.5618371
Abacavir metabolism,1.9065152e-05,2.0,1.9065152e-05,-0.16780326,0.048357163
Abacavir transmembrane transport,0.0,2.0,0.0,-0.20187403,0.022849219
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,4.971968e-06,2.0,4.971968e-06,-0.19298878,0.029501395
Acetylation,0.0,2.0,0.0,-0.20187403,0.022849219
Acetylcholine Neurotransmitter Release Cycle,4.2298653e-09,2.0,4.2298653e-09,-0.20186648,0.022854881
Acetylcholine binding and downstream events,8.186397e-07,2.0,8.186397e-07,-0.20041107,0.023944497
Acetylcholine regulates insulin secretion,9.652802e-06,2.0,9.652802e-06,-0.1846238,0.035764042
Acrosome Reaction,0.0,2.0,0.0,-0.20187403,0.022849219
Activated NOTCH1 Transmits Signal to the Nucleus,1.18739135e-05,2.0,1.18739135e-05,-0.18065451,0.038735755
Activation and oligomerization of BAK protein,2.2896609e-06,2.0,2.2896609e-06,-0.19778225,0.025912628
Activation of ATR in response to replication stress,0.0006273098,2.0,0.0006273098,0.9191731,0.86214936
Activation of BH3-only proteins,5.293133e-07,6.0,5.293133e-07,-0.20092812,-2.5040004
Activation of C3 and C5,0.0,2.0,0.0,-0.20187403,0.022849219
Activation of Matrix Metalloproteinases,6.151259e-06,2.0,6.151259e-06,-0.1908813,0.031079214
Activation of NMDA receptor and postsynaptic events,1.1540467e-06,3.0,1.1540467e-06,-0.19981167,-0.60749626
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,8.9185545e-05,2.0,8.9185545e-05,-0.04249314,0.14217375
Activation of RAC1,0.00021532169,2.0,0.00021532169,0.18292111,0.31093583
Activation of SMO,3.1905085e-05,2.0,3.1905085e-05,-0.14485738,0.06553618
Activation of anterior HOX genes in hindbrain development during early embryogenesis,8.648037e-06,2.0,8.648037e-06,-0.18641938,0.03441974
Activation of kainate receptors upon glutamate binding,2.2404436e-06,3.0,2.2404436e-06,-0.19787021,-0.60604274
Activation of the pre-replicative complex,1.414345e-05,2.0,1.414345e-05,-0.17659868,0.041772246
"Activation, myristolyation of BID and translocation to mitochondria",1.9177155e-06,2.0,1.9177155e-06,-0.19844694,0.025414998
"Activation, translocation and oligomerization of BAX",1.0211567e-06,2.0,1.0211567e-06,-0.20004915,0.024215462
Adherens junctions interactions,1.7604735e-06,2.0,1.7604735e-06,-0.19872794,0.025204621
Adrenaline signalling through Alpha-2 adrenergic receptor,2.765675e-09,2.0,2.765675e-09,-0.2018691,0.022852924
"Adrenaline,noradrenaline inhibits insulin secretion",1.9956045e-05,2.0,1.9956045e-05,-0.16621117,0.04954913
Advanced glycosylation endproduct receptor signaling,3.323963e-06,2.0,3.323963e-06,-0.19593388,0.027296469
Aflatoxin activation and detoxification,2.0952742e-05,2.0,2.0952742e-05,-0.16442999,0.050882645
Agmatine biosynthesis,0.0,2.0,0.0,-0.20187403,0.022849219
Amine Oxidase reactions,0.0,3.0,0.0,-0.20187403,-0.6090403
Amino Acid conjugation,2.2469105e-06,2.0,2.2469105e-06,-0.19785865,0.025855454
Amino acid transport across the plasma membrane,1.0696081e-09,2.0,1.0696081e-09,-0.20187213,0.022850662
Amplification of signal from the kinetochores,2.0575255e-05,2.0,2.0575255e-05,-0.16510458,0.05037759
Amyloid fiber formation,5.3081413e-07,2.0,5.3081413e-07,-0.20092542,0.023559418
Anchoring fibril formation,0.0,2.0,0.0,-0.20187403,0.022849219
Anchoring of the basal body to the plasma membrane,0.000139736,2.0,0.000139736,0.04784412,0.20980701
Antagonism of Activin by Follistatin,2.901568e-09,2.0,2.901568e-09,-0.20186885,0.022853095
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",1.0060633e-05,2.0,1.0060633e-05,-0.18389496,0.0363097
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.0001992271,2.0,0.0001992271,0.15415893,0.28940228
Antigen processing-Cross presentation,0.00012850782,5.0,0.00012850782,0.027778555,-1.700884
Antigen processing: Ubiquitination & Proteasome degradation,0.0015181402,2.0,0.0015181402,2.5111504,2.054023
Antiviral mechanism by IFN-stimulated genes,7.818735e-06,2.0,7.818735e-06,-0.1879014,0.03331019
Apoptosis induced DNA fragmentation,1.1430608e-07,2.0,1.1430608e-07,-0.20166977,0.023002153
Apoptotic cleavage of cellular proteins,2.306544e-06,4.0,2.306544e-06,-0.19775207,-1.2378438
Apoptotic factor-mediated response,1.048643e-05,3.0,1.048643e-05,-0.18313403,-0.5950101
Arachidonate production from DAG,2.7518865e-10,2.0,2.7518865e-10,-0.20187354,0.022849586
Arachidonic acid metabolism,0.0028234406,9.0,0.00031371563,0.35875806,-0.62279534
Aryl hydrocarbon receptor signalling,1.2563644e-06,2.0,1.2563644e-06,-0.19962883,0.02453016
Assembly of active LPL and LIPC lipase complexes,1.6462027e-07,2.0,1.6462027e-07,-0.20157985,0.023069479
Assembly of the pre-replicative complex,8.2617735e-05,4.0,8.2617735e-05,-0.05423028,-1.1303926
Association of TriC/CCT with target proteins during biosynthesis,0.00011660722,2.0,0.00011660722,0.0065113385,0.17886218
Astrocytic Glutamate-Glutamine Uptake And Metabolism,1.9403392e-09,2.0,1.9403392e-09,-0.20187056,0.022851812
Attachment of GPI anchor to uPAR,2.1640892e-05,2.0,2.1640892e-05,-0.16320021,0.05180334
B-WICH complex positively regulates rRNA expression,0.00067815284,2.0,0.00067815284,1.0100331,0.9301741
BBSome-mediated cargo-targeting to cilium,1.7254341e-07,2.0,1.7254341e-07,-0.2015657,0.02308007
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,1.5014593e-06,2.0,1.5014593e-06,-0.19919083,0.024858065
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",4.2523598e-07,2.0,4.2523598e-07,-0.2011141,0.023418162
Basigin interactions,1.8601474e-07,2.0,1.8601474e-07,-0.20154162,0.023098096
Beta-catenin phosphorylation cascade,4.8081934e-06,2.0,4.8081934e-06,-0.19328146,0.029282287
Bicarbonate transporters,9.51412e-10,2.0,9.51412e-10,-0.20187233,0.022850491
Bile acid and bile salt metabolism,8.8699126e-05,3.0,8.8699126e-05,-0.0433624,-0.49036652
Biosynthesis of DHA-derived SPMs,5.0339513e-06,6.0,5.0339513e-06,-0.19287801,-2.4979734
Biosynthesis of DPA-derived SPMs,5.5785633e-05,3.0,5.5785633e-05,-0.10218115,-0.53440267
Biosynthesis of EPA-derived SPMs,3.412158e-05,3.0,3.412158e-05,-0.14089635,-0.5633878
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,2.412978e-07,2.0,2.412978e-07,-0.20144282,0.023172062
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",0.0,1.0,0.0,-0.20187403,0.6547387
Biotin transport and metabolism,4.909498e-05,2.0,4.909498e-05,-0.11413783,0.08853514
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,2.317064e-05,2.0,2.317064e-05,-0.16046646,0.053850036
Butyrophilin (BTN) family interactions,5.0507913e-07,2.0,5.0507913e-07,-0.20097142,0.02352499
C6 deamination of adenosine,3.0242825e-07,2.0,3.0242825e-07,-0.20133358,0.023253854
CD209 (DC-SIGN) signaling,2.2192744e-06,2.0,2.2192744e-06,-0.19790803,0.025818458
CD22 mediated BCR regulation,2.4868807e-05,2.0,2.4868807e-05,-0.1574317,0.056122083
CD28 co-stimulation,1.4192838e-06,3.0,1.4192838e-06,-0.19933768,-0.6071413
CDK-mediated phosphorylation and removal of Cdc6,1.0351001e-05,2.0,1.0351001e-05,-0.18337606,0.036698192
CDO in myogenesis,0.00020149368,2.0,0.00020149368,0.15820946,0.2924348
CHL1 interactions,1.1365306e-05,2.0,1.1365306e-05,-0.18156342,0.038055275
CLEC7A (Dectin-1) signaling,7.2193674e-05,4.0,7.2193674e-05,-0.07285882,-1.1443393
COPI-mediated anterograde transport,0.0028759786,2.0,0.0028759786,4.937704,3.870724
COPII-mediated vesicle transport,0.0020438244,2.0,0.0020438244,3.4505854,2.7573547
COX reactions,7.494574e-11,2.0,7.494574e-11,-0.2018739,0.022849318
CREB3 factors activate genes,8.940417e-06,2.0,8.940417e-06,-0.18589687,0.034810923
CRMPs in Sema3A signaling,3.2013748e-05,2.0,3.2013748e-05,-0.1446632,0.065681554
CTLA4 inhibitory signaling,5.109402e-05,2.0,5.109402e-05,-0.1105654,0.09120973
Ca2+ activated K+ channels,1.1839459e-08,2.0,1.1839459e-08,-0.20185289,0.022865068
Ca2+ pathway,1.3074705e-05,2.0,1.3074705e-05,-0.17850861,0.040342335
CaM pathway,1.7275494e-05,2.0,1.7275494e-05,-0.1710015,0.04596272
Cap-dependent Translation Initiation,2.7978404e-06,7.0,2.7978404e-06,-0.1968741,-3.132855
Carboxyterminal post-translational modifications of tubulin,2.7880165e-07,2.0,2.7880165e-07,-0.2013758,0.023222242
Cargo concentration in the ER,6.5777996e-08,2.0,6.5777996e-08,-0.20175649,0.022937225
Cargo recognition for clathrin-mediated endocytosis,0.00046182962,2.0,0.00046182962,0.62344825,0.64074755
Carnitine synthesis,2.174878e-07,2.0,2.174878e-07,-0.20148538,0.023140214
Catecholamine biosynthesis,0.0,2.0,0.0,-0.20187403,0.022849219
Cation-coupled Chloride cotransporters,8.3724594e-10,2.0,8.3724594e-10,-0.20187254,0.022850357
