,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,2.6141522e-09,2.0,2.6141522e-09,-0.20947129,0.25722936
A tetrasaccharide linker sequence is required for GAG synthesis,1.6658427e-05,8.0,1.6658427e-05,-0.17695561,-0.0020870385
ABC transporters in lipid homeostasis,4.376214e-06,9.0,4.376214e-06,-0.2009331,-0.06810637
ADP signalling through P2Y purinoceptor 1,1.2983646e-10,14.0,1.2983646e-10,-0.20947613,-0.31184506
ADP signalling through P2Y purinoceptor 12,1.9284919e-08,13.0,1.9284919e-08,-0.20943874,-0.2643935
AKT phosphorylates targets in the cytosol,3.9754195e-06,13.0,3.9754195e-06,-0.20171553,-0.25840342
AKT phosphorylates targets in the nucleus,3.034511e-06,8.0,3.034511e-06,-0.20355238,-0.022715315
AKT-mediated inactivation of FOXO1A,2.2602649e-06,4.0,2.2602649e-06,-0.20506388,0.16580258
ALKBH2 mediated reversal of alkylation damage,1.5199094e-08,2.0,1.5199094e-08,-0.20944671,0.2572484
ALKBH3 mediated reversal of alkylation damage,1.3985076e-06,3.0,1.3985076e-06,-0.2067462,0.21192034
AMPK inhibits chREBP transcriptional activation activity,0.00021124438,6.0,0.00021124438,0.20291722,0.38738495
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.20947638,0.30464795
APC truncation mutants have impaired AXIN binding,0.00024238955,10.0,0.00024238955,0.2637192,0.24485233
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,4.475372e-07,42.0,4.475372e-07,-0.2086027,-1.6389991
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,2.7779158e-06,6.0,2.7779158e-06,-0.2040533,0.07174127
APOBEC3G mediated resistance to HIV-1 infection,2.8112959e-06,4.0,2.8112959e-06,-0.20398813,0.16663691
ARL13B-mediated ciliary trafficking of INPP5E,1.2454287e-05,3.0,1.2454287e-05,-0.18516299,0.22866015
ATF4 activates genes,1.8064278e-06,2.0,1.8064278e-06,-0.20594984,0.25996056
ATF6 (ATF6-alpha) activates chaperone genes,7.238059e-05,6.0,7.238059e-05,-0.06817419,0.17712823
ATP sensitive Potassium channels,9.826618e-12,2.0,9.826618e-12,-0.20947637,0.25722542
AUF1 (hnRNP D0) binds and destabilizes mRNA,2.83313e-05,32.0,2.83313e-05,-0.15416771,-1.1225542
AURKA Activation by TPX2,0.00035226904,48.0,0.00035226904,0.4782271,-1.3908336
AXIN missense mutants destabilize the destruction complex,3.527879e-05,10.0,3.527879e-05,-0.14060473,-0.068738654
Abacavir metabolism,1.9065154e-05,3.0,1.9065154e-05,-0.17225717,0.23866981
Abacavir transmembrane transport,0.0,1.0,0.0,-0.20947638,0.30464795
