,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,2.8575831e-08,2.0,2.8575831e-08,-0.1537374,0.2923335
A tetrasaccharide linker sequence is required for GAG synthesis,1.3557899e-05,8.0,1.3557899e-05,-0.14472422,0.02370969
ABC transporters in lipid homeostasis,0.0004442946,9.0,0.0004442946,0.14223112,0.19517478
ADP signalling through P2Y purinoceptor 1,4.0603732e-05,14.0,4.0603732e-05,-0.12670638,-0.23809294
ADP signalling through P2Y purinoceptor 12,0.00011771858,13.0,0.00011771858,-0.07533272,-0.15326796
AKT phosphorylates targets in the cytosol,0.00011955341,13.0,0.00011955341,-0.07411037,-0.15234198
AKT phosphorylates targets in the nucleus,0.00077064545,8.0,0.00077064545,0.35964495,0.40577814
AKT-mediated inactivation of FOXO1A,3.5800585e-06,4.0,3.5800585e-06,-0.15137142,0.20230862
ALKBH2 mediated reversal of alkylation damage,9.443301e-10,2.0,9.443301e-10,-0.15375581,0.2923196
ALKBH3 mediated reversal of alkylation damage,3.6019138e-08,3.0,3.6019138e-08,-0.15373245,0.24642868
AMPK inhibits chREBP transcriptional activation activity,2.5399477e-05,6.0,2.5399477e-05,-0.1368354,0.12150274
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.15375644,0.33822766
APC truncation mutants have impaired AXIN binding,7.0690665e-05,10.0,7.0690665e-05,-0.10666256,-0.03927511
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,2.980203e-05,42.0,2.980203e-05,-0.13390243,-1.5289843
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,5.2875443e-08,6.0,5.2875443e-08,-0.15372121,0.108711444
APOBEC3G mediated resistance to HIV-1 infection,1.4857278e-05,4.0,1.4857278e-05,-0.14385858,0.20799972
ARL13B-mediated ciliary trafficking of INPP5E,1.3802327e-07,3.0,1.3802327e-07,-0.15366448,0.24648017
ATF4 activates genes,1.1796049e-08,2.0,1.1796049e-08,-0.15374859,0.29232505
ATF6 (ATF6-alpha) activates chaperone genes,7.1070403e-06,6.0,7.1070403e-06,-0.14902176,0.11227136
ATP sensitive Potassium channels,7.0918084e-08,2.0,7.0918084e-08,-0.1537092,0.29235488
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.00014861688,32.0,0.00014861688,-0.054748382,-1.0099379
AURKA Activation by TPX2,9.628356e-05,48.0,9.628356e-05,-0.08961266,-1.7708853
AXIN missense mutants destabilize the destruction complex,2.567695e-11,10.0,2.567695e-11,-0.15375642,-0.07494953
Abacavir metabolism,9.408022e-08,3.0,9.408022e-08,-0.15369377,0.246458
Abacavir transmembrane transport,0.0,1.0,0.0,-0.15375644,0.33822766
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,7.063233e-07,2.0,7.063233e-07,-0.15328589,0.29267555
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,6.2929073e-10,2.0,6.2929073e-10,-0.15375602,0.29231942
Acetylation,0.0,1.0,0.0,-0.15375644,0.33822766
Acetylcholine Neurotransmitter Release Cycle,1.7738874e-06,6.0,1.7738874e-06,-0.15257469,0.109579965
Acetylcholine regulates insulin secretion,2.0612548e-08,6.0,2.0612548e-08,-0.15374272,0.10869516
Acrosome Reaction,0.0,1.0,0.0,-0.15375644,0.33822766
Activated NOTCH1 Transmits Signal to the Nucleus,0.00069930655,20.0,0.00069930655,0.31211922,-0.1811264
Activated NTRK2 signals through CDK5,7.7006646e-10,5.0,7.7006646e-10,-0.15375593,0.15459374
