,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,2.8575695e-08,2.0,2.8575695e-08,-0.15826938,0.054844163
ABC transporters in lipid homeostasis,0.0004442946,2.0,0.0004442946,0.10259996,0.2418647
ADP signalling through P2Y purinoceptor 1,4.0603776e-05,2.0,4.0603776e-05,-0.13444395,0.0719249
ADP signalling through P2Y purinoceptor 12,0.00011771858,2.0,0.00011771858,-0.08916278,0.10438756
AKT phosphorylates targets in the cytosol,0.00011955342,2.0,0.00011955342,-0.088085376,0.10515996
AKT phosphorylates targets in the nucleus,0.0007706455,2.0,0.0007706455,0.29423052,0.37924707
AKT-mediated inactivation of FOXO1A,3.5800679e-06,2.0,3.5800679e-06,-0.15618397,0.056339215
ALKBH2 mediated reversal of alkylation damage,9.449362e-10,2.0,9.449362e-10,-0.1582856,0.05483252
ALKBH3 mediated reversal of alkylation damage,3.6018672e-08,2.0,3.6018672e-08,-0.158265,0.054847296
AMER1 mutants destabilize the destruction complex,1.1192805e-05,3.0,1.1192805e-05,-0.15171383,-0.4929008
AMPK inhibits chREBP transcriptional activation activity,2.5399477e-05,2.0,2.5399477e-05,-0.1433718,0.06552443
APC/C-mediated degradation of cell cycle proteins,8.272156e-06,5.0,8.272156e-06,-0.15342882,-1.5990196
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,5.2849007e-08,2.0,5.2849007e-08,-0.15825512,0.054854374
ARL13B-mediated ciliary trafficking of INPP5E,1.3802932e-07,2.0,1.3802932e-07,-0.1582051,0.054890238
ATF4 activates genes,1.1816656e-08,2.0,1.1816656e-08,-0.15827921,0.054837108
ATF6 (ATF6-alpha) activates chaperone genes,7.1070403e-06,2.0,7.1070403e-06,-0.15411296,0.057823945
ATP sensitive Potassium channels,7.091738e-08,2.0,7.091738e-08,-0.1582445,0.05486199
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.00014861688,2.0,0.00014861688,-0.07101955,0.11739467
"AXIN mutants destabilize the destruction complex, activating WNT signaling",2.2370734e-09,3.0,2.2370734e-09,-0.15828484,-0.4976116
Abacavir metabolism,9.40801e-08,2.0,9.40801e-08,-0.1582309,0.054871738
Abacavir transmembrane transport,0.0,2.0,0.0,-0.15828615,0.054832134
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,6.292892e-10,2.0,6.292892e-10,-0.15828578,0.054832403
Acetylation,0.0,2.0,0.0,-0.15828615,0.054832134
Acetylcholine Neurotransmitter Release Cycle,1.7738888e-06,2.0,1.7738888e-06,-0.15724455,0.05557887
Acetylcholine binding and downstream events,9.70356e-09,2.0,9.70356e-09,-0.15828046,0.05483621
Acetylcholine regulates insulin secretion,2.0603938e-08,2.0,2.0603938e-08,-0.15827405,0.054840807
Acrosome Reaction,0.0,2.0,0.0,-0.15828615,0.054832134
Activated NOTCH1 Transmits Signal to the Nucleus,0.0006993066,2.0,0.0006993066,0.2523409,0.34921587
Activation and oligomerization of BAK protein,1.1227793e-10,2.0,1.1227793e-10,-0.15828608,0.05483218
Activation of ATR in response to replication stress,1.1617957e-07,2.0,1.1617957e-07,-0.15821794,0.05488104
Activation of BH3-only proteins,9.372e-06,6.0,9.372e-06,-0.152783,-2.1510012
Activation of C3 and C5,0.0,2.0,0.0,-0.15828615,0.054832134
Activation of Matrix Metalloproteinases,4.3561424e-05,2.0,4.3561424e-05,-0.13270725,0.07316997
Activation of NMDA receptor and postsynaptic events,1.8413402e-05,3.0,1.8413402e-05,-0.14747395,-0.48986116
