,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
"Platelet activation, signaling and aggregation",0.00029662575,8.0,0.00029662575,-0.30319124,-1.3087169
Signaling by Rho GTPases,0.0016974717,3.0,0.0016974717,0.036281247,0.3148415
Integration of energy metabolism,8.668017e-05,8.0,8.668017e-05,-0.35406816,-1.3457035
Metabolism of nucleotides,0.0010810951,5.0,0.0010810951,-0.11308771,-0.34445426
Collagen formation,0.0002982398,3.0,0.0002982398,-0.30280012,0.06833556
Pink/Parkin Mediated Mitophagy,0.0006131657,2.0,0.0006131657,-0.22648287,0.39917046
Signaling by WNT,0.0027594827,5.0,0.0027594827,0.29364252,-0.048768833
Adaptive Immune System,0.00020289983,9.0,0.00020289983,-0.32590422,-1.6005825
Apoptosis,0.000727247,5.0,0.000727247,-0.19883712,-0.4067925
Nephrin family interactions,2.6411872e-05,2.0,2.6411872e-05,-0.36867324,0.29580066
Integrin cell surface interactions,0.000104241335,2.0,0.000104241335,-0.3498125,0.30951208
Ion channel transport,0.00049420714,3.0,0.00049420714,-0.25531057,0.1028596
Signaling by Leptin,4.888541e-06,2.0,4.888541e-06,-0.37388906,0.29200885
Platelet homeostasis,1.752703e-05,5.0,1.752703e-05,-0.37082633,-0.5318255
Keratinization,1.3634289e-06,2.0,1.3634289e-06,-0.3747433,0.29138783
Unfolded Protein Response (UPR),0.0029147654,5.0,0.0029147654,0.33127278,-0.02141232
Mitochondrial protein import,1.3055699e-05,2.0,1.3055699e-05,-0.37190986,0.2934477
mTOR signalling,2.1660197e-05,4.0,2.1660197e-05,-0.3698247,-0.2557437
Cytokine Signaling in Immune system,0.0010294403,6.0,0.0010294403,-0.12560542,-0.628908
Mitochondrial iron-sulfur cluster biogenesis,1.5119638e-05,2.0,1.5119638e-05,-0.3714097,0.2938113
Processing of Capped Intronless Pre-mRNA,4.2708416e-05,4.0,4.2708416e-05,-0.364724,-0.25203562
Response to metal ions,4.000614e-05,3.0,4.000614e-05,-0.3653789,0.02284195
Abacavir transport and metabolism,9.398841e-08,3.0,9.398841e-08,-0.37505096,0.015810529
Signaling by GPCR,0.0030027977,3.0,0.0030027977,0.352606,0.5448038
Invadopodia formation,6.4340925e-06,2.0,6.4340925e-06,-0.37351453,0.29228112
Cell junction organization,1.539326e-06,4.0,1.539326e-06,-0.37470067,-0.25928846
Cytosolic iron-sulfur cluster assembly,1.5933894e-05,2.0,1.5933894e-05,-0.3712124,0.29395473
Signaling by Non-Receptor Tyrosine Kinases,0.0021013573,2.0,0.0021013573,0.13415642,0.6613486
Peptide hormone metabolism,0.00015806599,6.0,0.00015806599,-0.33676895,-0.78242004
Biological oxidations,0.00016355127,4.0,0.00016355127,-0.33543968,-0.23074643
Diseases of Immune System,0.0012210554,2.0,0.0012210554,-0.079170585,0.5062638
Diseases of glycosylation,8.174904e-07,5.0,8.174904e-07,-0.3748756,-0.53476924
Metabolism of non-coding RNA,0.00047219696,2.0,0.00047219696,-0.26064438,0.37433568
Fibronectin matrix formation,0.0,2.0,0.0,-0.37507373,0.29114762
Digestion,0.0047200746,3.0,0.0047200746,0.76876044,0.8473404
Activation of HOX genes during differentiation,0.00023175572,2.0,0.00023175572,-0.31891143,0.3319766
Protein folding,0.0043804892,3.0,0.0043804892,0.6864674,0.78751487
LGI-ADAM interactions,1.1287666e-08,2.0,1.1287666e-08,-0.375071,0.29114962
Disorders of transmembrane transporters,0.00023386785,3.0,0.00023386785,-0.3183996,0.056995023
RORA activates gene expression,2.3637072e-05,2.0,2.3637072e-05,-0.36934564,0.29531184
Metabolism of vitamins and cofactors,0.00020317729,4.0,0.00020317729,-0.32583696,-0.22376543
Signaling by NODAL,0.0,2.0,0.0,-0.37507373,0.29114762
Metabolism of carbohydrates,3.97282e-05,10.0,3.97282e-05,-0.3654462,-1.9046825
mRNA Editing,1.8199262e-05,3.0,1.8199262e-05,-0.37066343,0.019000182
Metabolism of porphyrins,0.00030471507,3.0,0.00030471507,-0.3012309,0.06947635
Post-translational protein modification,0.0031173334,13.0,0.0031173334,0.38036188,-2.1885545
Non-integrin membrane-ECM interactions,0.0010024845,2.0,0.0010024845,-0.13213773,0.46775764
Factors involved in megakaryocyte development and platelet production,5.2371915e-06,2.0,5.2371915e-06,-0.37380457,0.29207027
Transcription from mitochondrial promoters,6.705358e-07,3.0,6.705358e-07,-0.37491122,0.01591212
Deadenylation-dependent mRNA decay,1.3476985e-06,4.0,1.3476985e-06,-0.37474713,-0.25932223
Signaling by TGF-beta family members,0.000910824,4.0,0.000910824,-0.15435018,-0.09909768
NR1D1 (REV-ERBA) represses gene expression,2.7386695e-06,2.0,2.7386695e-06,-0.37441003,0.29163012
Metabolism of amino acids and derivatives,3.5369092e-05,12.0,3.5369092e-05,-0.36650258,-2.4561577
"Plasma lipoprotein assembly, remodeling, and clearance",8.085736e-05,4.0,8.085736e-05,-0.35547924,-0.24531482
Cell Cycle Checkpoints,7.9163954e-05,4.0,7.9163954e-05,-0.35588962,-0.24561316
RNA Polymerase III Transcription,3.847609e-05,5.0,3.847609e-05,-0.36574966,-0.5281348
RNA Polymerase II Transcription,2.2640966e-06,9.0,2.2640966e-06,-0.37452507,-1.6359289
Protein repair,4.8954265e-05,2.0,4.8954265e-05,-0.36321044,0.29977202
Mismatch Repair,6.354303e-07,3.0,6.354303e-07,-0.37491974,0.015905924
Protein-protein interactions at synapses,4.7527697e-05,4.0,4.7527697e-05,-0.36355615,-0.25118658
Transmission across Electrical Synapses ,1.403025e-07,2.0,1.403025e-07,-0.37503973,0.29117236
Amyloid fiber formation,0.036061227,2.0,0.036061227,8.363784,6.644137
The citric acid (TCA) cycle and respiratory electron transport,0.0020174882,3.0,0.0020174882,0.1138321,0.37121958
Cilium Assembly,0.0024930006,4.0,0.0024930006,0.22906487,0.17963803
Gene Silencing by RNA,1.4743308e-07,6.0,1.4743308e-07,-0.375038,-0.8102409
Regulated Necrosis,0.0018479578,2.0,0.0018479578,0.07274914,0.6167066
Intestinal absorption,0.0,3.0,0.0,-0.37507373,0.015793977
Diseases of Mismatch Repair (MMR),2.733199e-06,6.0,2.733199e-06,-0.37441137,-0.8097854
SLC-mediated transmembrane transport,0.020601097,5.0,0.020601097,4.617271,3.09443
Fertilization,3.7721275e-08,6.0,3.7721275e-08,-0.37506458,-0.8102603
Mitochondrial biogenesis,6.3433916e-05,4.0,6.3433916e-05,-0.35970154,-0.24838437
Processing of Capped Intron-Containing Pre-mRNA,0.00084327726,4.0,0.00084327726,-0.17071904,-0.11099754
Signaling by Hippo,1.079665e-07,2.0,1.079665e-07,-0.37504756,0.29116663
Aquaporin-mediated transport,0.00018331104,4.0,0.00018331104,-0.33065122,-0.22726531
Intracellular signaling by second messengers,0.0011998396,3.0,0.0011998396,-0.08431188,0.22717252
Degradation of the extracellular matrix,0.000978387,3.0,0.000978387,-0.13797738,0.18815869
mRNA Capping,0.00015047562,2.0,0.00015047562,-0.33860835,0.3176573
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),3.147711e-07,2.0,3.147711e-07,-0.37499744,0.29120308
Membrane Trafficking,0.011075602,9.0,0.011075602,2.3089201,0.31488657
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",1.14800436e-07,2.0,1.14800436e-07,-0.3750459,0.29116786
Metabolism of nitric oxide,3.729288e-05,2.0,3.729288e-05,-0.3660364,0.2977176
Infectious disease,0.0030702616,6.0,0.0030702616,0.36895478,-0.2693718
Peroxisomal protein import,0.004103159,2.0,0.004103159,0.6192609,1.0140107
ABC-family proteins mediated transport,0.00042462003,3.0,0.00042462003,-0.27217388,0.090600275
tRNA processing,2.8496484e-05,5.0,2.8496484e-05,-0.36816806,-0.529893
