,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Phase II - Conjugation of compounds,2.6284556e-06,7.0,2.6284556e-06,-0.2294626,-0.7737814
Energy dependent regulation of mTOR by LKB1-AMPK,1.8494993e-05,2.0,1.8494993e-05,-0.22308214,0.07542767
TCR signaling,2.5294148e-06,5.0,2.5294148e-06,-0.22950244,-0.43595695
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,5.4933185e-08,2.0,5.4933185e-08,-0.23049751,0.07010891
Switching of origins to a post-replicative state,0.00050953403,3.0,0.00050953403,-0.025618928,0.048133757
Eukaryotic Translation Termination,3.315299e-05,2.0,3.315299e-05,-0.21718767,0.079655536
Small interfering RNA (siRNA) biogenesis,2.6150147e-07,2.0,2.6150147e-07,-0.23041444,0.070168495
Mitochondrial ABC transporters,1.968489e-05,2.0,1.968489e-05,-0.22260365,0.07577087
Thrombin signalling through proteinase activated receptors (PARs),0.000109611436,2.0,0.000109611436,-0.18644118,0.10170878
Interconversion of nucleotide di- and triphosphates,0.0008419372,2.0,0.0008419372,0.1080515,0.31293684
DNA Replication Pre-Initiation,0.0027472859,3.0,0.0027472859,0.8742559,0.6935787
RNA Polymerase I Transcription Termination,2.2992217e-06,2.0,2.2992217e-06,-0.22959502,0.07075623
ChREBP activates metabolic gene expression,6.316495e-07,2.0,6.316495e-07,-0.23026559,0.07027526
Mitotic G2-G2/M phases,0.00033661883,3.0,0.00033661883,-0.09515391,-0.0017409605
Signaling by BMP,1.9437753e-06,2.0,1.9437753e-06,-0.22973794,0.07065372
Mitochondrial translation,4.828599e-05,4.0,4.828599e-05,-0.21110219,-0.25383264
Metabolism of water-soluble vitamins and cofactors,0.00020243171,11.0,0.00020243171,-0.14911504,-1.3918574
Ketone body metabolism,1.0206712e-07,3.0,1.0206712e-07,-0.23047857,-0.098804034
Wax biosynthesis,2.3664863e-09,2.0,2.3664863e-09,-0.23051864,0.07009375
Mitochondrial transcription initiation,6.7223094e-09,2.0,6.7223094e-09,-0.23051691,0.070094995
Synthesis of pyrophosphates in the cytosol,1.6695928e-10,2.0,1.6695928e-10,-0.23051953,0.07009311
Growth hormone receptor signaling,8.559534e-07,2.0,8.559534e-07,-0.23017539,0.070339955
Molecules associated with elastic fibres,2.3262866e-05,2.0,2.3262866e-05,-0.22116482,0.07680287
Signaling by NOTCH3,2.1791232e-06,3.0,2.1791232e-06,-0.2296433,-0.09820493
SLC transporter disorders,4.1777666e-06,73.0,5.722968e-08,-0.23049659,-11.922483
Neurexins and neuroligins,1.1796012e-07,2.0,1.1796012e-07,-0.23047215,0.0701271
Intestinal lipid absorption,0.0,2.0,0.0,-0.2305196,0.07009306
Defective Mismatch Repair Associated With MSH6,1.6552734e-08,2.0,1.6552734e-08,-0.23051295,0.070097834
Inwardly rectifying K+ channels,3.6658093e-05,5.0,3.6658093e-05,-0.21577816,-0.42611307
Defective Mismatch Repair Associated With PMS2,1.1467374e-09,2.0,1.1467374e-09,-0.23051913,0.0700934
NCAM signaling for neurite out-growth,2.4385392e-06,2.0,2.4385392e-06,-0.22953898,0.07079643
PECAM1 interactions,7.050403e-09,2.0,7.050403e-09,-0.23051676,0.0700951
Synaptic adhesion-like molecules,1.401064e-05,2.0,1.401064e-05,-0.22488545,0.074134216
"Synthesis, secretion, and deacylation of Ghrelin",3.5091578e-06,2.0,3.5091578e-06,-0.22910845,0.07110523
LGI-ADAM interactions,1.06223075e-08,2.0,1.06223075e-08,-0.23051535,0.07009612
Aflatoxin activation and detoxification,8.185631e-08,2.0,8.185631e-08,-0.23048669,0.07011667
Defective Mismatch Repair Associated With MLH1,5.2467212e-06,2.0,5.2467212e-06,-0.22840972,0.0716064
Glycogen metabolism,5.0336395e-05,3.0,5.0336395e-05,-0.21027765,-0.084314704
Fructose metabolism,1.2962918e-05,3.0,1.2962918e-05,-0.22530678,-0.09509452
IP3 and IP4 transport between cytosol and nucleus,0.0,2.0,0.0,-0.2305196,0.07009306
EPH-Ephrin signaling,6.6236775e-05,5.0,6.6236775e-05,-0.20388357,-0.41758156
Post-transcriptional silencing by small RNAs,1.2403181e-07,2.0,1.2403181e-07,-0.23046972,0.07012884
Signaling by FGFR,0.009248679,5.0,0.009248679,3.4886835,2.230952
Sperm:Oocyte Membrane Binding,3.4368092e-08,2.0,3.4368092e-08,-0.2305058,0.07010297
Signaling by Hippo,1.06366365e-07,2.0,1.06366365e-07,-0.23047684,0.07012373
Interaction With Cumulus Cells,0.0,2.0,0.0,-0.2305196,0.07009306
TCF dependent signaling in response to WNT,0.003606311,10.0,0.003606311,1.2196987,-0.24113439
Abacavir transmembrane transport,0.0,2.0,0.0,-0.2305196,0.07009306
Choline catabolism,1.281866e-06,2.0,1.281866e-06,-0.23000413,0.07046279
Hedgehog 'on' state,7.42963e-05,4.0,7.42963e-05,-0.20064257,-0.24633037
Rap1 signalling,0.0002398558,2.0,0.0002398558,-0.13406557,0.13927576
Nitric oxide stimulates guanylate cyclase,1.832392e-05,2.0,1.832392e-05,-0.22315092,0.07537832
Response to elevated platelet cytosolic Ca2+,6.9545065e-05,3.0,6.9545065e-05,-0.20255321,-0.078774266
Cytosolic sensors of pathogen-associated DNA ,3.1012764e-06,6.0,3.1012764e-06,-0.22927245,-0.6047185
ABC transporters in lipid homeostasis,0.0004442948,2.0,0.0004442948,-0.051853806,0.19824305
Regulation of mitotic cell cycle,8.272155e-06,2.0,8.272155e-06,-0.22719307,0.072479054
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),1.2478233e-06,2.0,1.2478233e-06,-0.23001783,0.070452966
Cellular response to heat stress,5.3684624e-05,4.0,5.3684624e-05,-0.20893121,-0.25227547
Fc epsilon receptor (FCERI) signaling,0.0002657319,5.0,0.0002657319,-0.12365991,-0.36004028
Macroautophagy,1.7029549e-06,2.0,1.7029549e-06,-0.22983478,0.07058426
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,1.6431542e-05,6.0,1.6431542e-05,-0.22391193,-0.6008736
Sphingolipid metabolism,3.0242936e-05,3.0,3.0242936e-05,-0.21835789,-0.090110354
DNA methylation,3.0777153e-06,2.0,3.0777153e-06,-0.22928195,0.07098079
Processing of Intronless Pre-mRNAs,1.1039634e-05,2.0,1.1039634e-05,-0.22608021,0.073277265
mRNA Editing: A to I Conversion,5.326804e-07,3.0,5.326804e-07,-0.2303054,-0.09867983
ATF6 (ATF6-alpha) activates chaperones,7.1068653e-06,2.0,7.1068653e-06,-0.2276617,0.07214294
Regulation of insulin secretion,8.885114e-07,5.0,8.885114e-07,-0.2301623,-0.43643025
