,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
5-Phosphoribose 1-diphosphate biosynthesis,2.8575695e-08,2.0,2.8575695e-08,-0.15826938,0.054844163,2
A tetrasaccharide linker sequence is required for GAG synthesis,1.3557899e-05,8.0,1.3557899e-05,-0.14472422,0.02370969,2
AAAS,4.05124e-05,18.0,4.05124e-05,-0.07932664,-2.7500129,1
AACS,5.4179587e-08,1.0,5.4179587e-08,-0.1290795,0.030757003,1
AAGAB,0.0,0.0,0.0,-0.12914613,0.19664365,1
AAMP,0.0,0.0,0.0,-0.12914613,0.19664365,1
AARS,3.1210598e-06,1.0,3.1210598e-06,-0.12530805,0.03380574,1
AASDH,0.0,0.0,0.0,-0.12914613,0.19664365,1
AASDHPPT,0.0,0.0,0.0,-0.12914613,0.19664365,1
AASS,1.924357e-07,1.0,1.924357e-07,-0.12890948,0.030894445,1
AATF,7.1855957e-06,1.0,7.1855957e-06,-0.12030975,0.03784624,1
ABC transporter disorders,0.0002380457,16.0,0.0002380457,-0.13479346,-2.2262175,4
ABC transporters in lipid homeostasis,0.0004442946,2.0,0.0004442946,-0.051853806,0.19517478,2
ABC-family proteins mediated transport,0.00042462003,3.0,0.00042462003,-0.27217388,0.090600275,5
ABCA13,6.076479e-07,1.0,6.076479e-07,-0.12839888,0.031307194,1
ABCA2,2.0699756e-06,1.0,2.0699756e-06,-0.12660061,0.032760877,1
ABCA3,0.00012783527,2.0,0.00012783527,0.028057283,-0.008158313,1
ABCA7,0.0002412691,1.0,0.0002412691,0.16755074,0.27054504,1
ABCB10,3.4272525e-05,1.0,3.4272525e-05,-0.08700003,0.064772926,1
ABCB4,1.6410078e-11,1.0,1.6410078e-11,-0.12914611,0.030703155,1
ABCB6,4.379505e-06,1.0,4.379505e-06,-0.12376049,0.035056744,1
ABCB7,1.8967592e-05,1.0,1.8967592e-05,-0.10582103,0.049558535,1
ABCB9,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABCC10,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABCC4,6.8202105e-08,1.0,6.8202105e-08,-0.12906225,0.030770944,1
ABCD1,0.0001803304,4.0,0.0001803304,0.09261234,-0.28785476,1
ABCD3,8.0718804e-05,1.0,8.0718804e-05,-0.02988345,0.110944465,1
ABCE1,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABCF1,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABCF2,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABCF3,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABCG1,0.00018057547,2.0,0.00018057547,0.09291372,0.04426991,1
ABHD10,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD13,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD14A,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD14B,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD15,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD16A,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD17A,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD17B,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD17C,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABHD3,1.7603248e-06,1.0,1.7603248e-06,-0.12698139,0.03245305,1
ABHD4,1.2879377e-07,1.0,1.2879377e-07,-0.12898774,0.030831171,1
ABHD5,7.636528e-07,1.0,7.636528e-07,-0.12820703,0.031462282,1
ABHD6,1.413203e-08,1.0,1.413203e-08,-0.12912875,0.030717196,1
ABHD8,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABI1,6.066715e-05,2.0,6.066715e-05,-0.054541655,-0.07492911,1
ABI2,3.7990703e-05,2.0,3.7990703e-05,-0.082427666,-0.097471416,1
ABL1,3.0078423e-05,8.0,3.0078423e-05,-0.09215766,-1.1009799,1
ABLIM1,1.2511746e-10,1.0,1.2511746e-10,-0.12914598,0.030703267,1
ABR,3.4415538e-05,3.0,3.4415538e-05,-0.08682416,-0.26696596,1
ABRACL,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABT1,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABTB1,0.0,0.0,0.0,-0.12914613,0.19664365,1
ABTB2,0.0,0.0,0.0,-0.12914613,0.19664365,1
ACAA1,0.003848415,4.0,0.003848415,4.6033816,3.3585317,1
ACACA,1.2916591e-07,4.0,1.2916591e-07,-0.12898728,-0.46699002,1
