,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,1.1254975e-08,2.0,1.1254975e-08,-0.07733686,0.11239849
ABC transporters in lipid homeostasis,3.853231e-05,2.0,3.853231e-05,-0.07066018,0.11714179
ADP signalling through P2Y purinoceptor 1,1.5682968e-05,2.0,1.5682968e-05,-0.07462055,0.11432823
ADP signalling through P2Y purinoceptor 12,3.7458492e-05,2.0,3.7458492e-05,-0.0708463,0.117009565
AKT phosphorylates targets in the cytosol,9.9439255e-08,2.0,9.9439255e-08,-0.07732158,0.11240935
AKT phosphorylates targets in the nucleus,3.4642386e-07,2.0,3.4642386e-07,-0.07727877,0.11243976
AKT-mediated inactivation of FOXO1A,3.704602e-06,2.0,3.704602e-06,-0.076696716,0.11285327
ALKBH2 mediated reversal of alkylation damage,1.8480053e-08,2.0,1.8480053e-08,-0.07733561,0.11239938
ALKBH3 mediated reversal of alkylation damage,1.35774725e-08,2.0,1.35774725e-08,-0.07733646,0.11239878
AMER1 mutants destabilize the destruction complex,0.0005623289,3.0,0.0005623289,0.0201272,-0.36544588
AMPK inhibits chREBP transcriptional activation activity,1.8472098e-05,2.0,1.8472098e-05,-0.07413713,0.11467167
APC/C-mediated degradation of cell cycle proteins,0.003592596,5.0,0.003592596,0.54535013,-1.0864844
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,2.9311319e-05,2.0,2.9311319e-05,-0.07225841,0.11600636
ARL13B-mediated ciliary trafficking of INPP5E,4.314998e-06,2.0,4.314998e-06,-0.07659092,0.11292843
ATF4 activates genes,3.6508771e-07,2.0,3.6508771e-07,-0.07727554,0.11244206
ATF6 (ATF6-alpha) activates chaperone genes,4.7580284e-05,2.0,4.7580284e-05,-0.06909193,0.11825591
ATP sensitive Potassium channels,3.9733163e-07,2.0,3.9733163e-07,-0.07726995,0.11244603
AUF1 (hnRNP D0) binds and destabilizes mRNA,1.4461835e-06,2.0,1.4461835e-06,-0.077088155,0.11257518
"AXIN mutants destabilize the destruction complex, activating WNT signaling",4.914552e-06,3.0,4.914552e-06,-0.076487,-0.4340832
Abacavir metabolism,2.4230796e-06,2.0,2.4230796e-06,-0.07691883,0.11269547
Abacavir transmembrane transport,0.0,2.0,0.0,-0.077338815,0.11239711
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,3.5184944e-09,2.0,3.5184944e-09,-0.077338204,0.11239754
Acetylation,0.0,2.0,0.0,-0.077338815,0.11239711
Acetylcholine Neurotransmitter Release Cycle,5.8523775e-10,2.0,5.8523775e-10,-0.07733872,0.11239717
Acetylcholine binding and downstream events,3.9489283e-08,2.0,3.9489283e-08,-0.07733197,0.11240196
Acetylcholine regulates insulin secretion,1.0724478e-06,2.0,1.0724478e-06,-0.07715293,0.11252916
Acrosome Reaction,0.0,2.0,0.0,-0.077338815,0.11239711
Activated NOTCH1 Transmits Signal to the Nucleus,1.6125894e-05,2.0,1.6125894e-05,-0.07454379,0.11438277
Activation and oligomerization of BAK protein,1.9313009e-06,2.0,1.9313009e-06,-0.07700407,0.11263492
Activation of ATR in response to replication stress,0.000110086134,2.0,0.000110086134,-0.058258064,0.12595259
Activation of BH3-only proteins,0.0002275144,6.0,0.0002275144,-0.037904736,-2.0479295
Activation of C3 and C5,0.0,2.0,0.0,-0.077338815,0.11239711
Activation of Matrix Metalloproteinases,2.5539532e-07,2.0,2.5539532e-07,-0.07729455,0.11242856
