,coef
R-HSA-8956320,1.4255988e-07
R-HSA-189085,7.555683e-09
R-HSA-8874211,9.1972794e-08
R-HSA-3304351,2.9855737e-06
R-HSA-114508,8.155379e-08
R-HSA-8868766,3.381488e-06
R-HSA-70614,3.979668e-06
R-HSA-8853659,0.043135908
R-HSA-456926,5.7950064e-07
R-HSA-2161517,0.0
R-HSA-6798163,8.9280384e-08
R-HSA-70370,0.0002779358
R-HSA-9018678,1.0157103e-06
R-HSA-77075,0.00011542992
R-HSA-3000471,4.2398174e-06
R-HSA-5632968,1.7515799e-08
R-HSA-432030,0.0
R-HSA-5657655,3.9587757e-08
R-HSA-2990846,0.004378778
R-HSA-6782315,1.7512893e-07
R-HSA-5632927,4.766259e-09
R-HSA-381042,3.650865e-07
R-HSA-201451,4.6676805e-06
R-HSA-1369062,3.853227e-05
R-HSA-426496,6.049752e-08
R-HSA-114604,6.6053326e-05
R-HSA-5687613,2.5433255e-07
R-HSA-499943,4.1402274e-07
R-HSA-375165,2.294e-07
R-HSA-429947,9.288043e-05
R-HSA-9033500,6.39278e-07
R-HSA-8949664,2.2075756e-05
R-HSA-8848584,2.5600724e-07
R-HSA-5213460,0.0007290634
R-HSA-75892,9.969204e-06
R-HSA-450513,6.770101e-08
R-HSA-8978868,0.00014930932
R-HSA-5683826,6.453934e-05
R-HSA-1566977,0.0
R-HSA-199977,6.7732776e-07
R-HSA-8949613,6.5792025e-05
R-HSA-5652084,1.4031273e-05
R-HSA-390522,0.00019313193
R-HSA-2474795,4.987364e-07
R-HSA-110313,0.0035058444
R-HSA-1296061,4.0117706e-10
R-HSA-446107,2.7808787e-07
R-HSA-1502540,1.0809228e-07
R-HSA-8866376,3.5554734e-05
R-HSA-75896,1.44718655e-08
R-HSA-5221030,5.578543e-05
R-HSA-75157,5.610686e-06
R-HSA-8956319,7.2208843e-07
R-HSA-77595,1.2120896e-05
R-HSA-2262749,3.3613826e-05
R-HSA-2029480,0.0001382273
R-HSA-189200,0.0002935636
R-HSA-3560782,0.00011117054
R-HSA-73854,3.2799097e-05
R-HSA-3238698,2.4887785e-07
R-HSA-74752,6.313194e-05
R-HSA-2672351,3.8980024e-06
R-HSA-5660489,2.9138297e-08
R-HSA-1300642,8.175409e-08
R-HSA-5250913,0.00014391755
R-HSA-8957275,0.0024306022
R-HSA-5610787,0.0003955154
R-HSA-198933,0.000293426
R-HSA-76009,1.6545937e-07
R-HSA-381033,4.7580343e-05
R-HSA-68952,2.1699557e-06
R-HSA-76042,2.466086e-05
R-HSA-376176,0.00022809196
R-HSA-186797,0.00012536068
R-HSA-112314,1.5228945e-05
R-HSA-6811442,9.4995215e-05
R-HSA-5661270,6.9348016e-06
R-HSA-5578775,5.7443183e-05
R-HSA-5576886,0.00018622163
R-HSA-1489509,5.231585e-07
R-HSA-2168880,1.4509561e-06
R-HSA-879415,0.00014433464
R-HSA-2151209,5.2161975e-10
R-HSA-5576892,6.0168177e-06
R-HSA-163200,2.649335e-06
R-HSA-76005,5.639157e-06
R-HSA-5632684,5.6350505e-06
R-HSA-2161541,2.4230737e-06
R-HSA-1855191,1.3326623e-08
R-HSA-373753,1.6678973e-06
R-HSA-392517,0.00028049847
R-HSA-2022090,1.694937e-10
R-HSA-426486,6.178936e-07
R-HSA-6807505,1.850608e-05
R-HSA-1296052,2.7872052e-06
R-HSA-210746,0.0
R-HSA-8848021,1.9169296e-05
R-HSA-450604,3.2454395e-08
R-HSA-1855156,0.0
R-HSA-8853383,1.6492292e-08
R-HSA-72202,0.00027946755
R-HSA-1227986,0.00021997975
R-HSA-163680,1.8472005e-05
R-HSA-203927,8.8627545e-05
R-HSA-209776,7.7621465e-09
R-HSA-140875,5.2897476e-06
R-HSA-3214815,4.221581e-06
R-HSA-69618,0.00029082462
R-HSA-112308,6.535525e-05
R-HSA-195253,7.1776094e-06
R-HSA-75955,0.0005845469
R-HSA-1834949,0.00015978717
R-HSA-1296346,1.2622705e-07
R-HSA-8873719,0.0034393913
R-HSA-193704,1.581435e-05
R-HSA-2395516,7.544641e-06
R-HSA-449147,0.00015478447
R-HSA-75158,1.3039539e-05
R-HSA-8941237,2.473631e-09
R-HSA-73780,1.8290068e-06
R-HSA-389977,3.0982204e-07
R-HSA-156842,1.7806434e-07
R-HSA-380972,9.047652e-06
R-HSA-2564830,1.7094916e-07
R-HSA-446203,0.00010388878
R-HSA-163358,2.3706512e-08
R-HSA-1300652,0.0
R-HSA-5668541,0.00038366605
R-HSA-5334118,2.3512934e-05
R-HSA-6809371,5.6260604e-05
