,coef
TBX19,0.0
CDCP1,0.0
NMD3,0.0
PLCB1,1.5373943e-06
KCNV2,2.013526e-09
SMC2,2.1793758e-05
SLC4A5,5.2685306e-07
RAP2B,8.811885e-06
TRMT61B,2.0617985e-05
CYP4F3,1.6004307e-05
MEF2D,9.3072383e-10
H2AFV,8.148834e-05
TRABD,0.0
RBM43,0.0
SAMD4B,0.0
FCGRT,0.0
SPOP,0.0
FHIT,0.0
BCL11B,0.0
ZNF84,0.0
DTWD2,0.0
TRAPPC1,0.00016875527
IDE,0.0005656071
THAP11,0.0
DSTN,0.0
PRICKLE1,2.757297e-08
ATRIP,8.530775e-06
IL12RB2,3.8349938e-07
CCDC24,0.0
UPF2,1.9366864e-06
DALRD3,0.0
SUN2,1.7057933e-05
TXNL4B,0.0
MBIP,5.3901404e-06
SECISBP2L,0.0
ZNF324B,0.0
CAMK2B,3.2168598e-06
AZU1,4.0661114e-05
SKIL,1.2440915e-07
DMAP1,4.3298876e-08
LRIG2,0.0
PPP2R1A,0.0007450063
ZNF281,0.0
RNASEK,0.0
MOGAT3,1.2036153e-06
EID2,0.0
SOX30,0.0
ESCO1,9.617955e-08
HARBI1,0.0
KATNBL1,0.0
HGD,8.132877e-07
VPS54,1.7738399e-05
CABP7,0.0
TTC14,0.0
BLCAP,0.0
ABL1,1.83855e-05
VEZF1,0.0
ITGA6,1.0392018e-05
BCAT1,0.0
EIF5A,6.6623954e-08
ERCC2,2.9552345e-06
DPH6,2.45065e-07
ATG13,1.3165872e-08
ABHD14A,0.0
DIP2A,0.0
RNMT,3.6966212e-05
XBP1,1.8093724e-05
FARSB,1.2435416e-05
SATB1,0.0004322636
SETD6,8.5933834e-08
CCDC84,0.0
TMEM174,0.0
NKIRAS1,0.0
SPIRE1,0.0
RABL3,0.0
APH1B,2.6715757e-05
GEN1,8.2337107e-07
LGALS3,8.359683e-05
TUBGCP6,0.00029226765
ZNF350,8.280031e-05
EXOSC10,6.0922895e-07
UBQLN1,8.061498e-09
EMB,6.898198e-11
MLH1,1.35941e-05
WDR75,1.7034552e-06
ZNF415,0.0
CELA3B,0.0
ERMP1,0.0
CDK5R1,1.0417917e-05
GCSH,2.3548571e-08
PCYOX1L,7.939214e-08
BEND5,0.0
TSNAX,1.1317356e-09
TUFT1,0.0
GIMAP5,0.0
GEMIN2,2.7837202e-06
DEFB116,2.840822e-08
JAM3,9.4284115e-07
CEP57,3.213062e-05
UCHL1,2.6686928e-05
VPS53,5.503805e-06
ZBTB9,0.0
MARCKSL1,0.0
RRP15,0.0
PLOD3,0.0
FAM210A,0.0
FLVCR2,0.0
ACVR2A,3.984194e-07
FRMD4B,0.0
CAMKMT,3.100258e-08
MTX2,4.3436674e-05
PPP1R9B,0.0
ZNF181,0.0
PFN1,1.9127795e-06
RPL15,9.979945e-05
PPM1K,0.0
SCP2,3.0293372e-11
PABPC4,0.0
ANKMY1,0.0
COMMD6,1.1508132e-05
POLR2B,3.1195196e-07
PSEN2,1.2731594e-05
SMARCE1,3.2582108e-08
RAF1,0.000110605564
RBM12,0.0
PALD1,0.0
KDM8,9.482205e-06
ARGLU1,0.0
ZNF425,0.0
SEPSECS,3.7479195e-10
FANCG,2.9373814e-05
MCM7,2.2781185e-05
CREB3,6.4704153e-09
MEGF9,0.0
RRAS2,0.0
GABARAPL1,8.453155e-07
BLOC1S5,0.0
GAMT,6.4909873e-06
IVD,0.0
C1RL,0.0
MED7,3.996541e-07
CDK20,0.0
SH3YL1,0.0
DTWD1,0.0
SFT2D2,0.0
RPLP0,3.0303327e-05
PLSCR4,0.0
SLC20A1,0.0
CSTB,9.061643e-05
ZNF518A,0.0
RNF167,0.0
SMAD4,0.0073465654
NR2C2,5.5007163e-08
WLS,2.4572522e-08
TMEM14C,0.0
CDKL1,0.0
ARF4,6.3799926e-05
DCTN4,7.1023726e-07
CCNY,0.0
SYDE2,1.2813922e-09
ARHGAP25,7.5399624e-11
COBL,0.0
CEP170,0.0
PTPRU,0.0
DCPS,0.0014244899
TOMM34,0.0
PTK6,3.34272e-07
PPP2R2D,5.960921e-10
MTRF1L,2.026129e-11
PEX14,6.5469607e-07
TRAPPC12,1.4415504e-08
RTKN2,0.0
PRR4,0.0
RGPD5,0.0
HRAS,4.787387e-05
DDIT4L,0.0
NOP9,0.0
LPCAT3,6.082276e-08
MAP1LC3B,7.258442e-05
SEPHS2,6.662576e-10
ANKRD16,0.0
ZBTB18,0.0
LRRC28,0.0
ZNF182,0.0
TIAM2,2.7914643e-06
ITGB1BP1,0.0
MCU,3.4927232e-06
ABCB7,2.869384e-05
SPATS2,0.0
RGPD1,0.0
FAM172A,0.0
DUSP16,2.2979559e-05
VAMP2,1.07998485e-05
TOMM6,0.00034010934
ADCY7,0.00026292642
RAPGEF2,0.0
TCF12,1.2386762e-07
RABAC1,0.0
RGS19,0.0
FBXO28,0.0
ZNF160,0.0
FOXE3,0.0
TRIM13,5.6698245e-05
MED6,1.1163795e-07
NUP205,0.0005268212
FBXO5,4.1171943e-06
ZNF140,0.0
UBE2W,0.00014787268
MSMO1,0.0
WDYHV1,0.0
JAK2,0.00021845353
FUT11,0.0
FH,7.2209945e-09
STAMBPL1,2.4810246e-05
CLOCK,2.879582e-07
SDHC,6.6918145e-11
OR8J3,8.0075097e-10
ECHDC2,0.0
SPRYD4,0.0
