,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,1.1255454e-08,2.0,1.1255454e-08,-0.06528608,0.35371196
A tetrasaccharide linker sequence is required for GAG synthesis,1.2541949e-06,8.0,1.2541949e-06,-0.06503365,0.08117392
ABC transporters in lipid homeostasis,3.8532304e-05,9.0,3.8532304e-05,-0.05746282,0.04124063
ADP signalling through P2Y purinoceptor 1,1.5682968e-05,14.0,1.5682968e-05,-0.0621033,-0.18941149
ADP signalling through P2Y purinoceptor 12,3.7458503e-05,13.0,3.7458503e-05,-0.0576809,-0.14073312
AKT phosphorylates targets in the cytosol,9.9439255e-08,13.0,9.9439255e-08,-0.065268174,-0.1462655
AKT phosphorylates targets in the nucleus,3.4642386e-07,8.0,3.4642386e-07,-0.06521801,0.08103949
AKT-mediated inactivation of FOXO1A,3.7046022e-06,4.0,3.7046022e-06,-0.064536,0.2633515
ALKBH2 mediated reversal of alkylation damage,1.8479781e-08,2.0,1.8479781e-08,-0.06528462,0.35371304
ALKBH3 mediated reversal of alkylation damage,1.3577489e-08,3.0,1.3577489e-08,-0.06528561,0.30825862
AMPK inhibits chREBP transcriptional activation activity,1.84721e-05,6.0,1.84721e-05,-0.06153686,0.17463101
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.065288365,0.399164
APC truncation mutants have impaired AXIN binding,9.248002e-06,10.0,9.248002e-06,-0.063410185,-0.008549679
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.004777847,42.0,0.004777847,0.9050473,-0.75690055
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,2.931132e-05,6.0,2.931132e-05,-0.059335515,0.17623617
APOBEC3G mediated resistance to HIV-1 infection,2.4664546e-09,4.0,2.4664546e-09,-0.065287866,0.2628033
ARL13B-mediated ciliary trafficking of INPP5E,4.3149976e-06,3.0,4.3149976e-06,-0.064412035,0.3088956
ATF4 activates genes,3.6508652e-07,2.0,3.6508652e-07,-0.065214224,0.35376436
