,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Amyloid fiber formation,0.0001324164,2.0,0.0001324164,-0.25561756,0.05213285
Platelet Adhesion to exposed collagen,1.048854e-05,2.0,1.048854e-05,-0.37561685,-0.03402515
Formation of xylulose-5-phosphate,2.5665417e-05,2.0,2.5665417e-05,-0.36068004,-0.023300704
"Base-Excision Repair, AP Site Formation",0.00027394897,3.0,0.00027394897,-0.11632364,-0.016952539
LGI-ADAM interactions,1.3215204e-08,2.0,1.3215204e-08,-0.3859265,-0.041427333
Interaction With Cumulus Cells,0.0,2.0,0.0,-0.3859395,-0.04143666
Regulation of insulin secretion,0.0006622118,5.0,0.0006622118,0.26579794,-0.08078739
PERK regulates gene expression,8.8562236e-05,2.0,8.8562236e-05,-0.2987781,0.021144135
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,9.473987e-10,2.0,9.473987e-10,-0.38593856,-0.041435976
Synthesis of IPs in the nucleus,5.6059434e-07,2.0,5.6059434e-07,-0.38538778,-0.04104053
TNF signaling,7.1939476e-06,5.0,7.1939476e-06,-0.37885934,-0.5436432
Receptor Mediated Mitophagy,0.00424617,2.0,0.00424617,3.793068,2.959038
Scavenging by Class A Receptors,0.0007277222,2.0,0.0007277222,0.33027214,0.47279423
Neddylation,0.0011159306,2.0,0.0011159306,0.7123402,0.7471143
Semaphorin interactions,0.00042522445,6.0,0.00042522445,0.032559082,-0.4173466
Signaling by MST1,7.390491e-11,2.0,7.390491e-11,-0.38593942,-0.041436598
Platelet sensitization by LDL,0.00021676395,2.0,0.00021676395,-0.17260416,0.11173542
Cristae formation,5.7899917e-05,2.0,5.7899917e-05,-0.3289554,-0.0005228046
Melanin biosynthesis,2.0976443e-06,2.0,2.0976443e-06,-0.38387504,-0.03995439
IPs transport between ER lumen and nucleus,0.0,2.0,0.0,-0.3859395,-0.04143666
Prolactin receptor signaling,2.0079697e-06,2.0,2.0079697e-06,-0.38396332,-0.04001777
Deubiquitination,3.1128566e-05,6.0,3.1128566e-05,-0.35530332,-0.6958269
Peptide hormone biosynthesis,5.527115e-07,2.0,5.527115e-07,-0.38539553,-0.041046113
PKMTs methylate histone lysines,2.0112153e-05,2.0,2.0112153e-05,-0.3661455,-0.027224798
