,coef
ABHD13,0.0
HACE1,6.481561e-08
COL5A3,9.1450465e-07
LONP1,0.0
CDH17,0.0
RUNX2,2.3122318e-12
YTHDC1,0.0
VKORC1L1,6.682054e-08
DYNC1I2,2.8807048e-05
NODAL,6.392813e-10
PIP5K1C,5.627673e-05
TP63,0.00043789236
BST1,0.0
DTD2,0.0
TXLNA,0.00028296086
YARS2,0.00029915854
CACFD1,0.0
ATP12A,0.0004360071
WDR83OS,0.0
ZNF248,0.0
ZBTB7B,0.0
SYNGR2,0.0
CDH13,0.0
C11orf1,0.0
XPO7,0.0
GATA1,1.6807292e-11
MGST2,5.010911e-06
SMIM19,0.0
OR8H3,0.0
LCE2D,6.215085e-06
MAGEL2,0.0
OR11H12,0.0
SULT6B1,0.0
FAM169B,0.0
DPH6,2.3550892e-06
TMEM30A,6.1965696e-11
OSTF1,0.0
PAX3,3.9179462e-10
PIGH,4.6265214e-08
KRTAP21-2,0.0
PIGT,0.0
CYP11B2,8.914686e-09
SYNCRIP,0.0
CSMD3,0.0
ALG9,0.0
GPN3,0.0
TSEN54,1.9305915e-06
MARK1,0.0
MAP2K1,0.00019611823
KRTAP8-1,0.0
OR10X1,1.2898091e-08
ZNF771,0.0
GSR,0.00011176641
EIF4A1,9.175231e-08
OR6P1,0.0
FAM78A,0.0
SATB1,5.012021e-06
GTSF1,0.0
AGXT2,3.2905671e-13
NPC1L1,5.6414373e-10
KCNJ2,1.7260356e-10
PPARG,4.384871e-07
FMNL2,0.0
ADAMTS17,0.0
KIAA0586,0.0
HLA-E,0.0
SERP1,2.0767453e-05
ZC3H13,0.0
FANCI,2.8121925e-05
CCDC6,0.0
PML,0.00011565807
TEX15,0.0
SHOX2,0.0
RNF149,0.0
RIT1,0.0
MUC5B,1.2352053e-05
SMYD2,1.83255e-06
SERINC4,0.0
OR7A17,0.0
LIG4,3.9931372e-08
APOL2,0.0
GNG2,0.0
RRNAD1,0.0
MROH2B,0.0
ARID4A,2.483904e-07
MRPL19,0.0005431694
ELF1,7.565534e-05
TADA2B,8.722325e-09
OR8D4,0.0
RNF24,0.0
TFF2,0.0
LSM4,2.601546e-06
BLOC1S6,4.4295334e-06
MAGEC1,0.0
HAGH,0.0
GUCA1A,0.0
RAB9A,0.0
RER1,0.0
CYTH2,5.9736463e-05
ZNF346,0.0
GHITM,0.0
STRN3,0.0
ZNF548,0.0
ZBTB49,0.0
MUTYH,1.974497e-08
ANG,0.0
PIK3CB,3.9400435e-05
SLC25A14,0.0
TSN,3.2777416e-13
ZNF276,0.0
PSMC4,0.0053922297
REPS1,0.0
DNAH6,0.0
HOXB8,0.0
CFL1,0.0
RNASEK,0.0
LHPP,0.0
NOP58,5.9891763e-06
MAGEB3,0.0
VPS37C,4.7869683e-08
NT5E,6.0436565e-11
SEZ6L,0.0
ZC3H18,0.0
SYT5,0.0
NOD1,1.263207e-10
VGF,0.0
PXK,0.0
SLC39A3,1.1281837e-07
PVALB,0.0
FAM161B,0.0
AP1G1,3.4662936e-11
MDP1,0.0
PAIP2B,0.0
SERPINA9,0.0
ZNF268,0.0
TMTC2,0.0
SNX18,0.0
ARPP19,4.7469445e-11
AKAP11,0.0
DDX10,0.0
TANK,1.2246309e-13
PXMP2,0.0
ZYG11B,0.0
CGREF1,0.0
TRIM56,0.0
MECOM,4.5173437e-07
SMYD1,0.0
BANF2,0.0
SNCB,8.943936e-10
SSX7,0.0
HERC1,6.1171847e-13
TOMM20,6.263761e-07
ZNF557,0.0
IQCF2,0.0
G6PC3,0.0
MB,2.5668484e-08
SCRN2,0.0
FAM122C,0.0
KRTAP19-3,0.0
MCTS1,0.0
CADPS2,0.0
PERM1,4.4159196e-06
IGF2BP1,3.007289e-10
AGAP1,0.0
OR10J1,1.0096047e-08
MTCP1,0.0
IDH2,0.00015993173
JAM2,1.2138835e-06
NOTCH4,1.0363102e-11
RBM5,2.4570463e-07
OR4D11,8.560232e-10
CDKN2C,1.0168502e-12
PSMD7,0.0
DISP2,8.6861684e-14
SLC12A4,1.886781e-05
DKC1,0.000135988
AP5M1,0.0
GLTP,1.4131661e-05
IDI2,0.0
SCN3B,9.829658e-09
NXT2,0.0
ABHD15,0.0
NCLN,0.0
