,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.00018618561,2.0,0.00018618561,-0.00418851,0.22987594
Lysosomal oligosaccharide catabolism,1.2892939e-05,2.0,1.2892939e-05,-0.11311674,0.15260524
Extrinsic Pathway of Fibrin Clot Formation,2.4306224e-10,2.0,2.4306224e-10,-0.12122082,0.14685643
AMPK inhibits chREBP transcriptional activation activity,2.2705071e-06,2.0,2.2705071e-06,-0.11979378,0.14786872
Cell-extracellular matrix interactions,3.4147936e-07,3.0,3.4147936e-07,-0.12100633,-0.020060254
Ketone body metabolism,8.6506725e-07,3.0,8.6506725e-07,-0.12067721,-0.01982679
Apoptotic execution phase,0.00066066434,4.0,0.00066066434,0.2940591,0.107306935
Common Pathway of Fibrin Clot Formation,2.2788812e-05,2.0,2.2788812e-05,-0.1068964,0.15701778
RET signaling,6.309503e-05,2.0,6.309503e-05,-0.08156074,0.1749902
Diseases associated with N-glycosylation of proteins,0.0,17.0,0.0,-0.121220976,-2.3591764
mRNA decay by 5' to 3' exoribonuclease,8.623663e-07,2.0,8.623663e-07,-0.12067891,0.14724085
Signaling by FGFR,2.7552069e-06,5.0,2.7552069e-06,-0.11948911,-0.35312164
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),6.9367943e-06,2.0,6.9367943e-06,-0.11686065,0.14994942
Platelet sensitization by LDL,1.0085941e-09,2.0,1.0085941e-09,-0.12122034,0.14685676
HCN channels,4.9526143e-09,2.0,4.9526143e-09,-0.12121786,0.14685851
Syndecan interactions,6.235277e-07,2.0,6.235277e-07,-0.120829046,0.14713433
Global Genome Nucleotide Excision Repair (GG-NER),9.890608e-06,5.0,9.890608e-06,-0.11500394,-0.34994
Inwardly rectifying K+ channels,2.5040606e-06,5.0,2.5040606e-06,-0.119646974,-0.35323364
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,2.715364e-06,2.0,2.715364e-06,-0.11951416,0.14806709
Amino acid synthesis and interconversion (transamination),1.9184133e-06,2.0,1.9184133e-06,-0.1200151,0.14771172
RNA polymerase II transcribes snRNA genes,6.112823e-05,2.0,6.112823e-05,-0.08279702,0.17411321
MAPK6/MAPK4 signaling,4.0483332e-08,2.0,4.0483332e-08,-0.121195525,0.14687437
Hedgehog 'off' state,1.05373914e-07,4.0,1.05373914e-07,-0.12115474,-0.18723436
Eukaryotic Translation Elongation,1.4371792e-05,2.0,1.4371792e-05,-0.11218716,0.15326466
Reversible hydration of carbon dioxide,1.1173612e-07,2.0,1.1173612e-07,-0.12115075,0.14690614
Cellular response to heat stress,0.00070169894,4.0,0.00070169894,0.3198526,0.12560414
Signaling by Retinoic Acid,6.4263683e-10,2.0,6.4263683e-10,-0.121220574,0.1468566
Diseases associated with glycosylation precursor biosynthesis,2.4416962e-12,16.0,2.4416962e-12,-0.121220976,-2.1921074
Laminin interactions,1.5695418e-06,2.0,1.5695418e-06,-0.12023439,0.14755616
Glycogen metabolism,0.00019812213,3.0,0.00019812213,0.0033145382,0.06812956
Mitochondrial translation,3.2090375e-06,4.0,3.2090375e-06,-0.11920384,-0.18585046
Smooth Muscle Contraction,5.44749e-06,2.0,5.44749e-06,-0.11779679,0.14928535
Interconversion of nucleotide di- and triphosphates,3.8430647e-07,2.0,3.8430647e-07,-0.12097941,0.14702767
Synthesis of IP3 and IP4 in the cytosol,0.00036353202,2.0,0.00036353202,0.10728781,0.30895418
Heme degradation,1.6706762e-08,2.0,1.6706762e-08,-0.12121047,0.14686376
Synthesis of IPs in the ER lumen,0.0,2.0,0.0,-0.121220976,0.14685631
Kinesins,2.2440375e-07,2.0,2.2440375e-07,-0.12107992,0.14695637
ESR-mediated signaling,3.7299678e-06,2.0,3.7299678e-06,-0.1188764,0.14851949
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,9.890081e-07,2.0,9.890081e-07,-0.12059931,0.14729731
Reversal of alkylation damage by DNA dioxygenases,2.1987937e-05,3.0,2.1987937e-05,-0.107399814,-0.010408157
RNA Pol II CTD phosphorylation and interaction with CE,0.00027286183,2.0,0.00027286183,0.050294384,0.26852462
TCF dependent signaling in response to WNT,1.2703101e-06,10.0,1.2703101e-06,-0.12042248,-1.1891279
RNA Polymerase I Transcription Termination,4.397679e-05,2.0,4.397679e-05,-0.09357806,0.16646545
Uptake and actions of bacterial toxins,1.4126702e-08,5.0,1.4126702e-08,-0.121212095,-0.3543439
Scavenging by Class F Receptors,1.1106102e-06,2.0,1.1106102e-06,-0.120522864,0.14735153
Inhibition of TSC complex formation by PKB,1.3262954e-08,2.0,1.3262954e-08,-0.12121264,0.14686222
Molecules associated with elastic fibres,8.058791e-09,2.0,8.058791e-09,-0.12121591,0.1468599
Macroautophagy,0.00012356769,2.0,0.00012356769,-0.043548856,0.2019548
Anchoring of the basal body to the plasma membrane,0.0004568143,2.0,0.0004568143,0.16592313,0.35054848
Nucleobase catabolism,1.7464137e-06,4.0,1.7464137e-06,-0.120123215,-0.18650264
"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",4.071509e-06,2.0,4.071509e-06,-0.11866171,0.14867179
"TET1,2,3 and TDG demethylate DNA",1.5713391e-06,2.0,1.5713391e-06,-0.12023326,0.14755698
Intestinal lipid absorption,0.0,2.0,0.0,-0.121220976,0.14685631
RMTs methylate histone arginines,0.00023099205,2.0,0.00023099205,0.0239759,0.24985501
Collagen biosynthesis and modifying enzymes,1.0874924e-05,2.0,1.0874924e-05,-0.114385225,0.15170541
Diseases associated with glycosaminoglycan metabolism,8.453494e-05,16.0,8.453494e-05,-0.06808404,-2.1544135
