,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Cellular responses to stress,0.0010421516,6.0,0.0010421516,0.18443088,-0.42402658
Signaling by Nuclear Receptors,3.729324e-06,3.0,3.729324e-06,-0.1799114,0.16568735
"Platelet activation, signaling and aggregation",2.0995492e-05,8.0,2.0995492e-05,-0.17385337,-1.2764288
Diseases of signal transduction,0.00011999736,10.0,0.00011999736,-0.13911743,-1.8285908
Axon guidance,0.00040262035,9.0,0.00040262035,-0.039955944,-1.4634893
Fertilization,1.9434372e-05,6.0,1.9434372e-05,-0.1744011,-0.6981496
Intracellular signaling by second messengers,8.4052104e-08,3.0,8.4052104e-08,-0.18119039,0.1647103
Response to metal ions,1.6283835e-07,3.0,1.6283835e-07,-0.18116274,0.16473141
ABC-family proteins mediated transport,8.579413e-06,3.0,8.579413e-06,-0.17820969,0.16698734
Integration of energy metabolism,0.00020093544,8.0,0.00020093544,-0.11071939,-1.2281989
Metabolism of nitric oxide,4.8991245e-07,2.0,4.8991245e-07,-0.18104798,0.45416793
ECM proteoglycans,5.493839e-05,2.0,5.493839e-05,-0.16194412,0.46876195
Signaling by NOTCH,4.105464e-07,6.0,4.105464e-07,-0.18107584,-0.7032487
Translation,0.0004501911,7.0,0.0004501911,-0.023265207,-0.8720411
Ion channel transport,0.00010426573,3.0,0.00010426573,-0.14463706,0.19263455
"Cell Cycle, Mitotic",6.7649744e-05,6.0,6.7649744e-05,-0.15748419,-0.68522626
Laminin interactions,1.5713448e-06,2.0,1.5713448e-06,-0.18066856,0.45445776
Cardiac conduction,1.5393032e-05,8.0,1.5393032e-05,-0.17581907,-1.2779305
Chromosome Maintenance,0.005595183,3.0,0.005595183,1.7819139,1.6643872
Binding and Uptake of Ligands by Scavenger Receptors,0.00091876637,6.0,0.00091876637,0.14113976,-0.45709804
Intestinal absorption,0.0,3.0,0.0,-0.18121988,0.16468777
Chromatin modifying enzymes,0.033501916,6.0,0.033501916,11.573309,8.276295
RNA Polymerase III Transcription,2.6968217e-05,5.0,2.6968217e-05,-0.17175779,-0.4067815
Base Excision Repair,0.0003295202,3.0,0.0003295202,-0.065603964,0.2530104
Potassium Channels,2.168261e-06,6.0,2.168261e-06,-0.18045913,-0.70277756
Elastic fibre formation,8.200545e-09,2.0,8.200545e-09,-0.181217,0.4540388
Membrane Trafficking,0.00061982253,9.0,0.00061982253,0.036251917,-1.4052716
Platelet homeostasis,7.5864926e-07,5.0,7.5864926e-07,-0.18095371,-0.41380653
M/G1 Transition,4.3802193e-05,2.0,4.3802193e-05,-0.16585138,0.46577713
Mitochondrial iron-sulfur cluster biogenesis,6.1656206e-06,2.0,6.1656206e-06,-0.1790566,0.45568922
Inositol phosphate metabolism,0.00035291928,13.0,0.00035291928,-0.057394132,-2.634206
Non-integrin membrane-ECM interactions,6.235237e-07,2.0,6.235237e-07,-0.18100111,0.45420372
Diseases of glycosylation,8.427245e-05,5.0,8.427245e-05,-0.15165193,-0.391422
Aquaporin-mediated transport,6.8364956e-05,4.0,6.8364956e-05,-0.15723325,-0.10633692
Formation of Fibrin Clot (Clotting Cascade),2.1003554e-05,4.0,2.1003554e-05,-0.17385055,-0.1190314
Iron uptake and transport,2.475886e-05,2.0,2.475886e-05,-0.17253295,0.46067286
Unfolded Protein Response (UPR),0.0026610042,5.0,0.0026610042,0.75242376,0.29922983
Biological oxidations,1.01774285e-05,4.0,1.01774285e-05,-0.177649,-0.121933155
Nephrin family interactions,1.6856393e-05,2.0,1.6856393e-05,-0.17530562,0.45855471
Processing of Capped Intronless Pre-mRNA,5.3135216e-05,4.0,5.3135216e-05,-0.16257678,-0.11041901
Transcription from mitochondrial promoters,0.00038238618,3.0,0.00038238618,-0.047055334,0.2671803
Reversible hydration of carbon dioxide,1.117976e-07,2.0,1.117976e-07,-0.18118064,0.45406657
Metabolism of non-coding RNA,2.284666e-07,2.0,2.284666e-07,-0.18113972,0.45409787
Disorders of transmembrane transporters,6.8824994e-07,3.0,6.8824994e-07,-0.1809784,0.16487224
Signaling by Rho GTPases,1.1774457e-05,3.0,1.1774457e-05,-0.17708868,0.16784371
Post-translational protein modification,0.00053369737,13.0,0.00053369737,0.0060339225,-2.5857515
Metabolism of amino acids and derivatives,0.005330618,12.0,0.005330618,1.6890882,-1.0106646
Invadopodia formation,3.0428282e-08,2.0,3.0428282e-08,-0.1812092,0.45404476
