,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,1.8099096e-09,2.0,1.8099096e-09,-0.07601966,0.33883277
A tetrasaccharide linker sequence is required for GAG synthesis,3.5999383e-06,8.0,3.5999383e-06,-0.07201575,0.07780003
ABC transporters in lipid homeostasis,1.717623e-05,9.0,1.717623e-05,-0.05690839,0.044857558
ADP signalling through P2Y purinoceptor 1,2.0767116e-06,14.0,2.0767116e-06,-0.07371076,-0.18740152
ADP signalling through P2Y purinoceptor 12,1.0764651e-07,13.0,1.0764651e-07,-0.07590189,-0.14501071
AKT phosphorylates targets in the cytosol,1.0477239e-07,13.0,1.0477239e-07,-0.075905085,-0.14501306
AKT phosphorylates targets in the nucleus,6.539612e-08,8.0,6.539612e-08,-0.0759489,0.074922904
AKT-mediated inactivation of FOXO1A,1.0870662e-08,4.0,1.0870662e-08,-0.07600958,0.2508529
ALKBH2 mediated reversal of alkylation damage,1.3298078e-08,2.0,1.3298078e-08,-0.076006874,0.3388421
ALKBH3 mediated reversal of alkylation damage,2.200166e-05,3.0,2.200166e-05,-0.051538773,0.3127471
AMPK inhibits chREBP transcriptional activation activity,2.2705137e-06,6.0,2.2705137e-06,-0.073495105,0.16470507
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.07602167,0.3828249
APC truncation mutants have impaired AXIN binding,1.5379393e-06,10.0,1.5379393e-06,-0.07431029,-0.011865652
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,1.768415e-07,42.0,1.768415e-07,-0.07582489,-1.4207689
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,0.00039388984,6.0,0.00039388984,0.36228916,0.4834843
APOBEC3G mediated resistance to HIV-1 infection,8.366734e-10,4.0,8.366734e-10,-0.07602074,0.25084475
ARL13B-mediated ciliary trafficking of INPP5E,4.788067e-06,3.0,4.788067e-06,-0.070693634,0.29873517
ATF4 activates genes,0.0005612345,2.0,0.0005612345,0.54850614,0.7956777
ATF6 (ATF6-alpha) activates chaperone genes,0.0020608862,6.0,0.0020608862,2.2172813,1.8404238
ATP sensitive Potassium channels,1.331156e-12,2.0,1.331156e-12,-0.07602167,0.33883128
AUF1 (hnRNP D0) binds and destabilizes mRNA,1.292425e-06,32.0,1.292425e-06,-0.07458349,-0.9799247
AURKA Activation by TPX2,1.49186535e-05,48.0,1.49186535e-05,-0.059420567,-1.6727307
AXIN missense mutants destabilize the destruction complex,8.833498e-06,10.0,8.833498e-06,-0.06619197,-0.005927046
Abacavir metabolism,1.8874221e-06,3.0,1.8874221e-06,-0.0739214,0.29637405
Abacavir transmembrane transport,0.0,1.0,0.0,-0.07602167,0.3828249
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,7.987744e-07,2.0,7.987744e-07,-0.07513282,0.3394815
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,1.71171e-08,2.0,1.71171e-08,-0.07600262,0.33884522
Acetylation,0.0,1.0,0.0,-0.07602167,0.3828249
Acetylcholine Neurotransmitter Release Cycle,7.748953e-06,6.0,7.748953e-06,-0.06739883,0.16916454
Acetylcholine regulates insulin secretion,0.00011812786,6.0,0.00011812786,0.055428077,0.25901327
Acrosome Reaction,0.0,1.0,0.0,-0.07602167,0.3828249
Activated NOTCH1 Transmits Signal to the Nucleus,2.7530764e-10,20.0,2.7530764e-10,-0.076021366,-0.45305336
Activated NTRK2 signals through CDK5,3.210484e-09,5.0,3.210484e-09,-0.0760181,0.20685309
Activated NTRK2 signals through FRS2 and FRS3,1.862781e-09,7.0,1.862781e-09,-0.0760196,0.1188648
Activated NTRK2 signals through FYN,8.4023133e-10,5.0,8.4023133e-10,-0.07602074,0.20685117
Activated NTRK2 signals through PI3K,3.706026e-09,4.0,3.706026e-09,-0.07601755,0.25084707
Activated NTRK2 signals through PLCG1,4.4687267e-09,2.0,4.4687267e-09,-0.0760167,0.33883494
Activated NTRK2 signals through RAS,1.3198248e-08,5.0,1.3198248e-08,-0.076006986,0.20686121
Activated NTRK3 signals through PI3K,8.743767e-08,5.0,8.743767e-08,-0.07592438,0.20692165
Activated NTRK3 signals through PLCG1,5.0220628e-08,2.0,5.0220628e-08,-0.07596579,0.33887216
Activated NTRK3 signals through RAS,8.307715e-09,5.0,8.307715e-09,-0.076012425,0.20685723
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,1.0933122e-05,11.0,1.0933122e-05,-0.063855566,-0.048211556
Activation and oligomerization of BAK protein,2.0220564e-07,3.0,2.0220564e-07,-0.075796664,0.29500225
Activation of AMPA receptors,0.0,1.0,0.0,-0.07602167,0.3828249
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,1.2683884e-06,43.0,1.2683884e-06,-0.07461024,-1.4638739
Activation of ATR in response to replication stress,0.000120686906,22.0,0.000120686906,0.058275722,-0.44280127
Activation of BAD and translocation to mitochondria ,3.7875296e-05,10.0,3.7875296e-05,-0.033874985,0.017713053
Activation of BIM and translocation to mitochondria ,4.011379e-06,3.0,4.011379e-06,-0.07155791,0.29810295
