,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
CHKB,9.883149e-05,2.0,9.883149e-05,-0.16650909,-0.2292827
LRRC4B,0.00015743796,1.0,0.00015743796,-0.16430335,-0.028475232
HLA-A,0.006015019,7.0,0.006015019,0.056156278,-1.0493066
CNN2,0.0046650036,2.0,0.0046650036,0.0053462475,-0.09396192
HSF2,0.0,0.0,0.0,-0.17022876,0.16592968
PRKAA1,0.0007175407,4.0,0.0007175407,-0.14322296,-0.6090882
ANXA7,0.0,0.0,0.0,-0.17022876,0.16592968
ASB13,0.001694559,2.0,0.001694559,-0.10645127,-0.18199252
ZNF551,0.0,0.0,0.0,-0.17022876,0.16592968
DNAJB14,0.0,0.0,0.0,-0.17022876,0.16592968
AP4M1,7.8772007e-07,1.0,7.8772007e-07,-0.17019911,-0.033117637
DLG4,0.0012153488,9.0,0.0012153488,-0.12448713,-1.5896885
EMB,0.0030179427,1.0,0.0030179427,-0.05664358,0.056297243
BRCC3,0.0063482067,4.0,0.0063482067,0.068696335,-0.44222063
NUP214,0.0073726783,19.0,0.0073726783,0.107254,-3.3979197
OR6Q1,2.2593383e-06,1.0,2.2593383e-06,-0.17014374,-0.03307402
SGSM1,0.0,0.0,0.0,-0.17022876,0.16592968
SMG8,6.669012e-06,1.0,6.669012e-06,-0.16997777,-0.032943342
KCTD10,0.0,0.0,0.0,-0.17022876,0.16592968
AMER3,0.0,0.0,0.0,-0.17022876,0.16592968
PIWIL4,9.042826e-05,1.0,9.042826e-05,-0.16682535,-0.0304611
GPR149,0.0,0.0,0.0,-0.17022876,0.16592968
GLI1,2.1766442e-05,2.0,2.1766442e-05,-0.16940956,-0.23156656
EMC9,0.0,0.0,0.0,-0.17022876,0.16592968
FOXRED1,0.0,0.0,0.0,-0.17022876,0.16592968
TCFL5,0.0,0.0,0.0,-0.17022876,0.16592968
RNFT1,0.0,0.0,0.0,-0.17022876,0.16592968
FOXJ3,0.0,0.0,0.0,-0.17022876,0.16592968
TAS1R3,0.0006519452,1.0,0.0006519452,-0.14569175,-0.013820257
CD82,0.0,0.0,0.0,-0.17022876,0.16592968
SUFU,0.00050678506,3.0,0.00050678506,-0.15115508,-0.41626346
SRA1,0.0,0.0,0.0,-0.17022876,0.16592968
KRTAP10-8,0.0,0.0,0.0,-0.17022876,0.16592968
CENPO,0.0029690664,5.0,0.0029690664,-0.058483116,-0.74143374
COMMD2,0.001628257,1.0,0.001628257,-0.108946666,0.015113218
ZNF562,0.0,0.0,0.0,-0.17022876,0.16592968
DACH1,0.0,0.0,0.0,-0.17022876,0.16592968
F9,3.2436233e-06,5.0,3.2436233e-06,-0.17010668,-0.82932734
DPH7,0.0017425223,1.0,0.0017425223,-0.1046461,0.018499527
RASSF8,0.0,0.0,0.0,-0.17022876,0.16592968
MTOR,0.0023555916,9.0,0.0023555916,-0.081572235,-1.5558969
SIKE1,3.477304e-13,2.0,3.477304e-13,-0.17022876,-0.23221162
FSCN3,0.0,0.0,0.0,-0.17022876,0.16592968
L3MBTL2,2.4035171e-05,2.0,2.4035171e-05,-0.16932417,-0.23149933
METTL22,9.966257e-05,1.0,9.966257e-05,-0.1664778,-0.030187434
RPL15,0.00839927,12.0,0.00839927,0.14589143,-1.9740014
BCAR3,0.0,0.0,0.0,-0.17022876,0.16592968
NFKBIA,0.008681428,12.0,0.008681428,0.15651092,-1.9656395
SLC31A1,0.0,0.0,0.0,-0.17022876,0.16592968
SNX5,3.977768e-05,1.0,3.977768e-05,-0.16873167,-0.03196215
GHRHR,1.6369577e-05,1.0,1.6369577e-05,-0.16961268,-0.032655865
NCL,0.0,0.0,0.0,-0.17022876,0.16592968
CAPZA2,0.008087292,4.0,0.008087292,0.13414966,-0.39068198
ORC1,0.0004800696,8.0,0.0004800696,-0.15216056,-1.4124082
SLC3A2,0.041564245,3.0,0.041564245,1.3941094,0.80049473
CSE1L,0.0,0.0,0.0,-0.17022876,0.16592968
DSPP,2.6341155e-05,1.0,2.6341155e-05,-0.16923738,-0.032360356
OR5A2,0.00026008853,1.0,0.00026008853,-0.16043991,-0.02543313
XIAP,0.009995188,6.0,0.009995188,0.20595641,-0.73228174
NOMO1,0.0,0.0,0.0,-0.17022876,0.16592968
RNF133,0.0,0.0,0.0,-0.17022876,0.16592968
KPNA5,0.0009106216,2.0,0.0009106216,-0.13595603,-0.20522489
TULP4,2.8891205e-05,1.0,2.8891205e-05,-0.16914141,-0.032284778
PURB,0.0,0.0,0.0,-0.17022876,0.16592968
MPP2,0.0,0.0,0.0,-0.17022876,0.16592968
C5AR2,0.00014354679,2.0,0.00014354679,-0.16482615,-0.22795753
DHX33,0.0,0.0,0.0,-0.17022876,0.16592968
UBE2L6,0.010592401,5.0,0.010592401,0.2284335,-0.5155124
ZNF763,0.0,0.0,0.0,-0.17022876,0.16592968
GNAQ,0.002660134,5.0,0.002660134,-0.070110284,-0.7505891
DNASE2,2.9184139e-06,1.0,2.9184139e-06,-0.17011893,-0.033054493
MMGT1,0.0001579215,1.0,0.0001579215,-0.16428514,-0.028460898
TPGS1,0.00018472588,1.0,0.00018472588,-0.1632763,-0.027666537
TDO2,0.00015459927,1.0,0.00015459927,-0.16441017,-0.028559364
TRIM36,2.074849e-05,1.0,2.074849e-05,-0.16944787,-0.032526087
HARBI1,0.0,0.0,0.0,-0.17022876,0.16592968
NLGN2,0.0012669227,1.0,0.0012669227,-0.12254606,0.0044048964
ABHD14B,0.0,0.0,0.0,-0.17022876,0.16592968
ABCC12,0.0,0.0,0.0,-0.17022876,0.16592968
NEURL1B,0.004593363,5.0,0.004593363,0.0026499368,-0.6932969
NANOGNB,0.0,0.0,0.0,-0.17022876,0.16592968
DYNLT3,0.0,0.0,0.0,-0.17022876,0.16592968
LDLRAP1,0.00018205753,1.0,0.00018205753,-0.16337673,-0.027745605
TUBB2B,0.00905509,4.0,0.00905509,0.1705743,-0.36200082
TMEM80,0.0,0.0,0.0,-0.17022876,0.16592968
GNL3L,0.0,0.0,0.0,-0.17022876,0.16592968
ZNF519,0.0,0.0,0.0,-0.17022876,0.16592968
ITGA2B,0.0026615392,13.0,0.0026615392,-0.0700574,-2.3431127
TIE1,0.0,0.0,0.0,-0.17022876,0.16592968
UBE2V2,0.004121812,6.0,0.004121812,-0.015097653,-0.9063422
GPAM,0.012608117,5.0,0.012608117,0.3042983,-0.45577568
KAT5,0.0025709514,9.0,0.0025709514,-0.07346682,-1.5495145
F13B,4.7238177e-06,1.0,4.7238177e-06,-0.170051,-0.03300099
KLHL34,0.0,0.0,0.0,-0.17022876,0.16592968
SMARCAD1,0.0,0.0,0.0,-0.17022876,0.16592968
CLEC4M,0.0,0.0,0.0,-0.17022876,0.16592968
RAB4A,0.04455217,4.0,0.04455217,1.5065649,0.68997276
RRAS,0.0025385371,3.0,0.0025385371,-0.07468679,-0.35605147
SLC30A4,0.0,0.0,0.0,-0.17022876,0.16592968
DHRS7C,0.0,0.0,0.0,-0.17022876,0.16592968
SNX12,0.0,0.0,0.0,-0.17022876,0.16592968
RNF5,0.005202918,2.0,0.005202918,0.025591526,-0.078020565
IQCC,0.0,0.0,0.0,-0.17022876,0.16592968
FAM135B,0.0,0.0,0.0,-0.17022876,0.16592968
SLC2A1,0.0003357761,3.0,0.0003357761,-0.15759128,-0.42133138
ELAVL1,0.00589251,2.0,0.00589251,0.051545452,-0.05758416
DPY19L1,0.0,0.0,0.0,-0.17022876,0.16592968
IGF2BP1,0.00010246985,2.0,0.00010246985,-0.16637215,-0.2291749
POMT2,0.0,0.0,0.0,-0.17022876,0.16592968
GALNT11,0.0,0.0,0.0,-0.17022876,0.16592968
GCSAM,0.0,0.0,0.0,-0.17022876,0.16592968
PCMTD1,0.0,0.0,0.0,-0.17022876,0.16592968
ESRRG,0.00050862523,1.0,0.00050862523,-0.15108584,-0.018067624
TRIM11,1.9034429e-06,1.0,1.9034429e-06,-0.17015712,-0.033084568
EFCAB11,0.0,0.0,0.0,-0.17022876,0.16592968
TMEM8B,0.0,0.0,0.0,-0.17022876,0.16592968
TM2D2,0.0,0.0,0.0,-0.17022876,0.16592968
DIS3,0.0039420533,4.0,0.0039420533,-0.021863166,-0.51352817
PNOC,0.0033601727,1.0,0.0033601727,-0.04376319,0.0664394
PPY,0.00047027002,1.0,0.00047027002,-0.15252939,-0.019204304
GPC3,0.005623263,11.0,0.005623263,0.041411895,-1.8571991
REPS1,9.821987e-06,1.0,9.821987e-06,-0.1698591,-0.032849897
ZSWIM4,0.0,0.0,0.0,-0.17022876,0.16592968
ZKSCAN5,0.0,0.0,0.0,-0.17022876,0.16592968
OAF,0.0,0.0,0.0,-0.17022876,0.16592968
SPDYA,0.0,0.0,0.0,-0.17022876,0.16592968
ZNF771,0.0,0.0,0.0,-0.17022876,0.16592968
SNAPC3,0.04638791,3.0,0.04638791,1.5756559,0.9434465
MAN1C1,0.0038153448,2.0,0.0038153448,-0.026632048,-0.11914198
GTF2H2,0.0023194386,20.0,0.0023194386,-0.08293292,-3.7467456
ZFYVE16,0.0049260333,1.0,0.0049260333,0.015170526,0.11284445
PYGM,0.00053307286,1.0,0.00053307286,-0.1501657,-0.017343111
RNF26,0.0,0.0,0.0,-0.17022876,0.16592968
CD274,0.00012918258,1.0,0.00012918258,-0.16536678,-0.029312603
TPH1,0.00020270236,1.0,0.00020270236,-0.16259974,-0.0271338
CFAP126,0.0,0.0,0.0,-0.17022876,0.16592968
COL11A1,2.3626104e-10,1.0,2.3626104e-10,-0.17022875,-0.033140972
ZBTB2,0.0,0.0,0.0,-0.17022876,0.16592968
ADPRM,0.001543949,1.0,0.001543949,-0.112119734,0.012614711
PPIL4,0.010447465,1.0,0.010447465,0.2229786,0.2764748
CIRBP,0.0,0.0,0.0,-0.17022876,0.16592968
IGSF8,0.0,0.0,0.0,-0.17022876,0.16592968
ATP6V0A1,0.059472676,4.0,0.059472676,2.0681224,1.1321492
E2F4,0.0064181774,5.0,0.0064181774,0.0713298,-0.6392177
GAGE1,0.0,0.0,0.0,-0.17022876,0.16592968
MTR,0.0091541335,4.0,0.0091541335,0.17430197,-0.35906562
LILRA1,0.00015067411,1.0,0.00015067411,-0.1645579,-0.028675683
MADD,0.00017255655,2.0,0.00017255655,-0.16373433,-0.22709784
MAPK3,0.04473919,34.0,0.0013158586,-0.120704286,-5.2766037
ABCG1,3.153608e-13,2.0,3.153608e-13,-0.17022876,-0.23221162
ZNF251,0.0,0.0,0.0,-0.17022876,0.16592968
CEP290,0.016047075,6.0,0.016047075,0.43372905,-0.5529311
FAM149A,0.0,0.0,0.0,-0.17022876,0.16592968
TPD52L3,0.0,0.0,0.0,-0.17022876,0.16592968
FOXR1,0.0,0.0,0.0,-0.17022876,0.16592968
PLBD1,0.007238633,4.0,0.007238633,0.10220899,-0.41583243
ZNF468,0.0,0.0,0.0,-0.17022876,0.16592968
SSPN,0.0,0.0,0.0,-0.17022876,0.16592968
ATOH1,0.0,0.0,0.0,-0.17022876,0.16592968
FRYL,0.0,0.0,0.0,-0.17022876,0.16592968
PAX3,8.76793e-08,1.0,8.76793e-08,-0.17022547,-0.033138387
TDRD9,0.00045061205,1.0,0.00045061205,-0.15326925,-0.019786868
FAM228B,0.0,0.0,0.0,-0.17022876,0.16592968
TCF7L1,0.017875446,5.0,0.017875446,0.5025428,-0.29967585
FAT4,0.0,0.0,0.0,-0.17022876,0.16592968
PWWP2A,0.0,0.0,0.0,-0.17022876,0.16592968
DHX34,0.0,0.0,0.0,-0.17022876,0.16592968
FBXO45,0.0,0.0,0.0,-0.17022876,0.16592968
KDM1B,0.00038860738,2.0,0.00038860738,-0.1556029,-0.22069506
MTRF1L,9.3761795e-05,1.0,9.3761795e-05,-0.16669989,-0.030362304
NAP1L2,0.0,0.0,0.0,-0.17022876,0.16592968
RCE1,0.00080468477,1.0,0.00080468477,-0.13994314,-0.009293754
RHAG,4.477566e-07,3.0,4.477566e-07,-0.17021191,-0.431269
NEU3,0.0031335384,1.0,0.0031335384,-0.052292943,0.059722982
LUC7L,0.0,0.0,0.0,-0.17022876,0.16592968
