ind,Transport of small molecules,Metabolism,Cellular responses to external stimuli,DNA Replication,Neuronal System,Cell-Cell communication,Programmed Cell Death,Cell Cycle,Circadian Clock,Organelle biogenesis and maintenance,Vesicle-mediated transport,Metabolism of proteins,Digestion and absorption,Immune System,Extracellular matrix organization,Signal Transduction,Gene expression (Transcription),DNA Repair,Developmental Biology,Chromatin organization,Mitophagy,Metabolism of RNA,Reproduction,Disease,Hemostasis,Muscle contraction
TCGA-DE-A0XZ-01A,-0.00031657997,0.000277791,-4.4072975e-05,-0.0007936949,-2.2325848e-05,-7.168769e-05,-0.00019387786,-0.00025618201,4.7480185e-06,-3.3231765e-05,-0.00017392721,-0.0011521195,-9.05854e-05,-0.000632977,-0.001112859,0.0032944123,-0.0011071971,0.00029760358,8.520655e-05,0.00017542386,4.8947775e-05,-0.0029218507,8.102723e-05,9.554508e-05,0.0013147186,0.00016063466
TCGA-DE-A0Y3-01B,-0.00043562675,0.0012161462,-0.00010471881,-0.00058720604,7.034917e-06,-4.5393386e-05,-7.982891e-05,-0.00027233793,5.255906e-06,-2.1035323e-05,-6.349442e-05,-0.0005335543,-3.7510963e-05,-0.00044853898,-0.0011283043,0.0014536362,-7.30386e-05,0.00023956996,-2.0287784e-05,0.00016821861,5.2345953e-05,-0.0030373,7.7167686e-05,0.00016889386,0.0010954265,0.00010778714
TCGA-DE-A4M8-01A,-0.0003593081,0.0002691993,-0.00015325687,-0.0006487986,-1.1207916e-05,-6.742396e-05,-0.00022307181,-0.0002606711,2.8912857e-06,-1.5113889e-05,-0.00017488174,-0.0009803919,-3.2162563e-05,-0.0006403787,-0.001285244,0.00022642442,-0.00055905984,0.00031109052,4.726402e-05,0.0001592627,4.874133e-05,-0.0028446068,7.462968e-05,4.977362e-05,0.0013075562,0.00019679267
TCGA-DE-A4MB-01A,-0.00048560713,0.0012020656,-9.072786e-05,-0.00058168825,-3.4128698e-05,-6.59441e-05,-9.4043105e-05,-0.00023870134,5.119317e-06,-2.0568978e-05,-2.9927369e-05,-0.0011562757,-3.5419296e-05,-0.0005564362,-0.001114383,0.0007670918,-0.0007033939,0.00042220933,-1.9642992e-05,0.00016968677,4.6753903e-05,-0.0030143051,7.586104e-05,6.5544424e-05,0.0007238454,0.00021094088
TCGA-DE-A4MD-06A,-0.0004553149,-0.00043010036,-0.00014489544,-0.00082954427,1.746817e-05,-6.3439875e-05,-0.00021920123,-0.00036971836,2.9083274e-06,-3.7547183e-05,-8.5666325e-05,-0.0009392705,-6.291539e-05,-0.00051108154,-0.0014251155,-0.0011470275,-0.000652769,0.0004508908,4.9791903e-05,0.00015569337,5.1948373e-05,-0.003127839,6.122939e-05,-4.0930932e-05,0.0011906545,0.00018233045
TCGA-DE-A69J-01A,-0.00037054438,0.0008982409,-9.0380985e-05,-0.0009962248,-7.612175e-06,-5.7777357e-05,6.4717824e-05,-0.0002695176,5.0205463e-06,-4.6562465e-05,-0.00016053669,-0.0006903909,-5.317264e-05,-0.000527759,-0.002043248,0.0025337455,-0.00046643318,0.00029000343,6.279397e-05,0.00017923054,5.4906457e-05,-0.0030448237,7.778506e-05,0.0001834145,0.0011437341,0.00015445573
TCGA-DJ-A13M-01A,-0.0004623249,0.0006100622,-0.00017869205,-0.0009812257,0.000119545286,-5.1304516e-05,-4.1007945e-05,-0.00032557224,2.9255493e-06,-6.429077e-05,-0.00011833737,-0.0006308295,-1.2610962e-05,-0.00044348408,-0.0014296266,-0.0011100988,-0.00056613877,0.0005998874,0.00010607479,0.00019184296,5.2818363e-05,-0.0030649223,6.439912e-05,0.0001423853,0.0010706264,0.00018451108
TCGA-DJ-A13O-01A,-0.00043688147,0.0007750027,-0.00015908603,-0.0006841016,7.177173e-05,-5.8752226e-05,-0.00027395674,-0.00027421466,3.7565037e-06,-5.06431e-05,-8.7688546e-05,-0.0012765051,-2.669641e-05,-0.0005055305,-0.0012213953,0.0002834228,-0.00050204596,0.00038343592,6.81484e-05,0.00018168255,5.383958e-05,-0.0030854878,6.698061e-05,-4.1150073e-05,0.0010096434,0.00019368027
TCGA-DJ-A13O-01A,-0.00043688147,0.0007750027,-0.00015908603,-0.0006841016,7.177173e-05,-5.8752226e-05,-0.00027395674,-0.00027421466,3.7565037e-06,-5.06431e-05,-8.7688546e-05,-0.0012765051,-2.669641e-05,-0.0005055305,-0.0012213953,0.0002834228,-0.00050204596,0.00038343592,6.81484e-05,0.00018168255,5.383958e-05,-0.0030854878,6.698061e-05,-4.1150073e-05,0.0010096434,0.00019368027
TCGA-DJ-A13P-01A,-0.0004299086,0.00048998446,-9.169597e-05,-0.0008685803,-1.581413e-05,-5.0518833e-05,-0.00014691855,-0.0001576025,4.590582e-06,-5.0280814e-05,-0.00016153278,-0.0013490829,-2.4661098e-05,-0.0005644379,-0.0012150633,0.0024809649,-0.0006747214,0.00038724224,8.654953e-05,0.00017761915,5.4411696e-05,-0.003030583,7.391673e-05,0.00014473862,0.0013330809,0.0002414255
TCGA-DJ-A13P-01A,-0.0004299086,0.00048998446,-9.169597e-05,-0.0008685803,-1.581413e-05,-5.0518833e-05,-0.00014691855,-0.0001576025,4.590582e-06,-5.0280814e-05,-0.00016153278,-0.0013490829,-2.4661098e-05,-0.0005644379,-0.0012150633,0.0024809649,-0.0006747214,0.00038724224,8.654953e-05,0.00017761915,5.4411696e-05,-0.003030583,7.391673e-05,0.00014473862,0.0013330809,0.0002414255
TCGA-DJ-A13T-01A,-0.00040138754,0.0008082235,-5.925494e-05,-0.0008996644,-1.6822156e-05,-5.9573867e-05,-0.00018487989,-0.00021873329,4.5962934e-06,-4.7781963e-05,-0.00016484038,-0.0010413611,-2.0255825e-06,-0.0005523319,-0.0016666589,0.001590858,-0.00043932808,0.00031291385,6.357102e-05,0.00017101083,5.3798605e-05,-0.0030202537,7.8464174e-05,0.0002107659,0.00137728,0.0002005503
TCGA-DJ-A13X-01A,-0.00038733092,0.0010099212,-8.484219e-05,-0.00074959174,-1.2267319e-05,-4.598831e-05,-0.00024399858,-0.00021679241,4.988224e-06,-3.7428083e-05,-0.00016666319,-0.0007118648,-4.773371e-05,-0.0005300313,-0.0018866019,0.0013029428,-0.00040282882,0.00032411577,5.3928783e-05,0.00017141955,5.23789e-05,-0.0030714762,7.699774e-05,0.0002825699,0.0013454114,0.0002815284
TCGA-DJ-A1QG-01A,-0.00041268033,0.00043042316,-0.000108064836,-0.00081451435,4.262844e-05,-6.05707e-05,-9.894891e-05,-0.00023530076,2.1985088e-06,-1.3256658e-05,-0.00013903172,-0.0011177048,2.1386488e-06,-0.000460417,-0.0015837646,-0.0010025008,-0.0003553026,0.00034408167,8.027478e-05,0.00018320263,5.096188e-05,-0.0033979665,6.520203e-05,0.00010501447,0.0012866363,0.000117162694
TCGA-DJ-A1QH-01A,-0.00036312995,0.00095556997,-9.4018076e-05,-0.0008405718,3.7403279e-06,-5.559673e-05,-6.534544e-05,-0.00027535888,6.3095636e-06,-4.2104555e-05,-0.00016708633,-0.000709862,-4.9675295e-05,-0.00055633864,-0.0016928277,0.0023465087,-0.00044810286,0.00032577515,4.8434315e-05,0.00018088467,5.0406954e-05,-0.0030622906,7.958706e-05,0.00018803083,0.0011816728,0.0001575865
TCGA-DJ-A1QL-01A,-0.00049419655,-0.0005919483,-7.977533e-05,-0.001113233,5.2974086e-05,-5.6029607e-05,-0.0002690372,-0.00026864192,3.1176237e-06,-6.306643e-05,-0.00014195983,-0.0007319745,-7.571651e-05,-0.00049214036,-0.0012303843,0.002837292,-0.00065822556,0.00024078006,7.004883e-05,0.00018924511,5.6047807e-05,-0.003043819,7.403651e-05,-4.684384e-06,0.0010433928,0.0002232984
TCGA-DJ-A1QM-01A,-0.00036597167,0.0004480238,-0.000105305466,-0.000632495,2.0948863e-05,-6.303018e-05,-0.00017703997,-0.00020461397,4.920027e-06,-4.176568e-05,-0.00012559889,-0.0016886054,1.7037457e-06,-0.0005361209,-0.0015619254,0.0028815214,-0.00034897795,0.0003340752,7.0216192e-06,0.00017641902,4.9803475e-05,-0.0029997579,7.4217154e-05,0.00014033668,0.001098846,0.00023866908
TCGA-DJ-A1QN-01A,-0.00037756743,3.934989e-05,-7.73045e-05,-0.00084036327,-1.2243632e-05,-6.409088e-05,-0.00020084894,-0.0002466654,4.638499e-06,-5.026597e-05,-0.0001647046,-0.0011374884,-6.5196306e-05,-0.00057655404,-0.0013007997,0.003846255,-0.0008409103,0.00032197704,6.0954873e-05,0.00017388539,4.6493948e-05,-0.0030054206,7.793664e-05,0.00010306939,0.0013101338,0.00025000362
TCGA-DJ-A1QO-01A,-0.00036790204,0.0004715801,-0.00010787958,-0.00043937203,1.1980718e-06,-5.6452307e-05,-0.00019914696,-0.00029385084,4.4718154e-06,-1.8907003e-05,-0.00013830765,-0.0011354745,-2.1979182e-05,-0.00052449194,-0.0014677861,0.0008688157,-0.000560729,0.0002983721,-3.6880767e-05,0.0001715117,4.8317983e-05,-0.0029410096,7.4500655e-05,-2.591862e-05,0.0011069977,0.00021729927
TCGA-DJ-A1QQ-01A,-0.00041578425,0.0008911953,-9.58856e-06,-0.00061111216,-1.5719394e-05,-5.715496e-05,-0.00018556142,-0.00024371385,5.091742e-06,-4.3949916e-05,-0.00016742211,-0.00092886016,-3.680064e-05,-0.000624368,-0.001992584,0.0019338336,-0.00047493292,0.00024984882,2.9484909e-06,0.00017250562,5.7343765e-05,-0.0029868595,8.2100734e-05,0.00014910022,0.0012871011,0.0002297568
TCGA-DJ-A2PT-01A,-0.00037887687,0.00023620302,-0.00015776746,-0.0007505316,-2.1545691e-05,-8.369807e-05,-0.00017889468,-0.00031761837,4.3273517e-06,-3.5501736e-05,-0.000120880904,-0.00078881957,-4.2805954e-05,-0.000569817,-0.0012926746,0.0017330486,-0.00048096923,0.0003553776,2.9256491e-05,0.00018348092,5.1240437e-05,-0.0031575288,7.37482e-05,-7.858494e-05,0.0011817866,0.00017381141
TCGA-DJ-A2PU-01A,-0.0003831282,0.00013147814,-6.641348e-05,-0.00088124676,-1.3127544e-05,-6.549541e-05,-0.00019820096,-0.00023829368,4.4747226e-06,-3.3478915e-05,-0.00017428705,-0.0007507624,-3.1100048e-05,-0.0005970542,-0.001957258,0.0032669893,-0.00015766753,0.000270163,9.114128e-05,0.00017843819,5.1294875e-05,-0.0031231374,7.9380305e-05,0.00024330891,0.0014351523,0.00032661966
TCGA-DJ-A2PY-01A,-0.0004315885,0.0010939235,-8.120478e-05,-0.000937319,-6.7107085e-06,-6.347051e-05,-0.00011617192,-0.00021371161,4.7781714e-06,-3.385562e-05,-0.00012850751,-0.00096430857,-8.073418e-05,-0.0006346286,-0.0017049614,0.0027686798,-0.00052257784,0.00036620238,7.386202e-05,0.00018161512,6.008916e-05,-0.0031420242,7.983925e-05,7.328635e-05,0.0013258063,0.00021319251
TCGA-DJ-A2Q1-01A,-0.00010139888,-0.00028612328,-0.00015479674,-0.000612618,1.6947049e-06,-7.0514034e-05,-4.0894727e-05,-0.00018495752,5.8026976e-06,-3.3398865e-05,1.230499e-05,-0.0009283775,-3.0972402e-05,-0.0005306242,-0.0013032281,0.00037474398,-0.00038067656,0.00039943264,4.917857e-06,0.00017170128,4.312719e-05,-0.003186294,6.552851e-05,-7.745466e-05,0.0011262345,6.44693e-05
TCGA-DJ-A2Q2-01A,-0.00043749253,-0.0002302083,-8.006382e-05,-0.0009178308,0.00010131808,-5.1136387e-05,-0.000103957136,-0.00021536836,3.229787e-06,-3.28059e-05,-0.00015400318,-0.001364812,-4.6470996e-05,-0.0005707844,-0.0009305025,0.002561502,-0.00039318245,0.00044405198,6.330762e-06,0.0001674247,5.7217247e-05,-0.0031355505,6.980976e-05,-0.00017708587,0.0011924256,0.00023208279
TCGA-DJ-A2Q4-01A,-0.00039609635,0.0015566815,-4.036126e-05,-0.00071103027,-5.232821e-06,-5.655971e-05,-0.00016077881,-0.00024667842,4.5685288e-06,-3.5106972e-05,-0.00013490795,-0.0011227473,-5.0586674e-05,-0.0005992357,-0.0014822417,0.0018233467,-0.0005572231,0.00018652294,-1.8787614e-05,0.00017599325,5.7357945e-05,-0.0030077742,8.044278e-05,6.7804904e-05,0.0012637058,0.00025685033
TCGA-DJ-A2Q5-01A,-0.0004152632,0.0005400857,-6.9182075e-05,-0.00090857584,-2.296088e-05,-6.777574e-05,-0.00017858246,-0.00025165355,4.317032e-06,-4.1388572e-05,-0.00017474694,-0.0014547664,-4.70536e-05,-0.00078448857,-0.0013166318,0.003550605,-0.00055694254,0.00024521875,4.717646e-05,0.00017749384,5.29014e-05,-0.0029573669,8.413219e-05,0.00013124078,0.0012960013,0.00023578003
TCGA-DJ-A2Q6-01A,-0.0004179856,0.00071023905,-3.522485e-05,-0.0008876816,-2.3631166e-05,-5.9360787e-05,-0.0001573228,-0.000212314,4.994353e-06,-4.2216925e-05,-0.0001677734,-0.0013133921,-7.811912e-05,-0.0006531322,-0.0015291686,0.0025924116,-0.00060123135,0.00034573866,4.187373e-05,0.00017993644,5.500363e-05,-0.0030243276,7.9943566e-05,0.00014668488,0.001441137,0.00026073417
TCGA-DJ-A3UO-01A,-0.00040401373,0.00019896805,-0.00010205197,-0.0006565246,-1.7772364e-06,-6.5516666e-05,5.8059835e-05,-0.00027467735,5.4282605e-06,-4.06133e-05,-0.00016204538,-0.0011165343,-4.6177578e-05,-0.0005618358,-0.001252024,0.00018031042,-0.00076620025,0.00030205844,5.81795e-05,0.0001849932,4.182862e-05,-0.0029824858,7.3382966e-05,1.946308e-05,0.001378345,0.00026769922
TCGA-DJ-A3UR-01A,-0.00044652028,0.00022086877,-0.00011343495,-0.00078937947,4.2664606e-06,-5.3012343e-05,-0.00024861647,-0.00024336376,4.7729322e-06,-4.337402e-05,-0.000159051,-0.0009619157,-3.469853e-05,-0.0005458525,-0.0015793566,0.00087986863,-0.00039507475,0.00021539633,8.382044e-05,0.00017677771,5.3732685e-05,-0.0029571487,7.4476426e-05,9.258924e-05,0.0013087475,0.00015393442
TCGA-DJ-A3UT-01A,-0.0004934576,0.00045507582,-0.00012890554,-0.0007535506,9.467176e-05,-5.5873294e-05,-0.00018636917,-0.0002928537,2.2069198e-06,-5.259453e-05,-6.833837e-05,-0.0009303174,-6.888249e-05,-0.0005258294,-0.0017144039,-0.0004230915,-0.0007076709,0.00041715713,8.9299065e-06,0.0001753348,5.6000503e-05,-0.002960294,5.913178e-05,7.5450625e-05,0.0010567316,0.00019475879
TCGA-DJ-A3UW-01A,-0.00039178875,0.00023442354,-0.00016623389,-0.00048663464,-4.915929e-06,-7.407942e-05,-8.861338e-05,-0.00025355944,3.7342677e-06,-1.3057241e-05,-0.00015939385,-0.0010686761,-2.1759844e-05,-0.00061599206,-0.0012107213,0.0005368472,-0.0006434642,0.0003554028,3.0204357e-05,0.00016731075,4.987328e-05,-0.002897836,6.990435e-05,-5.4915894e-05,0.001144852,0.00019877772
TCGA-DJ-A3UY-01A,-0.00047544466,0.0011117415,-9.590701e-05,-0.00073007296,3.097586e-05,-5.9021517e-05,-0.00018331406,-0.00022626099,4.5418465e-06,-3.114768e-05,-0.00016632087,-0.0011366857,-5.7967143e-05,-0.0005917781,-0.0017114653,0.0017311904,-0.00046899685,0.00027522002,5.0587355e-06,0.00018218589,5.4284978e-05,-0.0029681737,7.692318e-05,9.3163006e-05,0.0012651238,0.00023425744
TCGA-DJ-A3V0-01A,-0.00045872334,0.0005580327,-0.00014606444,-0.0006437438,-3.283824e-05,-6.978487e-05,-0.00012292694,-0.00026946244,5.122125e-06,-3.1611824e-05,-0.00017712647,-0.0013035327,-6.893418e-05,-0.00054003287,-0.0014139595,-0.000871512,-0.00089957996,0.00033214662,2.9950017e-05,0.00017661855,5.415217e-05,-0.0029275315,6.163536e-05,5.763121e-05,0.0011782028,0.00018338027
TCGA-DJ-A3V4-01A,-0.00044466203,0.0012794426,-0.000112363516,-0.0007500258,4.4576964e-06,-5.7689413e-05,-0.0001408797,-0.0002132009,4.850913e-06,-2.7712786e-05,-0.0001331218,-0.0012157342,-6.252835e-05,-0.0005503874,-0.001498944,0.0018646033,-0.00047522676,0.0002833982,7.337516e-05,0.00017436246,5.897691e-05,-0.0030445133,7.611155e-05,0.00010358991,0.0011867982,0.00018146729
TCGA-DJ-A3V6-01A,-0.00039684778,0.00022035076,-0.00014777684,-0.0006530033,-1.3665965e-05,-5.365236e-05,-9.317561e-05,-0.00028301802,4.481093e-06,-1.9504188e-05,-0.00013363949,-0.0013574671,-6.765353e-05,-0.0005356216,-0.0014590758,0.0006653325,-0.0006625541,0.00038745324,-6.330395e-06,0.00017968538,5.3544412e-05,-0.0029204811,7.406568e-05,-4.072737e-06,0.0011152953,0.00013368686
TCGA-DJ-A3V7-01A,-0.00043506216,0.0011009916,-0.00015203192,-0.00083280157,4.0213126e-06,-5.569035e-05,-7.675952e-05,-0.000258633,4.805942e-06,-3.743708e-05,-0.00013192571,-0.0008968825,-8.346697e-05,-0.00051952054,-0.0010984455,0.00022882587,-0.00053693977,0.0002462083,9.38222e-06,0.00017850014,5.4776217e-05,-0.0028862937,7.167977e-05,6.131868e-05,0.0011263347,0.00014404439
TCGA-DJ-A3V8-01A,-0.00044256213,0.000326732,-0.0001234404,-0.0007910417,5.0335577e-05,-5.3138992e-05,-0.00016069604,-0.00024460568,4.540309e-06,-4.1574807e-05,-0.000101266996,-0.00071362447,-6.3695785e-05,-0.00048822633,-0.001351299,0.0005541086,-0.00075126736,0.00023839905,1.0541829e-05,0.00018419191,5.7947505e-05,-0.002942905,7.525815e-05,1.7482742e-05,0.0010819117,0.00017562127
TCGA-DJ-A3VA-01A,-0.00044479978,0.00059986045,-7.021327e-05,-0.00069010194,-3.8466237e-06,-5.8242396e-05,-0.00011857915,-0.00027088108,3.9433503e-06,-3.0498235e-05,-0.00018191419,-0.0012573241,-8.344608e-05,-0.00055903394,-0.0015865919,0.0011314943,-0.0011442065,0.00023426523,5.4096017e-05,0.00018060535,5.7428057e-05,-0.0029474862,7.6906894e-05,0.0001004856,0.0011785475,0.00023002893
TCGA-DJ-A3VG-01A,-0.000521687,0.00022753967,-0.00015287175,-0.00087545766,5.8374586e-05,-5.496506e-05,1.8771072e-05,-0.00021951983,2.0344742e-06,-5.3441956e-05,-0.00010068543,-0.000752564,-8.2440674e-05,-0.0005245927,-0.0012071127,0.0011589319,-0.0007478428,0.00030891426,1.576128e-05,0.00017810243,5.657663e-05,-0.002917485,6.294344e-05,1.4474073e-05,0.0010894552,0.00014550803
TCGA-DJ-A3VG-01A,-0.000521687,0.00022753967,-0.00015287175,-0.00087545766,5.8374586e-05,-5.496506e-05,1.8771072e-05,-0.00021951983,2.0344742e-06,-5.3441956e-05,-0.00010068543,-0.000752564,-8.2440674e-05,-0.0005245927,-0.0012071127,0.0011589319,-0.0007478428,0.00030891426,1.576128e-05,0.00017810243,5.657663e-05,-0.002917485,6.294344e-05,1.4474073e-05,0.0010894552,0.00014550803
TCGA-DJ-A3VI-01A,-0.00045193348,0.00085088966,-0.00011916724,-0.0008071059,1.935156e-05,-4.252957e-05,-0.00019879872,-0.00027716768,4.5746106e-06,-1.8212606e-05,-8.846195e-05,-0.001062521,-8.142293e-05,-0.00045851356,-0.0016747256,-0.00068254065,-0.00053575385,0.00024350968,2.827453e-05,0.00018104089,5.661456e-05,-0.0029290414,7.456113e-05,9.453148e-05,0.0011055742,0.00011005728
TCGA-DJ-A3VI-01A,-0.00045193348,0.00085088966,-0.00011916724,-0.0008071059,1.935156e-05,-4.252957e-05,-0.00019879872,-0.00027716768,4.5746106e-06,-1.8212606e-05,-8.846195e-05,-0.001062521,-8.142293e-05,-0.00045851356,-0.0016747256,-0.00068254065,-0.00053575385,0.00024350968,2.827453e-05,0.00018104089,5.661456e-05,-0.0029290414,7.456113e-05,9.453148e-05,0.0011055742,0.00011005728
TCGA-DJ-A3VJ-01A,-0.00038855785,0.00035597658,-0.000120481745,-0.00097385835,-4.93442e-06,-6.292298e-05,-3.8274822e-05,-0.00026088124,4.4014078e-06,-5.1449973e-05,-0.00015975093,-0.0009537333,-4.4263266e-05,-0.00066379947,-0.0017707131,0.00296063,-0.00082432094,0.00033333467,1.566482e-05,0.00018821114,5.3323056e-05,-0.0028479001,7.918429e-05,0.000193247,0.0013677024,0.00026932653
TCGA-DJ-A4UQ-01A,-0.00046669733,0.00053499296,-5.237962e-05,-0.00088601146,-1.5977617e-05,-7.187967e-05,-0.00019343742,-0.00026975956,4.6266578e-06,-5.1553343e-05,-0.00015307427,-0.0008945561,-9.074541e-05,-0.00059588975,-0.0013380497,0.0026421011,-0.0006644108,0.00030849598,5.1643015e-05,0.00017522888,5.393073e-05,-0.0029798488,7.1143404e-05,0.000100492136,0.0012172102,0.00025532514
TCGA-DJ-A4UW-01A,-0.0004167458,0.00014942774,-0.00013222726,-0.0009057584,-7.815042e-06,-7.9721416e-05,-0.00018196118,-0.00022108869,4.127595e-06,-4.5942492e-05,-0.00016836828,-0.000876517,-7.976226e-05,-0.0005552422,-0.0013452764,0.001536488,-0.00044325355,0.00029444686,3.848863e-05,0.00017295338,5.4239164e-05,-0.00303514,6.9203474e-05,0.00015353171,0.0014140938,0.00025881772
TCGA-DJ-A4V4-01A,-0.00041879914,3.6502002e-05,-0.0001580495,-0.00056385214,8.22322e-06,-6.253648e-05,-9.931376e-05,-0.00023788217,4.0330037e-06,-2.8914064e-05,-9.988643e-05,-0.0013123034,-4.8294773e-05,-0.00043710019,-0.0013965394,0.001293097,-0.0005044414,0.00038121926,4.645245e-05,0.00016895343,5.124375e-05,-0.0030655013,6.813472e-05,0.000107764434,0.0011631992,0.00015227126
TCGA-DJ-A4V4-01A,-0.00041879914,3.6502002e-05,-0.0001580495,-0.00056385214,8.22322e-06,-6.253648e-05,-9.931376e-05,-0.00023788217,4.0330037e-06,-2.8914064e-05,-9.988643e-05,-0.0013123034,-4.8294773e-05,-0.00043710019,-0.0013965394,0.001293097,-0.0005044414,0.00038121926,4.645245e-05,0.00016895343,5.124375e-05,-0.0030655013,6.813472e-05,0.000107764434,0.0011631992,0.00015227126
TCGA-DO-A2HM-01B,-0.00035003287,0.0017094089,-6.876067e-05,-0.0005369826,-4.343433e-05,-6.969497e-05,-0.0001947305,-0.00022704036,4.6168952e-06,-1.995569e-05,-0.00017353373,-0.0010228822,-6.489591e-05,-0.00086114695,-0.0014476386,0.00714952,-0.0005584468,0.00020150648,-4.9243867e-05,0.00018144619,5.3361997e-05,-0.0028780934,8.747709e-05,-2.6334632e-05,0.0011453083,0.00015780407
TCGA-DO-A2HM-01B,-0.00035003287,0.0017094089,-6.876067e-05,-0.0005369826,-4.343433e-05,-6.969497e-05,-0.0001947305,-0.00022704036,4.6168952e-06,-1.995569e-05,-0.00017353373,-0.0010228822,-6.489591e-05,-0.00086114695,-0.0014476386,0.00714952,-0.0005584468,0.00020150648,-4.9243867e-05,0.00018144619,5.3361997e-05,-0.0028780934,8.747709e-05,-2.6334632e-05,0.0011453083,0.00015780407
TCGA-E3-A3DY-01A,-0.00042855722,0.00060207,-9.918527e-05,-0.00082855084,-1.351931e-05,-4.9216233e-05,-0.0002178002,-0.00022877216,4.7005306e-06,-2.942415e-05,-0.00013618992,-0.001053405,-4.334955e-05,-0.0006020185,-0.0013971289,0.0015253512,-0.00035224413,0.00030448203,7.4861535e-05,0.00017674582,5.3397685e-05,-0.0030248014,7.910271e-05,0.000157589,0.001297848,0.00024695075
TCGA-E3-A3DY-01A,-0.00042855722,0.00060207,-9.918527e-05,-0.00082855084,-1.351931e-05,-4.9216233e-05,-0.0002178002,-0.00022877216,4.7005306e-06,-2.942415e-05,-0.00013618992,-0.001053405,-4.334955e-05,-0.0006020185,-0.0013971289,0.0015253512,-0.00035224413,0.00030448203,7.4861535e-05,0.00017674582,5.3397685e-05,-0.0030248014,7.910271e-05,0.000157589,0.001297848,0.00024695075
TCGA-E3-A3DZ-01A,-0.00051281037,0.0008150397,-4.1130766e-05,-0.0011712189,2.9328612e-05,-5.2485273e-05,-0.00015164736,-0.00028045056,3.3994997e-06,-6.1061015e-05,-0.00016093538,-0.0009744957,-5.808381e-05,-0.000572278,-0.0012215585,0.00060824235,-0.0010505671,0.0003576198,0.000107121734,0.00018764881,5.9261867e-05,-0.0030450423,7.612041e-05,1.6581662e-05,0.0011020419,0.00029076388
TCGA-E3-A3E0-01A,-0.0004602928,0.0007980221,-0.00012099164,-0.0010660348,1.0569121e-05,-5.8759364e-05,-0.00026483514,-0.00022456307,4.53808e-06,-6.069905e-05,-0.00012936354,-0.00065399735,-5.2191197e-05,-0.00064059306,-0.0014440895,0.00023488073,-0.0006723462,0.00030835374,6.9773836e-05,0.0001904765,5.7172852e-05,-0.00302706,7.5777956e-05,-5.794108e-06,0.0012226666,0.0003062355
TCGA-E3-A3E2-01A,-0.00047387308,9.635731e-05,-0.00012949215,-0.0011133162,1.2537668e-05,-7.3327836e-05,-0.00025216799,-0.00025598373,4.478146e-06,-4.6007575e-05,-0.00015420622,-0.001252966,-5.0148614e-05,-0.0006928741,-0.0013389556,0.002722968,-0.00064225856,0.00024555475,7.1867245e-05,0.00019122208,5.228266e-05,-0.0029505612,8.122998e-05,0.000112538204,0.0012188663,0.0002290263
TCGA-E3-A3E3-01A,-0.000432321,0.0003793804,-0.00014929629,-0.00063964434,1.0613573e-05,-6.2249776e-05,-0.0001582519,-0.0002305447,4.974184e-06,-3.338953e-05,-8.783176e-05,-0.00088602345,-4.5017903e-05,-0.0005011937,-0.0015058395,0.0010573007,-0.0002950932,0.00029973444,2.9145689e-05,0.00017712616,5.074904e-05,-0.0029786672,7.43018e-05,7.691684e-05,0.0010816103,0.00015791606
TCGA-E8-A242-01A,-0.00028746235,0.00011061911,-0.0001187866,-0.0002805771,-2.3139215e-05,-6.215963e-05,-0.00014871728,-0.00028612683,4.6574655e-06,-2.0293803e-05,-0.000120508215,-0.0010475355,-1.13340775e-05,-0.00054363924,-0.0015589444,0.0006227079,-0.00065687636,0.00039552734,-2.2431057e-05,0.00017214825,5.0023045e-05,-0.00301474,7.280083e-05,-9.097259e-06,0.001268075,0.00018011374
TCGA-E8-A3X7-01A,-0.00044060926,-0.00019465775,-0.00017221733,-0.00052114174,-1.5466698e-06,-6.0137936e-05,-2.2970979e-05,-0.0002467521,4.3083833e-06,-2.3083147e-05,-7.114999e-05,-0.00069159694,-4.1164425e-05,-0.00043694567,-0.0013378467,-0.0010489547,-0.0006186993,0.0004246233,7.919923e-05,0.00017255421,5.1939158e-05,-0.0030469124,6.25693e-05,-5.7342728e-05,0.0011832814,9.4857205e-05
TCGA-E8-A413-01A,-0.00044224504,0.0009897356,-9.3503804e-05,-0.0008813242,-6.9411967e-06,-6.887638e-05,-0.00018892006,-0.00025926347,5.1021657e-06,-3.8627968e-05,-0.00017593539,-0.00094311824,-8.704148e-05,-0.0005601635,-0.0018661055,0.0023498586,-0.00074840186,0.00018033582,4.7689555e-05,0.00018066874,5.523307e-05,-0.0029718082,7.807247e-05,8.490602e-05,0.0012832416,0.0002387077
TCGA-E8-A419-01A,-0.0004269056,0.0006087153,-0.00011364276,-0.0005775401,1.4562595e-06,-6.435348e-05,-0.00014054832,-0.00029167676,4.3579075e-06,-1.1546253e-05,-0.00019094799,-0.00073439634,-7.4189564e-05,-0.00055198796,-0.0011518609,-0.0005367311,-0.0010737757,0.00032565484,1.9762243e-05,0.00017680421,5.4127908e-05,-0.002662643,7.661862e-05,-0.00013879295,0.0009662201,0.000117721946
