,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,1.4138069e-06,2.0,1.4138069e-06,-0.26553205,0.22452915
A tetrasaccharide linker sequence is required for GAG synthesis,0.01317251,14.0,0.01317251,-0.06420544,-0.09842661
ABC transporters in lipid homeostasis,0.0011686452,11.0,0.0011686452,-0.24769033,-0.11734053
ADP signalling through P2Y purinoceptor 1,0.020575121,19.0,0.020575121,0.04894707,-0.21108831
ADP signalling through P2Y purinoceptor 12,0.021094237,17.0,0.021094237,0.056882,-0.12621142
AKT phosphorylates targets in the cytosol,0.10863008,14.0,0.10863008,1.39491,0.9935858
AKT phosphorylates targets in the nucleus,0.0022835436,9.0,0.0022835436,-0.23064859,-0.025648024
AKT-mediated inactivation of FOXO1A,0.00014724211,5.0,0.00014724211,-0.26330298,0.10778988
ALKBH2 mediated reversal of alkylation damage,0.0015740223,2.0,0.0015740223,-0.24149396,0.24251941
ALKBH3 mediated reversal of alkylation damage,0.00019500346,4.0,0.00019500346,-0.26257294,0.14780542
AMPK inhibits chREBP transcriptional activation activity,0.015175275,7.0,0.015175275,-0.03359221,0.20076872
APC truncation mutants are not K63 polyubiquitinated,3.869615e-06,2.0,3.869615e-06,-0.26549453,0.22455722
APC truncation mutants have impaired AXIN binding,0.0012900895,11.0,0.0012900895,-0.24583401,-0.11595122
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.021289635,45.0,0.021289635,0.059868768,-1.2291129
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,0.00041076157,6.0,0.00041076157,-0.25927496,0.0713353
APOBEC3G mediated resistance to HIV-1 infection,0.0023181518,4.0,0.0023181518,-0.23011959,0.17209373
ARL13B-mediated ciliary trafficking of INPP5E,0.0115703875,3.0,0.0115703875,-0.08869466,0.31740636
ATF4 activates genes,0.016706707,4.0,0.016706707,-0.010183522,0.33669546
ATF6 (ATF6-alpha) activates chaperone genes,0.023401482,6.0,0.023401482,0.09214937,0.3343438
ATP sensitive Potassium channels,2.4552068e-05,3.0,2.4552068e-05,-0.26517838,0.18532465
AUF1 (hnRNP D0) binds and destabilizes mRNA,0.039877687,34.0,0.039877687,0.34399617,-0.582309
AURKA Activation by TPX2,0.0182162,50.0,0.0182162,0.012889816,-1.4616182
AXIN missense mutants destabilize the destruction complex,7.6806e-05,11.0,7.6806e-05,-0.26437965,-0.12983091
