,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
KIF2A,2.2148191e-05,7.0,2.2148191e-05,-0.00770213,-0.8167785
CCDC77,0.0,0.0,0.0,-0.128549,0.1877815
FAM161A,0.0,0.0,0.0,-0.128549,0.1877815
NR2F6,8.5168745e-07,1.0,8.5168745e-07,-0.12390195,0.034417152
LPIN1,2.219473e-05,4.0,2.219473e-05,-0.0074482006,-0.34559682
STX12,0.0,0.0,0.0,-0.128549,0.1877815
RP1,0.0,0.0,0.0,-0.128549,0.1877815
HLA-DOA,1.83012e-07,1.0,1.83012e-07,-0.12755042,0.031567086
ATP6V1H,0.00023741851,4.0,0.00023741851,1.1668743,0.57174134
SLC25A36,0.0,0.0,0.0,-0.128549,0.1877815
KLF3,0.0,0.0,0.0,-0.128549,0.1877815
QSER1,0.0,0.0,0.0,-0.128549,0.1877815
RIC8A,0.0,0.0,0.0,-0.128549,0.1877815
NOTUM,0.00020851647,3.0,0.00020851647,1.0091765,0.6055481
MRFAP1,0.0,0.0,0.0,-0.128549,0.1877815
RNF13,0.0,0.0,0.0,-0.128549,0.1877815
ZNF562,0.0,0.0,0.0,-0.128549,0.1877815
PWP1,0.0,0.0,0.0,-0.128549,0.1877815
CNIH2,9.268459e-05,2.0,9.268459e-05,0.37716463,0.26883772
LRRC8B,2.845999e-06,1.0,2.845999e-06,-0.11302041,0.042917404
NCOA2,2.8899194e-05,6.0,2.8899194e-05,0.029133271,-0.6310096
NAPB,6.2210594e-05,5.0,6.2210594e-05,0.2108898,-0.33203354
DENND6B,0.00020379174,1.0,0.00020379174,0.983397,0.8993989
PEX2,2.3993369e-05,1.0,2.3993369e-05,0.0023656855,0.13305286
TMCO1,0.0,0.0,0.0,-0.128549,0.1877815
PTPRK,0.0,0.0,0.0,-0.128549,0.1877815
MED12,1.8905185e-07,1.0,1.8905185e-07,-0.12751748,0.031592827
SERP1,4.5149595e-09,1.0,4.5149595e-09,-0.12852436,0.030806283
ANXA5,5.065002e-06,1.0,5.065002e-06,-0.1009129,0.052375358
SLC30A7,8.084684e-06,2.0,8.084684e-06,-0.08443665,-0.09174845
PTPN11,9.3224335e-05,32.0,2.9132605e-06,-0.11265341,-4.4386954
FRAT1,5.3026645e-07,1.0,5.3026645e-07,-0.12565571,0.03304717
COMMD3,5.817945e-06,2.0,5.817945e-06,-0.09680463,-0.10140987
COQ9,1.7946021e-06,1.0,1.7946021e-06,-0.11875713,0.038436092
PRF1,0.0,0.0,0.0,-0.128549,0.1877815
GPATCH4,0.0,0.0,0.0,-0.128549,0.1877815
FAM174A,0.0,0.0,0.0,-0.128549,0.1877815
