,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Influenza Infection,2.2218314e-06,3.0,2.2218314e-06,-0.2605331,-0.12271088
MAPK6/MAPK4 signaling,8.155304e-05,2.0,8.155304e-05,-0.09560284,0.17010352
Insulin effects increased synthesis of Xylulose-5-Phosphate,4.372913e-07,2.0,4.372913e-07,-0.2642432,0.04679016
Fibronectin matrix formation,0.0,2.0,0.0,-0.2651523,0.046125397
Nephrin family interactions,3.3857966e-10,2.0,3.3857966e-10,-0.2651516,0.046125896
IPs transport between nucleus and cytosol,0.0,2.0,0.0,-0.2651523,0.046125397
DDX58/IFIH1-mediated induction of interferon-alpha/beta,0.000778089,6.0,0.000778089,1.3525013,0.5401321
Presynaptic depolarization and calcium channel opening,1.0353316e-05,2.0,1.0353316e-05,-0.24362767,0.06186466
Pink/Parkin Mediated Mitophagy,2.073865e-05,2.0,2.073865e-05,-0.22203647,0.07765259
Aflatoxin activation and detoxification,2.1825845e-05,2.0,2.1825845e-05,-0.21977618,0.07930536
RNA Polymerase II Transcription Elongation,1.3763029e-06,3.0,1.3763029e-06,-0.26229095,-0.12399626
Integrin alphaIIb beta3 signaling,0.00011675817,3.0,0.00011675817,-0.022411063,0.051408965
Vasopressin regulates renal water homeostasis via Aquaporins,2.1996378e-08,2.0,2.1996378e-08,-0.26510656,0.046158846
RNA Polymerase II Transcription Termination,9.974142e-07,2.0,9.974142e-07,-0.26307866,0.047641683
Meiotic recombination,0.0005886503,2.0,0.0005886503,0.95865667,0.94100034
RNA polymerase II transcribes snRNA genes,3.800632e-06,2.0,3.800632e-06,-0.25725076,0.051903155
Phase 0 - rapid depolarisation,9.85722e-08,2.0,9.85722e-08,-0.26494735,0.04627524
Phase 3 - rapid repolarisation,1.5130582e-09,2.0,1.5130582e-09,-0.26514915,0.046127684
PP2A-mediated dephosphorylation of key metabolic factors,2.19064e-09,2.0,2.19064e-09,-0.26514772,0.04612873
Post-translational protein phosphorylation,1.9527371e-05,2.0,1.9527371e-05,-0.22455472,0.07581119
Pyrophosphate hydrolysis,1.7441879e-12,2.0,1.7441879e-12,-0.2651523,0.046125397
Extrinsic Pathway of Fibrin Clot Formation,1.8535532e-07,2.0,1.8535532e-07,-0.26476693,0.04640719
ECM proteoglycans,4.6845093e-05,2.0,4.6845093e-05,-0.16776095,0.11733998
Signaling by Interleukins,0.00023228381,12.0,0.00023228381,0.21776773,-1.3228924
Metabolism of Angiotensinogen to Angiotensins,2.7711083e-06,2.0,2.7711083e-06,-0.25939113,0.050338075
Thrombin signalling through proteinase activated receptors (PARs),0.00032458163,2.0,0.00032458163,0.4096557,0.5395591
Plasma lipoprotein remodeling,4.253712e-05,5.0,4.253712e-05,-0.17671725,-0.40585083
HDMs demethylate histones,9.85676e-07,2.0,9.85676e-07,-0.26310307,0.047623836
Intrinsic Pathway for Apoptosis,0.00024719298,8.0,0.00024719298,0.24876401,-0.6113718
Metabolism of fat-soluble vitamins,2.5953725e-05,4.0,2.5953725e-05,-0.21119428,-0.25884724
Regulation of insulin secretion,0.00010495868,5.0,0.00010495868,-0.04694231,-0.31095663
"Incretin synthesis, secretion, and inactivation",1.0182102e-06,3.0,1.0182102e-06,-0.26303542,-0.12454065
Digestion of dietary lipid,2.7077651e-09,2.0,2.7077651e-09,-0.26514667,0.046129514
Negative epigenetic regulation of rRNA expression,0.0001481532,3.0,0.0001481532,0.042859457,0.09913614
HCN channels,1.7237525e-06,2.0,1.7237525e-06,-0.2615686,0.048745863
tRNA processing in the mitochondrion,6.1229275e-07,2.0,6.1229275e-07,-0.26387936,0.047056198
mTORC1-mediated signalling,6.196587e-05,2.0,6.196587e-05,-0.13632473,0.14032681
Diseases associated with glycosylation precursor biosynthesis,0.0,16.0,0.0,-0.2651523,-2.3648694
Sulfur amino acid metabolism,0.00050550536,4.0,0.00050550536,0.7857976,0.47017428
Hh mutants abrogate ligand secretion,6.476765e-08,3.0,6.476765e-08,-0.26501763,-0.12599008
Glucagon signaling in metabolic regulation,3.685178e-05,2.0,3.685178e-05,-0.18853714,0.102148004
tRNA processing in the nucleus,4.4460005e-05,2.0,4.4460005e-05,-0.17271958,0.113714136
Macroautophagy,1.3177483e-05,2.0,1.3177483e-05,-0.2377562,0.066158
Nonhomologous End-Joining (NHEJ),3.46782e-05,2.0,3.46782e-05,-0.19305602,0.0988437
Fcgamma receptor (FCGR) dependent phagocytosis,4.4710376e-07,4.0,4.4710376e-07,-0.26422277,-0.29762277
Energy dependent regulation of mTOR by LKB1-AMPK,8.623953e-06,2.0,8.623953e-06,-0.24722302,0.05923565
KSRP (KHSRP) binds and destabilizes mRNA,2.0377629e-05,2.0,2.0377629e-05,-0.22278704,0.077103764
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),4.3695284e-08,2.0,4.3695284e-08,-0.26506144,0.04619182
Transcription-Coupled Nucleotide Excision Repair (TC-NER),2.7485834e-05,4.0,2.7485834e-05,-0.20800902,-0.25651807
