,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Metabolism of nitric oxide,8.117741e-06,2.0,8.117741e-06,-0.34483507,0.35019743
Transcriptional regulation of pluripotent stem cells,4.0257766e-09,3.0,4.0257766e-09,-0.35524702,0.03378345
Abacavir transport and metabolism,2.7283238e-06,3.0,2.7283238e-06,-0.35175106,0.036625803
Signaling by Hedgehog,0.00020463468,4.0,0.00020463468,-0.09265386,-0.060666934
Metabolism of carbohydrates,9.4143405e-05,10.0,9.4143405e-05,-0.23444225,-2.0236382
RORA activates gene expression,1.9386044e-07,2.0,1.9386044e-07,-0.35500342,0.34193018
Non-integrin membrane-ECM interactions,0.00054167234,2.0,0.00054167234,0.33985114,0.90687346
Meiosis,0.0005941657,4.0,0.0005941657,0.40721348,0.3457443
Cell surface interactions at the vascular wall,1.8256012e-06,4.0,1.8256012e-06,-0.35290948,-0.27226472
DNA Damage Bypass,8.500297e-05,3.0,8.500297e-05,-0.24617176,0.12246581
Protein-protein interactions at synapses,0.000281085,4.0,0.000281085,0.0054513323,0.019096341
Biological oxidations,0.0008845415,4.0,0.0008845415,0.7798394,0.64870346
Post-translational protein modification,0.0051452243,13.0,0.0051452243,6.247379,2.322484
Cell junction organization,1.4298319e-09,4.0,1.4298319e-09,-0.35525036,-0.27416793
Reversible hydration of carbon dioxide,3.0871288e-07,2.0,3.0871288e-07,-0.35485604,0.34205
Fanconi Anemia Pathway,3.6427868e-05,2.0,3.6427868e-05,-0.30850598,0.37973437
Platelet Adhesion to exposed collagen,4.0797683e-08,2.0,4.0797683e-08,-0.3551998,0.3417705
Signal regulatory protein family interactions,2.3684579e-09,2.0,2.3684579e-09,-0.35524917,0.34173036
Nonsense-Mediated Decay (NMD),3.7742626e-05,3.0,3.7742626e-05,-0.30681878,0.07315746
Chromatin modifying enzymes,0.00011532194,6.0,0.00011532194,-0.20726481,-0.7697473
O2/CO2 exchange in erythrocytes,2.0491111e-06,3.0,2.0491111e-06,-0.35262266,0.03591716
Cytokine Signaling in Immune system,0.0023092104,6.0,0.0023092104,2.6080518,1.5192127
Disorders of transmembrane transporters,5.617552e-05,3.0,5.617552e-05,-0.2831647,0.09238913
Surfactant metabolism,1.9454266e-05,2.0,1.9454266e-05,-0.33028743,0.3620252
M/G1 Transition,3.2682492e-05,2.0,3.2682492e-05,-0.31331223,0.3758267
Signaling by Leptin,6.0104526e-07,2.0,6.0104526e-07,-0.3544809,0.342355
Cilium Assembly,6.7613546e-05,4.0,6.7613546e-05,-0.2684868,-0.20362584
Amyloid fiber formation,4.2709424e-05,2.0,4.2709424e-05,-0.30044514,0.38628814
Keratinization,6.3959686e-07,2.0,6.3959686e-07,-0.35443145,0.3423952
Processing of Capped Intronless Pre-mRNA,9.128637e-05,4.0,9.128637e-05,-0.23810856,-0.17892715
Mitochondrial iron-sulfur cluster biogenesis,1.6380537e-06,2.0,1.6380537e-06,-0.35315016,0.34343693
Iron uptake and transport,0.0044011385,2.0,0.0044011385,5.292527,4.9335885
Inositol phosphate metabolism,1.3169433e-05,13.0,1.3169433e-05,-0.33835247,-3.0319672
Cell Cycle Checkpoints,0.0003515763,4.0,0.0003515763,0.09590961,0.09264238
Nephrin family interactions,3.4082315e-10,2.0,3.4082315e-10,-0.35525173,0.34172827
Transmission across Chemical Synapses,0.0016790901,6.0,0.0016790901,1.7994473,0.86178637
Invadopodia formation,2.3484727e-08,2.0,2.3484727e-08,-0.35522205,0.3417524
"Platelet activation, signaling and aggregation",0.0002404173,8.0,0.0002404173,-0.046735667,-1.2551283
Formation of Fibrin Clot (Clotting Cascade),3.2963426e-06,4.0,3.2963426e-06,-0.35102215,-0.27073026
Pyrophosphate hydrolysis,0.0,2.0,0.0,-0.35525218,0.3417279
Cytosolic iron-sulfur cluster assembly,3.8693393e-08,2.0,3.8693393e-08,-0.35520256,0.34176826
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,1.6855012e-05,2.0,1.6855012e-05,-0.3336229,0.35931334
Integrin cell surface interactions,0.0021354454,2.0,0.0021354454,2.3850672,2.5697124
Integrin signaling,0.00011675826,2.0,0.00011675826,-0.20542166,0.46354586
Signaling by WNT,0.0032855999,5.0,0.0032855999,3.8610077,2.8458624
