,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,3.830283e-09,2.0,3.830283e-09,-0.20676045,0.036584903
ABC transporters in lipid homeostasis,3.5844387e-06,2.0,3.5844387e-06,-0.19379184,0.04476196
ADP signalling through P2Y purinoceptor 1,0.00051169225,2.0,0.00051169225,1.6465262,1.2051313
ADP signalling through P2Y purinoceptor 12,3.572145e-05,2.0,3.572145e-05,-0.07739465,0.11815348
AKT phosphorylates targets in the cytosol,5.951504e-05,2.0,5.951504e-05,0.0087834755,0.17249109
AKT phosphorylates targets in the nucleus,6.5729546e-06,2.0,6.5729546e-06,-0.18296772,0.051586874
AKT-mediated inactivation of FOXO1A,1.9930154e-08,2.0,1.9930154e-08,-0.20670216,0.03662168
ALKBH2 mediated reversal of alkylation damage,5.225268e-10,2.0,5.225268e-10,-0.20677243,0.036577366
ALKBH3 mediated reversal of alkylation damage,7.338626e-07,2.0,7.338626e-07,-0.20411634,0.038252085
AMER1 mutants destabilize the destruction complex,1.1064077e-05,3.0,1.1064077e-05,-0.1667013,-0.5592844
AMPK inhibits chREBP transcriptional activation activity,1.4278565e-07,2.0,1.4278565e-07,-0.20625716,0.03690225
APC/C-mediated degradation of cell cycle proteins,0.00081177906,5.0,0.00081177906,2.733412,0.027058765
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,3.557645e-09,2.0,3.557645e-09,-0.20676145,0.03658429
ARL13B-mediated ciliary trafficking of INPP5E,1.2337877e-08,2.0,1.2337877e-08,-0.20672965,0.03660434
ATF4 activates genes,2.7389285e-10,2.0,2.7389285e-10,-0.20677334,0.0365768
ATF6 (ATF6-alpha) activates chaperone genes,1.5364128e-07,2.0,1.5364128e-07,-0.20621786,0.036927037
ATP sensitive Potassium channels,4.0984094e-07,2.0,4.0984094e-07,-0.20528993,0.037512124
AUF1 (hnRNP D0) binds and destabilizes mRNA,1.9244833e-05,2.0,1.9244833e-05,-0.13707137,0.080525726
"AXIN mutants destabilize the destruction complex, activating WNT signaling",4.181928e-05,3.0,4.181928e-05,-0.055308886,-0.48904848
Abacavir metabolism,2.7235803e-06,2.0,2.7235803e-06,-0.19690979,0.04279602
Abacavir transmembrane transport,0.0,2.0,0.0,-0.20677432,0.036576163
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,6.086451e-07,2.0,6.086451e-07,-0.20456988,0.03796614
Acetylation,0.0,2.0,0.0,-0.20677432,0.036576163
Acetylcholine Neurotransmitter Release Cycle,2.739748e-05,2.0,2.739748e-05,-0.10754327,0.09914398
Acetylcholine binding and downstream events,2.6071317e-10,2.0,2.6071317e-10,-0.20677339,0.036576763
Acetylcholine regulates insulin secretion,3.742432e-06,2.0,3.742432e-06,-0.1932196,0.045122787
Acrosome Reaction,0.0,2.0,0.0,-0.20677432,0.036576163
