,coef
R-HSA-1912408,1.3903554e-06
R-HSA-181431,1.8610474e-07
R-HSA-203615,0.0013762215
R-HSA-5619043,0.0
R-HSA-3295583,3.2224239e-09
R-HSA-114294,1.355155e-07
R-HSA-373753,2.0479554e-08
R-HSA-5357786,2.4039177e-06
R-HSA-1296067,4.7672772e-09
R-HSA-5686938,5.385115e-10
R-HSA-5619039,0.0
R-HSA-6799990,0.0
R-HSA-1237112,9.754024e-07
R-HSA-446652,6.1835976e-07
R-HSA-418886,7.143292e-06
R-HSA-140875,2.4554552e-07
R-HSA-189200,1.2683808e-08
R-HSA-202430,1.0956186e-07
R-HSA-5653890,2.8823191e-05
R-HSA-69473,2.7737238e-07
R-HSA-1300652,7.2195274e-07
R-HSA-9010553,3.3655208e-05
R-HSA-5619056,0.0
R-HSA-391160,1.7096927e-05
R-HSA-9036866,2.7095505e-08
R-HSA-1170546,1.7814374e-06
R-HSA-216083,7.8731695e-08
R-HSA-8875360,3.4431906e-08
R-HSA-5661270,1.3791608e-10
R-HSA-500753,6.202798e-08
R-HSA-5656364,0.0
R-HSA-194068,7.769809e-05
R-HSA-380994,1.3257384e-05
R-HSA-3700989,4.6301648e-05
R-HSA-5688849,9.344762e-09
R-HSA-5683177,0.0
R-HSA-1306955,2.8093979e-08
R-HSA-193697,4.152464e-06
R-HSA-209968,2.4437488e-08
R-HSA-3322077,8.0501275e-07
R-HSA-418359,2.0449516e-08
R-HSA-1614558,1.2658866e-07
R-HSA-75105,2.1978032e-07
R-HSA-6802946,7.18898e-09
R-HSA-5696397,6.2647277e-06
R-HSA-8964041,0.0
R-HSA-174362,9.5249114e-11
R-HSA-162587,6.785041e-06
R-HSA-804914,1.5409242e-09
R-HSA-5579006,0.0
R-HSA-73614,1.5001606e-05
R-HSA-168799,4.1009058e-05
R-HSA-73927,5.1681873e-08
R-HSA-432040,6.3728144e-06
R-HSA-5633231,0.0
R-HSA-2122948,4.8815907e-09
R-HSA-211163,1.3836507e-07
R-HSA-114516,6.181379e-09
R-HSA-429593,2.259203e-12
R-HSA-8849473,2.425255e-05
R-HSA-75953,3.0008228e-05
R-HSA-5678520,0.0
R-HSA-1538133,6.318099e-07
R-HSA-977606,2.2638096e-05
R-HSA-5663220,2.1511527e-05
R-HSA-5687583,0.0
R-HSA-70221,5.4234246e-05
R-HSA-196843,2.3667263e-07
R-HSA-5655799,0.0
R-HSA-5625740,1.2885145e-05
R-HSA-2559585,2.199676e-06
R-HSA-4719377,0.0
R-HSA-429947,6.130108e-06
R-HSA-425561,4.84029e-08
R-HSA-1483206,0.0003921514
R-HSA-427652,2.0509087e-07
R-HSA-156902,3.7925117e-06
R-HSA-2197563,6.893406e-06
