,,coef
TDRD7,gene_expression,0.0
RPL13,gene_expression,6.6673256e-06
YES1,gene_expression,9.047024e-06
FAM3A,gene_expression,0.0
TMEM14B,gene_expression,0.0
P2RY8,gene_expression,0.0
IFITM3,gene_expression,0.0
CUL7,gene_expression,3.1717832e-07
GATC,gene_expression,0.0
PDCD2,gene_expression,0.0
SNRNP48,gene_expression,1.0003379e-06
CDKL1,gene_expression,0.0
RHOBTB1,gene_expression,7.026761e-11
THAP5,gene_expression,0.0
VTA1,gene_expression,1.4111439e-06
FARS2,gene_expression,3.4789787e-06
GMEB2,gene_expression,0.0
APP,gene_expression,7.650509e-06
KLHL1,gene_expression,0.0
CUL4A,gene_expression,1.2299458e-05
LRBA,gene_expression,0.0
RPS25,gene_expression,8.949357e-05
SPTY2D1,gene_expression,0.0
CDIP1,gene_expression,0.0
INTS4,gene_expression,1.4026274e-07
AGBL5,gene_expression,3.388866e-07
CBWD3,gene_expression,0.0
ZCWPW1,gene_expression,0.0
RNH1,gene_expression,0.0
SLC43A1,gene_expression,4.2739625e-06
ZNF768,gene_expression,0.0
CAPN10,gene_expression,0.0
OR5AP2,gene_expression,6.175238e-08
ARL17A,gene_expression,0.0
COX17,gene_expression,1.4167159e-05
LACTB,gene_expression,0.0
FLAD1,gene_expression,1.3615058e-08
NMRK1,gene_expression,0.0
PANX1,gene_expression,5.6163865e-09
TMEM147,gene_expression,0.0
TTC33,gene_expression,0.0
DIS3,gene_expression,1.5062903e-07
CARD11,gene_expression,8.3994664e-08
PKN2,gene_expression,0.0
GRB7,gene_expression,1.7787293e-05
GATAD2B,gene_expression,4.5732113e-06
FAM136A,gene_expression,0.0
PYGB,gene_expression,4.0242535e-06
MYC,gene_expression,5.8339858e-05
RMND1,gene_expression,0.0
LYAR,gene_expression,0.0
ARMC1,gene_expression,0.0
TMEM79,gene_expression,0.0
ZNF266,gene_expression,0.0
HIST1H3B,gene_expression,0.0
DEFB114,gene_expression,8.707062e-09
FAM209B,gene_expression,0.0
DNASE1L1,gene_expression,1.4762471e-09
SORBS3,gene_expression,5.161999e-08
TSPYL2,gene_expression,5.2241546e-07
ANKRD10,gene_expression,0.0
SCRIB,gene_expression,5.7605356e-09
INTS7,gene_expression,1.0290074e-07
EIF2AK1,gene_expression,0.0
SERINC2,gene_expression,7.222153e-07
TRAPPC12,gene_expression,2.0103913e-11
ELP5,gene_expression,2.42627e-06
BRIX1,gene_expression,0.0
CLIP1,gene_expression,4.8346277e-07
PM20D2,gene_expression,0.0
TRAPPC6B,gene_expression,1.7364562e-09
SIDT2,gene_expression,0.0
PRDM10,gene_expression,0.0
ALDOC,gene_expression,1.2013081e-06
RAB3IL1,gene_expression,1.9607332e-10
HYAL4,gene_expression,0.0
ALKBH6,gene_expression,0.0
MPL,gene_expression,0.0
DND1,gene_expression,0.0
JAZF1,gene_expression,0.0
KLHL29,gene_expression,0.0
RNF111,gene_expression,6.6119446e-06
TPST2,gene_expression,0.0
SULT1A1,gene_expression,0.0
NAGA,gene_expression,0.0
HSPA5,gene_expression,3.7084571e-06
ZNF687,gene_expression,0.0
ABR,gene_expression,2.2731935e-07
SUPT6H,gene_expression,2.3873304e-06
EIF2D,gene_expression,0.0
CSF1R,gene_expression,3.4038305e-08
TVP23C,gene_expression,0.0
DUSP28,gene_expression,0.0
DEF8,gene_expression,0.0
SCLY,gene_expression,8.366273e-07
TMEM18,gene_expression,0.0
SLC46A1,gene_expression,8.409175e-08
FANCA,gene_expression,2.1964183e-07
ZBTB5,gene_expression,0.0
ARRDC4,gene_expression,0.0
LIG3,gene_expression,1.1868073e-06
ZFAND1,gene_expression,0.0
CCDC34,gene_expression,0.0
IMPAD1,gene_expression,0.0
FXR1,gene_expression,5.0798548e-08
RBM41,gene_expression,0.0
HACD3,gene_expression,2.2964413e-08
ACVRL1,gene_expression,1.8937843e-06
ARL13B,gene_expression,1.6293737e-06
POLR2G,gene_expression,5.981214e-05
OR7E24,gene_expression,2.7493507e-10
MAP1S,gene_expression,0.0
OTUB1,gene_expression,5.10297e-06
CLUAP1,gene_expression,4.164607e-09
PRPF4,gene_expression,0.00022102254
NUP85,gene_expression,4.8251337e-07
ATP13A3,gene_expression,0.0
MED16,gene_expression,1.2482645e-06
DLAT,gene_expression,8.744827e-07
PLCXD2,gene_expression,0.0
GLYCTK,gene_expression,3.3839616e-08
NR1I2,gene_expression,3.6620291e-09
ANGEL1,gene_expression,0.0
GTF2H1,gene_expression,9.258742e-05
IPO4,gene_expression,0.0
WRAP53,gene_expression,0.00010983538
HBE1,gene_expression,0.0
ZNF250,gene_expression,0.0
ARPC3,gene_expression,7.053707e-07
TADA1,gene_expression,3.1330217e-07
INO80B,gene_expression,1.979295e-06
STAG3,gene_expression,8.2788034e-08
DMC1,gene_expression,3.8582793e-06
PSEN2,gene_expression,4.129343e-06
TCHP,gene_expression,0.0
CREB3L2,gene_expression,3.2197427e-08
PTPN13,gene_expression,7.0748756e-05
ARMC6,gene_expression,0.0
GTPBP3,gene_expression,1.8155568e-08
SERPINI1,gene_expression,0.0
CAPN1,gene_expression,1.056313e-05
ST8SIA2,gene_expression,2.3784485e-05
CCDC28A,gene_expression,0.0
SUGP2,gene_expression,0.0
NPC1,gene_expression,8.2878815e-09
DUSP19,gene_expression,0.0
OR4C45,gene_expression,3.5724916e-08
PIP5KL1,gene_expression,0.0
PLD1,gene_expression,3.6873265e-05
RORC,gene_expression,6.7692554e-09
IGF2BP2,gene_expression,4.698022e-06
TBC1D9B,gene_expression,0.0
OR5AS1,gene_expression,1.8767118e-08
AKIRIN2,gene_expression,0.0
CNOT7,gene_expression,1.4057102e-06
NAALAD2,gene_expression,0.0
ITPA,gene_expression,0.0
SF3B6,gene_expression,0.00013403106
TBC1D22A,gene_expression,0.0
FBXW9,gene_expression,2.3752165e-05
CASP7,gene_expression,2.0960692e-06
P2RX4,gene_expression,1.2043297e-08
GMFB,gene_expression,0.0
CEP95,gene_expression,0.0
BBS4,gene_expression,2.8490595e-07
FCF1,gene_expression,7.755435e-09
MYH6,gene_expression,2.172103e-06
ZDHHC7,gene_expression,0.0
SLC35A1,gene_expression,2.4454666e-08
FAR1,gene_expression,4.7948342e-06
SGTA,gene_expression,0.0
GUCA1C,gene_expression,0.0
FUS,gene_expression,4.810053e-06
LRRC42,gene_expression,0.0
CTNNA1,gene_expression,0.00010423148
NEXN,gene_expression,0.0
ZNF180,gene_expression,0.0
DCBLD2,gene_expression,0.0
MTFMT,gene_expression,1.2900062e-08
EIF2S1,gene_expression,1.3677041e-05
TRPV5,gene_expression,1.699846e-09
TOMM22,gene_expression,1.1159055e-06
SERPING1,gene_expression,2.2774322e-05
NOL9,gene_expression,6.6303345e-09
PRKN,gene_expression,0.0
RNF115,gene_expression,4.833368e-07
JAK1,gene_expression,6.852748e-06
PDE7B,gene_expression,0.0
SNX3,gene_expression,3.924625e-06
