,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2,layer
5-Phosphoribose 1-diphosphate biosynthesis,1.15516194e-07,2.0,1.15516194e-07,-0.16412453,0.057244252,2
A tetrasaccharide linker sequence is required for GAG synthesis,2.3113646e-06,8.0,2.3113646e-06,-0.15265514,0.029446496,2
AAAS,7.646237e-06,18.0,7.646237e-06,-0.04492989,-2.5867372,1
AACS,4.065815e-09,1.0,4.065815e-09,-0.11233142,0.045004915,1
AAGAB,0.0,0.0,0.0,-0.11236727,0.20280498,1
AAMP,0.0,0.0,0.0,-0.11236727,0.20280498,1
AARS,2.5987145e-05,1.0,2.5987145e-05,0.1168311,0.2195025,1
AASDH,0.0,0.0,0.0,-0.11236727,0.20280498,1
AASDHPPT,0.0,0.0,0.0,-0.11236727,0.20280498,1
AASS,1.4188311e-06,1.0,1.4188311e-06,-0.099853635,0.05450622,1
AATF,2.7736294e-06,1.0,2.7736294e-06,-0.087904744,0.0636048,1
ABC transporter disorders,2.1232017e-05,16.0,2.1232017e-05,-0.1760044,-2.2542002,4
ABC transporters in lipid homeostasis,1.3797718e-06,2.0,1.3797718e-06,-0.22559783,-0.021863706,2
ABC-family proteins mediated transport,9.210184e-07,3.0,9.210184e-07,-0.29030702,0.08411027,5
ABCA13,1.0716172e-07,1.0,1.0716172e-07,-0.11142214,0.045697298,1
ABCA2,1.4964787e-07,1.0,1.4964787e-07,-0.111047424,0.04598262,1
ABCA3,2.0693186e-07,2.0,2.0693186e-07,-0.1105422,-0.11146006,1
ABCA7,9.29396e-08,1.0,9.29396e-08,-0.11154758,0.04560178,1
ABCB10,1.7581048e-08,1.0,1.7581048e-08,-0.11221221,0.04509569,1
ABCB4,0.0005094438,1.0,0.0005094438,4.380766,3.466308,1
ABCB6,5.055402e-08,1.0,5.055402e-08,-0.1119214,0.045317125,1
ABCB7,4.2596523e-07,1.0,4.2596523e-07,-0.10861039,0.047838315,1
ABCB9,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABCC10,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABCC4,1.9310546e-06,1.0,1.9310546e-06,-0.09533598,0.05794622,1
ABCD1,8.956843e-07,4.0,8.956843e-07,-0.10446762,-0.42248926,1
ABCD3,5.7887684e-07,1.0,5.7887684e-07,-0.10726176,0.048865244,1
ABCE1,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABCF1,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABCF2,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABCF3,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABCG1,1.7816772e-06,2.0,1.7816772e-06,-0.09665345,-0.10088436,1
ABHD10,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABHD13,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABHD14A,0.0,0.0,0.0,-0.11236727,0.20280498,1
ABHD14B,0.0,0.0,0.0,-0.11236727,0.20280498,1
