,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
Signal regulatory protein family interactions,1.7095952e-05,2.0,1.7095952e-05,-0.26505432,0.4032122
Transcriptional regulation of pluripotent stem cells,4.2360872e-07,3.0,4.2360872e-07,-0.2910836,0.0834969
Mitochondrial calcium ion transport,4.649963e-05,2.0,4.649963e-05,-0.21914859,0.43946975
Collagen formation,1.6001399e-05,3.0,1.6001399e-05,-0.26676315,0.10270582
DNA Double-Strand Break Repair,3.3868117e-05,4.0,3.3868117e-05,-0.23886922,-0.17441952
Protein-protein interactions at synapses,4.241638e-07,4.0,4.241638e-07,-0.29108274,-0.21565911
"Platelet activation, signaling and aggregation",0.00042706868,8.0,0.00042706868,0.37500504,-0.88619244
Metabolism of nitric oxide,0.001376894,2.0,0.001376894,1.8578954,2.0799727
Diseases of Immune System,1.934895e-05,2.0,1.934895e-05,-0.26153687,0.40599042
Synthesis of DNA,4.7037127e-05,4.0,4.7037127e-05,-0.21830943,-0.15818086
Signaling by TGF-beta family members,6.676105e-05,4.0,6.676105e-05,-0.18751596,-0.13385938
Platelet homeostasis,3.8050635e-05,5.0,3.8050635e-05,-0.23233935,-0.46841872
Integrin signaling,7.1419745e-06,2.0,7.1419745e-06,-0.2805947,0.39093798
Cell junction organization,3.1874555e-05,4.0,3.1874555e-05,-0.2419816,-0.17687775
Disorders of transmembrane transporters,2.1919714e-05,3.0,2.1919714e-05,-0.25752336,0.11000365
Cell surface interactions at the vascular wall,3.5800647e-07,4.0,3.5800647e-07,-0.291186,-0.21574068
Metabolism of non-coding RNA,1.8118412e-10,2.0,1.8118412e-10,-0.29174465,0.3821315
Signaling by GPCR,2.207909e-06,3.0,2.207909e-06,-0.2882979,0.08569712
Abacavir transport and metabolism,4.329166e-08,3.0,4.329166e-08,-0.29167736,0.08302794
Meiosis,5.1215204e-05,4.0,5.1215204e-05,-0.21178652,-0.1530289
RNA Polymerase II Transcription,0.0037340587,9.0,0.0037340587,5.5379577,2.8924844
Protein repair,7.568416e-05,2.0,7.568416e-05,-0.17358498,0.47545704
RNA Polymerase I Transcription,4.554311e-05,4.0,4.554311e-05,-0.22064193,-0.16002312
Metabolism of carbohydrates,9.524268e-05,10.0,9.524268e-05,-0.14304976,-1.8936789
Fibronectin matrix formation,0.0,2.0,0.0,-0.29174495,0.38213125
RNA Polymerase III Transcription,4.79853e-06,5.0,4.79853e-06,-0.28425336,-0.50942177
Cell Cycle Checkpoints,1.6514407e-05,4.0,1.6514407e-05,-0.26596224,-0.19581829
Infectious disease,0.0004616336,6.0,0.0004616336,0.4289686,-0.24525727
Keratinization,0.00018211002,2.0,0.00018211002,-0.0074303662,0.6066903
Metabolism of porphyrins,2.8781765e-06,3.0,2.8781765e-06,-0.28725144,0.08652364
Factors involved in megakaryocyte development and platelet production,2.8274913e-05,2.0,2.8274913e-05,-0.24760146,0.41699696
MAPK family signaling cascades,0.00012570263,3.0,0.00012570263,-0.09549494,0.23797789
Integration of energy metabolism,0.00022880647,8.0,0.00022880647,0.06547327,-1.1306685
