,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,1.15517174e-07,2.0,1.15517174e-07,-0.16412453,0.31016725
A tetrasaccharide linker sequence is required for GAG synthesis,2.3113646e-06,8.0,2.3113646e-06,-0.15265514,0.029446496
ABC transporters in lipid homeostasis,1.3797718e-06,9.0,1.3797718e-06,-0.15752105,-0.021863706
ADP signalling through P2Y purinoceptor 1,6.6841817e-06,14.0,6.6841817e-06,-0.12981497,-0.24368517
ADP signalling through P2Y purinoceptor 12,8.0718996e-07,13.0,8.0718996e-07,-0.16051178,-0.21611018
AKT phosphorylates targets in the cytosol,2.1457814e-05,13.0,2.1457814e-05,-0.05264909,-0.14412066
AKT phosphorylates targets in the nucleus,2.844005e-09,8.0,2.844005e-09,-0.16471304,0.021398835
AKT-mediated inactivation of FOXO1A,1.3836511e-07,4.0,1.3836511e-07,-0.16400519,0.21412168
ALKBH2 mediated reversal of alkylation damage,2.7912026e-07,2.0,2.7912026e-07,-0.16327,0.31073758
ALKBH3 mediated reversal of alkylation damage,4.0872607e-11,3.0,4.0872607e-11,-0.16472769,0.26170206
AMPK inhibits chREBP transcriptional activation activity,0.00023925945,6.0,0.00023925945,1.0849761,0.9515892
APC truncation mutants are not K63 polyubiquitinated,0.0,1.0,0.0,-0.1647279,0.35782713
APC truncation mutants have impaired AXIN binding,0.00026249807,10.0,0.00026249807,1.2063564,0.8403502
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,1.2526572e-05,42.0,1.2526572e-05,-0.0992989,-1.569071
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,1.162397e-09,6.0,1.162397e-09,-0.16472182,0.117518164
APOBEC3G mediated resistance to HIV-1 infection,4.2420172e-07,4.0,4.2420172e-07,-0.1625122,0.21511813
ARL13B-mediated ciliary trafficking of INPP5E,2.870881e-06,3.0,2.870881e-06,-0.14973266,0.27171004
ATF4 activates genes,1.325738e-05,2.0,1.325738e-05,-0.09548173,0.35598066
ATF6 (ATF6-alpha) activates chaperone genes,1.8977855e-07,6.0,1.8977855e-07,-0.16373664,0.1181757
ATP sensitive Potassium channels,4.051814e-12,2.0,4.051814e-12,-0.16472788,0.30976456
AUF1 (hnRNP D0) binds and destabilizes mRNA,5.3076633e-06,32.0,5.3076633e-06,-0.13700482,-1.1136106
AURKA Activation by TPX2,1.2708159e-05,48.0,1.2708159e-05,-0.098350435,-1.8568135
AXIN missense mutants destabilize the destruction complex,9.692336e-06,10.0,9.692336e-06,-0.11410273,-0.040948138
Abacavir metabolism,4.211976e-08,3.0,4.211976e-08,-0.1645079,0.26184875
Abacavir transmembrane transport,0.0,1.0,0.0,-0.1647279,0.35782713
Abasic sugar-phosphate removal via the single-nucleotide replacement pathway,1.2764764e-07,2.0,1.2764764e-07,-0.16406116,0.31020954
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,2.1061777e-07,2.0,2.1061777e-07,-0.1636278,0.31049874
Acetylation,0.0,1.0,0.0,-0.1647279,0.35782713
Acetylcholine Neurotransmitter Release Cycle,5.425906e-07,6.0,5.425906e-07,-0.16189384,0.11940562
Acetylcholine regulates insulin secretion,6.6924133e-07,6.0,6.6924133e-07,-0.16123231,0.119847134
Acrosome Reaction,0.0,1.0,0.0,-0.1647279,0.35782713
Activated NOTCH1 Transmits Signal to the Nucleus,4.8815956e-09,20.0,4.8815956e-09,-0.1647024,-0.5553453
Activated NTRK2 signals through CDK5,1.5300237e-05,5.0,1.5300237e-05,-0.08481145,0.21891442
Activated NTRK2 signals through FRS2 and FRS3,7.216749e-07,7.0,7.216749e-07,-0.16095845,0.071967326
Activated NTRK2 signals through FYN,3.6816877e-05,5.0,3.6816877e-05,0.027574625,0.2939229
Activated NTRK2 signals through PI3K,4.223111e-06,4.0,4.223111e-06,-0.14266968,0.22836138
Activated NTRK2 signals through PLCG1,2.8249372e-07,2.0,2.8249372e-07,-0.16325238,0.31074932
Activated NTRK2 signals through RAS,3.2027697e-06,5.0,3.2027697e-06,-0.14799915,0.17674181
Activated NTRK3 signals through PI3K,1.0436503e-05,5.0,1.0436503e-05,-0.11021579,0.20195909
Activated NTRK3 signals through PLCG1,4.939299e-06,2.0,4.939299e-06,-0.13892888,0.32698327
Activated NTRK3 signals through RAS,9.796029e-07,5.0,9.796029e-07,-0.15961123,0.16899168
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,1.2885145e-05,11.0,1.2885145e-05,-0.09742599,-0.07788038
Activation and oligomerization of BAK protein,3.352887e-08,3.0,3.352887e-08,-0.16455278,0.2618188
Activation of AMPA receptors,0.0,1.0,0.0,-0.1647279,0.35782713
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,5.976445e-07,43.0,5.976445e-07,-0.16160628,-1.6587186
Activation of ATR in response to replication stress,1.697631e-05,22.0,1.697631e-05,-0.07605696,-0.5923069
Activation of BAD and translocation to mitochondria ,6.95419e-07,10.0,6.95419e-07,-0.16109559,-0.07231201
Activation of BIM and translocation to mitochondria ,2.2318788e-07,3.0,2.2318788e-07,-0.16356215,0.26247996
Activation of BMF and translocation to mitochondria,2.6803422e-08,4.0,2.6803422e-08,-0.1645879,0.21373275
Activation of C3 and C5,0.0,1.0,0.0,-0.1647279,0.35782713
Activation of DNA fragmentation factor,3.5351627e-06,8.0,3.5351627e-06,-0.14626299,0.033712734
Activation of G protein gated Potassium channels,1.154358e-08,10.0,1.154358e-08,-0.1646676,-0.07469606
Activation of Matrix Metalloproteinases,1.0697405e-05,6.0,1.0697405e-05,-0.10885304,0.154806
Activation of NF-kappaB in B cells,1.8497862e-07,46.0,1.8497862e-07,-0.1637617,-1.8043453
Activation of NOXA and translocation to mitochondria,9.434021e-07,4.0,9.434021e-07,-0.15980032,0.21692806
Activation of Nicotinic Acetylcholine Receptors,1.8610467e-07,4.0,1.8610467e-07,-0.16375583,0.21428809
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,2.0844183e-07,6.0,2.0844183e-07,-0.16363917,0.11824075
Activation of PUMA and translocation to mitochondria,4.497311e-08,6.0,4.497311e-08,-0.164493,0.117670886
Activation of RAC1,2.1673883e-09,5.0,2.1673883e-09,-0.16471657,0.16558428
Activation of RAS in B cells,5.590962e-12,5.0,5.590962e-12,-0.16472787,0.16557676
Activation of SMO,1.1570505e-05,4.0,1.1570505e-05,-0.10429265,0.25397488
Activation of TRKA receptors,1.0984811e-06,2.0,1.0984811e-06,-0.15899031,0.3135939
Activation of anterior HOX genes in hindbrain development during early embryogenesis,3.0020807e-05,44.0,3.0020807e-05,-0.007922721,-1.60421
Activation of gene expression by SREBF (SREBP),6.3838226e-05,17.0,6.3838226e-05,0.16871299,-0.18863001
Activation of the TFAP2 (AP-2) family of transcription factors,1.3601795e-07,4.0,1.3601795e-07,-0.16401745,0.21411349
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",8.5934764e-05,31.0,8.5934764e-05,0.284128,-0.7844764
Activation of the pre-replicative complex,4.23823e-06,22.0,4.23823e-06,-0.1425907,-0.63671273
"Activation, myristolyation of BID and translocation to mitochondria",1.9841208e-08,4.0,1.9841208e-08,-0.16462427,0.2137085
"Activation, translocation and oligomerization of BAX",1.3551555e-07,3.0,1.3551555e-07,-0.16402008,0.26217434
Acyl chain remodeling of CL,0.00010830433,6.0,0.00010830433,0.4009691,0.49507055
Acyl chain remodeling of DAG and TAG,7.393632e-05,4.0,7.393632e-05,0.22145751,0.47138646
Acyl chain remodelling of PC,2.9564526e-05,9.0,2.9564526e-05,-0.010305975,0.076390296
Acyl chain remodelling of PE,6.482081e-06,8.0,6.482081e-06,-0.13087058,0.043985903
Acyl chain remodelling of PG,3.9050974e-06,4.0,3.9050974e-06,-0.14433074,0.22725277
Acyl chain remodelling of PI,4.081941e-06,4.0,4.081941e-06,-0.14340703,0.22786924
Acyl chain remodelling of PS,6.044816e-07,4.0,6.044816e-07,-0.16157056,0.2157466
Adrenaline signalling through Alpha-2 adrenergic receptor,4.6035697e-07,2.0,4.6035697e-07,-0.16232336,0.3113694
"Adrenaline,noradrenaline inhibits insulin secretion",1.412856e-07,14.0,1.412856e-07,-0.16398995,-0.26649415
Advanced glycosylation endproduct receptor signaling,8.410527e-06,10.0,8.410527e-06,-0.1207979,-0.04541661
Aflatoxin activation and detoxification,6.553661e-06,6.0,6.553661e-06,-0.13049671,0.14036062
Agmatine biosynthesis,0.0,1.0,0.0,-0.1647279,0.35782713
Alpha-defensins,3.6785966e-08,2.0,3.6785966e-08,-0.16453576,0.3098928
Alpha-oxidation of phytanate,1.2995555e-05,6.0,1.2995555e-05,-0.0968493,0.16281752
Alternative complement activation,4.6077755e-09,2.0,4.6077755e-09,-0.16470383,0.3097806
Amine ligand-binding receptors,1.4040551e-05,5.0,1.4040551e-05,-0.091391064,0.21452305
Amino acid transport across the plasma membrane,7.821073e-05,11.0,7.821073e-05,0.2437837,0.14984915
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,9.6075325e-08,52.0,9.6075325e-08,-0.16422608,-2.0930307
Amyloid fiber formation,4.367794e-09,28.0,4.367794e-09,-0.16470508,-0.9398479
Anchoring fibril formation,0.0,1.0,0.0,-0.1647279,0.35782713
Anchoring of the basal body to the plasma membrane,1.2652944e-07,63.0,1.2652944e-07,-0.16406702,-2.621613
Androgen biosynthesis,2.98969e-06,2.0,2.98969e-06,-0.1491121,0.32018682
Antagonism of Activin by Follistatin,7.625752e-09,3.0,7.625752e-09,-0.16468808,0.26172853
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",2.8442496e-06,18.0,2.8442496e-06,-0.14987177,-0.44932187
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,2.9598617e-05,21.0,2.9598617e-05,-0.010127908,-0.50024205
Antigen processing: Ubiquitination & Proteasome degradation,3.075562e-05,179.0,1.718191e-07,-0.16383046,-8.0901
Apoptotic cleavage of cell adhesion  proteins,6.4726855e-06,4.0,6.4726855e-06,-0.13091967,0.23620354
Arachidonate production from DAG,2.3062597e-07,4.0,2.3062597e-07,-0.1635233,0.21444328
Aryl hydrocarbon receptor signalling,1.118766e-06,6.0,1.118766e-06,-0.15888435,0.1214142
Assembly of active LPL and LIPC lipase complexes,4.2445574e-08,8.0,4.2445574e-08,-0.16450621,0.021536881
Assembly of the ORC complex at the origin of replication,2.9860967e-08,6.0,2.9860967e-08,-0.16457194,0.11761821
Association of TriC/CCT with target proteins during biosynthesis,0.0001108301,28.0,0.0001108301,0.41416177,-0.5535017
Astrocytic Glutamate-Glutamine Uptake And Metabolism,2.9742333e-08,4.0,2.9742333e-08,-0.16457254,0.213743
Asymmetric localization of PCP proteins,4.1185885e-08,39.0,4.1185885e-08,-0.16451278,-1.4684081
Attachment of GPI anchor to uPAR,3.5552316e-06,5.0,3.5552316e-06,-0.14615816,0.17797051
Attenuation phase,2.0844713e-05,12.0,2.0844713e-05,-0.05585145,-0.098195374
Autodegradation of Cdh1 by Cdh1:APC/C,6.196997e-05,41.0,6.196997e-05,0.1589547,-1.3486453
Axonal growth inhibition (RHOA activation),2.8133366e-07,5.0,2.8133366e-07,-0.16325845,0.16655748
Axonal growth stimulation,4.4337976e-06,4.0,4.4337976e-06,-0.14156921,0.22909583
B-WICH complex positively regulates rRNA expression,2.4150668e-07,25.0,2.4150668e-07,-0.16346645,-0.7948334
BBSome-mediated cargo-targeting to cilium,3.5142756e-07,8.0,3.5142756e-07,-0.16289231,0.02261402
BDNF activates NTRK2 (TRKB) signaling,0.0,1.0,0.0,-0.1647279,0.35782713
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,3.1697395e-10,5.0,3.1697395e-10,-0.16472626,0.16557783
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",4.3950803e-07,5.0,4.3950803e-07,-0.16243225,0.16710888
Basigin interactions,1.0575013e-07,9.0,1.0575013e-07,-0.16417556,-0.02630504
Beta defensins,4.691605e-07,5.0,4.691605e-07,-0.16227737,0.16721225
Beta-catenin phosphorylation cascade,6.844105e-05,11.0,6.844105e-05,0.19275452,0.11579136
Beta-oxidation of pristanoyl-CoA,1.8995029e-06,5.0,1.8995029e-06,-0.15480639,0.17219852
Beta-oxidation of very long chain fatty acids,8.279233e-06,8.0,8.279233e-06,-0.121483676,0.050250895
Bicarbonate transporters,1.8506342e-10,3.0,1.8506342e-10,-0.16472693,0.26170257
Binding of TCF/LEF:CTNNB1 to target gene promoters,7.743909e-08,7.0,7.743909e-08,-0.16432343,0.069721475
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,0.0,1.0,0.0,-0.1647279,0.35782713
"Biosynthesis of A2E, implicated in retinal degradation",9.350418e-09,2.0,9.350418e-09,-0.16467907,0.30979714
Biosynthesis of D-series resolvins,1.5790545e-06,4.0,1.5790545e-06,-0.15648016,0.21914402
Biosynthesis of DHA-derived sulfido conjugates,0.0,1.0,0.0,-0.1647279,0.35782713
Biosynthesis of DPAn-3 SPMs,2.3781814e-07,3.0,2.3781814e-07,-0.16348572,0.26253098
Biosynthesis of DPAn-6 SPMs,2.7080167e-08,2.0,2.7080167e-08,-0.16458645,0.30985895
Biosynthesis of E-series 18(R)-resolvins,5.1928724e-09,4.0,5.1928724e-09,-0.16470079,0.21365741
Biosynthesis of E-series 18(S)-resolvins,3.4283353e-08,4.0,3.4283353e-08,-0.16454883,0.21375881
Biosynthesis of aspirin-triggered D-series resolvins,8.449604e-07,4.0,8.449604e-07,-0.16031449,0.2165849
Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives,5.1125485e-06,2.0,5.1125485e-06,-0.13802396,0.32758725
Biosynthesis of maresins,6.8709625e-08,2.0,6.8709625e-08,-0.16436902,0.3100041
Biosynthesis of protectins,1.492537e-08,2.0,1.492537e-08,-0.16464993,0.30981657
Biotin transport and metabolism,3.5240976e-08,11.0,3.5240976e-08,-0.16454384,-0.12267604
Breakdown of the nuclear lamina,1.0714593e-05,3.0,1.0714593e-05,-0.10876326,0.29905373
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,2.645883e-09,13.0,2.645883e-09,-0.16471408,-0.21891488
Butyrophilin (BTN) family interactions,6.814653e-08,7.0,6.814653e-08,-0.16437195,0.06968908
C6 deamination of adenosine,5.3362395e-09,2.0,5.3362395e-09,-0.16470003,0.30978313
CASP8 activity is inhibited,1.3016763e-07,9.0,1.3016763e-07,-0.16404802,-0.026219923
CD209 (DC-SIGN) signaling,1.0780955e-08,15.0,1.0780955e-08,-0.1646716,-0.31501174
CD22 mediated BCR regulation,9.912985e-07,5.0,9.912985e-07,-0.15955015,0.16903245
CD28 dependent PI3K/Akt signaling,3.1596457e-07,13.0,3.1596457e-07,-0.16307755,-0.21782261
CD28 dependent Vav1 pathway,1.9028083e-07,9.0,1.9028083e-07,-0.16373402,-0.026010362
