,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
5-Phosphoribose 1-diphosphate biosynthesis,1.15516194e-07,2.0,1.15516194e-07,-0.15210426,0.057244252
ABC transporters in lipid homeostasis,1.3797718e-06,2.0,1.3797718e-06,-0.14722466,0.06080552
ADP signalling through P2Y purinoceptor 1,6.6841903e-06,2.0,6.6841903e-06,-0.12675147,0.07574747
ADP signalling through P2Y purinoceptor 12,8.071899e-07,2.0,8.071899e-07,-0.14943464,0.05919262
AKT phosphorylates targets in the cytosol,2.1457812e-05,2.0,2.1457812e-05,-0.069730446,0.11736311
AKT phosphorylates targets in the nucleus,2.8440459e-09,2.0,2.8440459e-09,-0.15253913,0.05692687
AKT-mediated inactivation of FOXO1A,1.3836507e-07,2.0,1.3836507e-07,-0.15201607,0.05730861
ALKBH2 mediated reversal of alkylation damage,2.7912165e-07,2.0,2.7912165e-07,-0.1514728,0.057705108
ALKBH3 mediated reversal of alkylation damage,4.0767535e-11,2.0,4.0767535e-11,-0.15254995,0.05691897
AMER1 mutants destabilize the destruction complex,2.419603e-05,3.0,2.419603e-05,-0.059161887,-0.4385247
AMPK inhibits chREBP transcriptional activation activity,0.00023925946,2.0,0.00023925946,0.7709079,0.73088604
APC/C-mediated degradation of cell cycle proteins,5.4389388e-05,5.0,5.4389388e-05,0.057373933,-1.4806755
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,1.16238e-09,2.0,1.16238e-09,-0.15254562,0.056922134
ARL13B-mediated ciliary trafficking of INPP5E,2.87087e-06,2.0,2.87087e-06,-0.14146955,0.06500577
ATF4 activates genes,1.3257384e-05,2.0,1.3257384e-05,-0.101381235,0.09426343
ATF6 (ATF6-alpha) activates chaperone genes,1.8977863e-07,2.0,1.8977863e-07,-0.15181763,0.057453435
ATP sensitive Potassium channels,4.0549122e-12,2.0,4.0549122e-12,-0.1525501,0.05691886
AUF1 (hnRNP D0) binds and destabilizes mRNA,5.3076633e-06,2.0,5.3076633e-06,-0.13206439,0.07186995
"AXIN mutants destabilize the destruction complex, activating WNT signaling",1.0069273e-05,3.0,1.0069273e-05,-0.11368623,-0.47831815
Abacavir metabolism,4.2119712e-08,2.0,4.2119712e-08,-0.15238754,0.05703751
Abacavir transmembrane transport,0.0,2.0,0.0,-0.15255012,0.05691885
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate,2.106169e-07,2.0,2.106169e-07,-0.1517372,0.057512145
Acetylation,0.0,2.0,0.0,-0.15255012,0.05691885
Acetylcholine Neurotransmitter Release Cycle,5.4259027e-07,2.0,5.4259027e-07,-0.1504559,0.058447264
Acetylcholine binding and downstream events,1.8610474e-07,2.0,1.8610474e-07,-0.1518318,0.057443094
Acetylcholine regulates insulin secretion,6.692412e-07,2.0,6.692412e-07,-0.14996707,0.05880404
Acrosome Reaction,0.0,2.0,0.0,-0.15255012,0.05691885
Activated NOTCH1 Transmits Signal to the Nucleus,4.8815907e-09,2.0,4.8815907e-09,-0.15253127,0.056932606
Activation and oligomerization of BAK protein,3.3528877e-08,2.0,3.3528877e-08,-0.1524207,0.057013303
Activation of ATR in response to replication stress,1.697631e-05,2.0,1.697631e-05,-0.08702748,0.104739234
Activation of BH3-only proteins,1.9337854e-06,6.0,1.9337854e-06,-0.14508638,-2.1920378
Activation of C3 and C5,0.0,2.0,0.0,-0.15255012,0.05691885
Activation of Matrix Metalloproteinases,1.0697404e-05,2.0,1.0697404e-05,-0.11126187,0.08705225
Activation of NMDA receptor and postsynaptic events,9.364948e-09,3.0,9.364948e-09,-0.15251397,-0.5066558
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,2.0844178e-07,2.0,2.0844178e-07,-0.1517456,0.057506014
Activation of RAC1,2.1640405e-09,2.0,2.1640405e-09,-0.15254176,0.056924947
Activation of SMO,1.1570505e-05,2.0,1.1570505e-05,-0.10789201,0.08951168
Activation of anterior HOX genes in hindbrain development during early embryogenesis,3.0020807e-05,2.0,3.0020807e-05,-0.03668028,0.14148413
Activation of kainate receptors upon glutamate binding,3.1648344e-07,3.0,3.1648344e-07,-0.1513286,-0.5057907
Activation of the pre-replicative complex,2.6799582e-06,2.0,2.6799582e-06,-0.14220642,0.06446799
"Activation, myristolyation of BID and translocation to mitochondria",1.984121e-08,2.0,1.984121e-08,-0.15247352,0.056974743
"Activation, translocation and oligomerization of BAX",1.355155e-07,2.0,1.355155e-07,-0.15202707,0.05730058
Adherens junctions interactions,4.4562007e-08,2.0,4.4562007e-08,-0.15237811,0.05704438
Adrenaline signalling through Alpha-2 adrenergic receptor,4.6035942e-07,2.0,4.6035942e-07,-0.15077327,0.058215644
"Adrenaline,noradrenaline inhibits insulin secretion",1.4128146e-07,2.0,1.4128146e-07,-0.15200481,0.05731682
Advanced glycosylation endproduct receptor signaling,8.410531e-06,2.0,8.410531e-06,-0.1200884,0.08061038
Aflatoxin activation and detoxification,6.553661e-06,2.0,6.553661e-06,-0.12725526,0.07537979
Agmatine biosynthesis,0.0,2.0,0.0,-0.15255012,0.05691885
Amine Oxidase reactions,0.0,3.0,0.0,-0.15255012,-0.5066822
Amino Acid conjugation,1.9636383e-11,2.0,1.9636383e-11,-0.15255004,0.056918904
Amino acid transport across the plasma membrane,7.821073e-05,2.0,7.821073e-05,0.149316,0.2772298
Amplification of signal from the kinetochores,9.6075325e-08,2.0,9.6075325e-08,-0.15217929,0.05718949
Amyloid fiber formation,4.3677897e-09,2.0,4.3677897e-09,-0.15253325,0.056931164
Anchoring fibril formation,0.0,2.0,0.0,-0.15255012,0.05691885
Anchoring of the basal body to the plasma membrane,1.2652927e-07,2.0,1.2652927e-07,-0.15206175,0.057275273
Antagonism of Activin by Follistatin,7.6257525e-09,2.0,7.6257525e-09,-0.15252069,0.05694034
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",2.8442478e-06,2.0,2.8442478e-06,-0.14157231,0.06493078
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,2.9598617e-05,2.0,2.9598617e-05,-0.038309783,0.14029486
