,coef,coef_graph,coef_combined,coef_combined_zscore,coef_combined2
WNT ligand biogenesis and trafficking,3.7607279e-06,2.0,3.7607279e-06,-0.21964993,0.0778311
PRC2 methylates histones and DNA,2.1558732e-05,2.0,2.1558732e-05,-0.17518821,0.10969942
KSRP (KHSRP) binds and destabilizes mRNA,2.534896e-08,2.0,2.534896e-08,-0.22898138,0.07114269
Signaling by TGF-beta Receptor Complex in Cancer,1.0425355e-06,5.0,1.0425355e-06,-0.22644031,-0.43346053
RNA Polymerase I Transcription Termination,5.072949e-07,2.0,5.072949e-07,-0.2277774,0.072005644
Nephrin family interactions,2.0479556e-08,2.0,2.0479556e-08,-0.22899354,0.07113397
Transport of Mature Transcript to Cytoplasm,1.7169947e-05,3.0,1.7169947e-05,-0.18615197,-0.06696713
Striated Muscle Contraction,8.489125e-06,2.0,8.489125e-06,-0.20783779,0.086297564
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),8.401816e-06,2.0,8.401816e-06,-0.20805588,0.08614122
IPs transport between nucleus and cytosol,0.0,2.0,0.0,-0.2290447,0.07109729
Effects of PIP2 hydrolysis,2.3065076e-07,2.0,2.3065076e-07,-0.22846851,0.07151029
Rap1 signalling,0.00033840872,2.0,0.00033840872,0.6163437,0.6770372
Neurexins and neuroligins,1.5864863e-08,2.0,1.5864863e-08,-0.22900507,0.07112571
Diseases associated with visual transduction,9.193286e-09,3.0,9.193286e-09,-0.22902173,-0.09769442
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",4.38908e-07,2.0,4.38908e-07,-0.22794825,0.07188319
Plasma lipoprotein assembly,3.1561094e-06,4.0,3.1561094e-06,-0.22116034,-0.2608679
Signaling by Activin,7.288588e-09,2.0,7.288588e-09,-0.22902648,0.07111036
Platelet Adhesion to exposed collagen,2.5186174e-07,2.0,2.5186174e-07,-0.2284155,0.07154828
Interconversion of nucleotide di- and triphosphates,5.98997e-06,2.0,5.98997e-06,-0.21408099,0.08182267
mRNA Editing: C to U Conversion,1.2206434e-08,2.0,1.2206434e-08,-0.2290142,0.07111916
Threonine catabolism,1.5704224e-07,2.0,1.5704224e-07,-0.22865239,0.07137849
Presynaptic depolarization and calcium channel opening,6.292688e-08,2.0,6.292688e-08,-0.2288875,0.071209975
Intrinsic Pathway of Fibrin Clot Formation,1.4519806e-06,2.0,1.4519806e-06,-0.22541746,0.07369716
Diseases associated with O-glycosylation of proteins,8.9304547e-07,10.0,8.9304547e-07,-0.22681376,-1.2777691
HuR (ELAVL1) binds and stabilizes mRNA,4.5920854e-07,2.0,4.5920854e-07,-0.22789754,0.07191954
Vasopressin regulates renal water homeostasis via Aquaporins,6.3727866e-06,2.0,6.3727866e-06,-0.21312466,0.082508124
Endosomal Sorting Complex Required For Transport (ESCRT),6.4484676e-12,2.0,6.4484676e-12,-0.22904468,0.071097314
Amine-derived hormones,2.4437393e-08,4.0,2.4437393e-08,-0.22898364,-0.2664753
Signaling by MET,0.0006564082,9.0,0.0006564082,1.410747,0.06477587
HIV Infection,0.00036463828,3.0,0.00036463828,0.6818685,0.5551945
Inhibition of TSC complex formation by PKB,2.3464931e-11,2.0,2.3464931e-11,-0.22904465,0.07109734
Diseases associated with the TLR signaling cascade,1.9347362e-05,12.0,1.9347362e-05,-0.1807125,-1.5823419
Apoptotic execution phase,3.5071767e-05,4.0,3.5071767e-05,-0.14143093,-0.20372109
